	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型(默认:普通;1:限时选项;2:选择UI框;3:选择图片;4:CG区域选项;5:单选)	特殊选项(addjump:延时添加选项;deljump:延时删除选项;image;图片选择;cg;CG区域选择)	插入图片	插入图片1	插入图片2	插入图片3	跳转（选项）	添加标记	删除标记	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）
110303005	123303001	5	{}		100		我来到图书馆，才发现今天有很多初中部的学生。难怪殿町会突然对图书馆退避三舍。		{}			{}	{}				110303006													{}											{}											{}							scene/bg/cg_tushuguan.png	2		1		{}																	{}	{}													{}	{}	{}
110303006	123303001	5	{}		100		赶紧还了书回去吧。		{}			{}	{}				110303007													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110303007	123303001	5	{}		100		我走到图书管理处，正准备还书的时候，瞥眼发现，一对活泼的红色双马尾从身边飘过。		{}			{}	{}				110303008													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110303008	123303001	5	{}		100	五河琴里	「啊啦，是哥哥，好巧啊~~」		{}			{}	{}				110303009				10503			id_pose_13		id_look_4			2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303009	123303001	5	{}		100		琴里也发现了我，向我打着招呼。		{}			{}	{}				110303010				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303010	123303001	5	{}		100		她现在穿着平常的便服，绑着白色发带，怀里抱着几本厚厚的书。		{}			{}	{}				110303011				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303011	123303001	5	{}		100	1	「哦，琴里，上午好。」		{}			{}	{}				110303012				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303012	123303001	5	{}		100	五河琴里	「哥哥居然会来图书馆，真是稀奇呢~」		{}			{}	{}				110303013				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303013	123303001	5	{}		100	1	「我、我偶尔也是会来的哦，你看，我就是来还这本书的。」		{}			{}	{}				110303014				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303014	123303001	5	{}		100		我举起书，给琴里看。		{}			{}	{}				110303015				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303015	123303001	5	{}		100	五河琴里	「我看看，《心理学魔术之妹妹攻略篇》？」		{}			{}	{}				110303016				1			id_pose_12		id_look_5			2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303016	123303001	5	{}		100	1	「诶？诶——！不对不对，这其实不是我借的！」		{}			{}	{}				110303017				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303017	123303001	5	{}		100		可恶，没想到殿町竟然会借这种书，没有仔细看书名的我真是太疏忽了！		{}			{}	{}				110303018				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303018	123303001	5	{}		100	五河琴里	「嘻嘻，哥哥是认真的嘛？要攻略琴里吗？怎么办，到底要不要被哥哥攻略呢~嘻嘻~」		{}			{}	{}				110303019				1			id_pose_12		id_look_4			2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303019	123303001	5	{}		100		琴里双手举在胸前，调皮地摇晃着脑袋，长长的马尾随之跃动着，看上去非常高兴的样子。		{}			{}	{}				110303020				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303020	123303001	5	{}		100	1	「不是，不是的，这个其实是——」		{}			{}	{}				110303021				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303021	123303001	5	{}		100	图书委员	「这、这位同学……咳咳……请保持安静……」		{}			{}	{}				110303022				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303022	123303001	5	{}		100		坐在柜台后面的图书委员紧张地冒着冷汗，却用非常低沉地声音发出警告……		{}			{}	{}				110303023				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303023	123303001	5	{}		100	五河琴里	「噫！」		{}			{}	{}				110303024				1			id_pose_7		id_look_12			2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303024	123303001	5	{}		100		琴里被吓到了，躲到我的身后。		{}			{}	{}				110303025				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303025	123303001	5	{}		100	1	「呃……对……对不起……请帮我还一下这本书……」		{}			{}	{}				110303026				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303026	123303001	5	{}		100	五河琴里	「对、对不起……也请帮我还一下……」		{}			{}	{}				110303027				1			id_pose_7		id_look_11			2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303027	123303001	5	{}		100		琴里也从我身后颤颤巍巍把书递了出来……		{}			{}	{}				110303028				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303028	123303001	5	{}		100		从图书馆出来之后，我和琴里一齐叹了口气。		{}			{}	{}				110303029				1			id_pose_7		id_look_4			2	{}	1.4										{}											{}							scene/bg/bg_xuexiaozoulang.png	2		1		{}																	{}	{}													{}	{}	{}
110303029	123303001	5	{}		100	1	「那我就先回去了，待会儿见。」		{}			{}	{}				110303030				1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303030	123303001	5	{}		100	五河琴里	「嗯，哥哥再见~」		{}			{}	{}				110303031				1			id_pose_12		id_look_4			2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110303031	123303001	5	{}		100		琴里挥着手，摆动着双马尾，踩着轻快的节奏离开了图书馆。		{}			{}	{}								1								2	{}	1.4										{}											{}										1		{}																	{}	{}													{}	{}	{}
110304001	123304001	5	{}		100		「信息-购买」第1天，城市3，支线3		{}			{}	{}				110304002													{}											{}											{}							scene/bg/bg_xuexiao.png	2		1		{}	sound/bgm/date_001.mp3																{}	{}													{}	{}	{}
110304002	123304001	5	{}		100		「信息-购买」第1天，城市3，支线3（结束）		{}			{}	{}																	{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110305001	123305001	5	{}		100	冈峰珠惠	「大家加把劲，还有一点点就结束了哦！」		{}			{}	{}				110305002													{}											{}											{}							scene/bg/bg_gongyuan.png	2		1		{}	sound/bgm/date_001.mp3																{}	{}													{}	{}	{}
110305002	123305001	5	{}		100		学校里组织的打扫公园的公益活动。		{}			{}	{}				110305003													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110305003	123305001	5	{}		100		由于十香和折纸都主动参加了，几乎全班的同学都来了。		{}			{}	{}				110305004													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110305004	123305001	5	{}		100		小珠老师非常感动，站在一旁努力地为我们应援。		{}			{}	{}				110305005													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110305005	123305001	5	{}		100		我正要起身的时候，脚边的灌木中发出一道属于稀有道具的闪光，吸引了我的注意力。		{}			{}	{}				110305006													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110305006	123305001	5	{}		100		我蹲下身，发现了一枚戒指，虽然上面既没有镶嵌神秘宝石，也没有精细的符文，但内侧刻着看不懂的英文。		{}			{}	{}				110305007													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110305007	123305001	5	{}		100	1	「Osh nozg…」		{}			{}	{}				110305008													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110305008	123305001	5	{}		100		……这枚戒指对于他的主人应该有特殊的意义吧，怎么办才好呢？		{}			{}	{}				110305009													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110305009	123305001	5	{}		100	1	「啊，对了。」		{}			{}	{}				110305010													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110305010	123305001	5	{}		100		我简单的对大家说明后，小珠老师毫不犹豫地把手绢和马克笔借给了我……		{}			{}	{}				110305011													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110305011	123305001	5	{}		100	冈峰珠惠	「戒指可是非常非常非常非常重要的哦！咳咳！总之拜托你了， %s 同学！」		{}			{}	{}				110305012													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110305012	123305001	5	{}		100		我把手绢拴在捡到戒指的灌木丛上，然后在上面写下了自己的联系方式。		{}			{}	{}				110305013													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110305013	123305001	5	{}		100		「如果你是失落指环的主人，请联系这个电话 OOO-XXXX-OOO。」		{}			{}	{}				110305014													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110305014	123305001	5	{}		100		这样就没问题了。我将戒指小心地放置好，回到了班级中。		{}			{}	{}																	{}											{}											{}										1		{}																	{}	{}													{"items":{542013:1},"sign":[542013],"quality":{101101:10}}	{}	{}
110306001	123306001	5	{}		100		第1天，城市3，支线5		{}			{}	{}				110306002													{}											{}											{}							scene/bg/bg_xuexiao.png	2		1		{}	sound/bgm/date_001.mp3																{}	{}													{}	{}	{}
110306002	123306001	5	{}		100		第1天，城市3，支线5（结束）		{}			{}	{}																	{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110307001	123307001	5	{}		100		第1天，城市3，支线6		{}			{}	{}				110307002													{}											{}											{}							scene/bg/bg_xuexiao.png	2		1		{}	sound/bgm/date_001.mp3																{}	{}													{}	{}	{}
110307002	123307001	5	{}		100		第1天，城市3，支线6（结束）		{}			{}	{}																	{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110401001	123401001	5	{}		100	夜刀神十香	「折纸你不要再无理取闹了！」		{}			{}	{}				110401002				10104			id_pose_2		id_look_6			4	{}	1.12	10204			id_pose_4		id_look_1			5	{}	1.1										{}							scene/bg/bg_xuexiao.png	2		1		{}	sound/bgm/date_001.mp3																{}	{}													{}	{}	{}
110401002	123401001	5	{}		100		即便是校门口，双方的争执也没有停止。		{}			{}	{}				110401003				1								4	{}	1.12	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401003	123401001	5	{}		100	鸢一折纸	「笨蛋是无法治愈的。」		{}			{}	{}				110401004				1			id_pose_2		id_look_7			4	{}	1.1	1			id_pose_4		id_look_4			5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401004	123401001	5	{}		100		折纸的脸已经崩红了，很少看见她表情波动的样子呢。		{}			{}	{}				110401005				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401005	123401001	5	{}		100	1	「你们不要再讲了……」		{}			{}	{}				110401006				1								4	{}	1.1	1			id_pose_4		id_look_2			5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401006	123401001	5	{}		100		被她俩吵架声一直波及的我心情可想而知。		{}			{}	{}				110401007				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401007	123401001	5	{}		100	夜刀神十香	「 %s ，在你心中谁更重要一点？」		{}			{}	{}				110401008				1			id_pose_2		id_look_6			4	{}	1.12	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401008	123401001	5	{}		100		见到我插话，十香把话题转向了我。		{}			{}	{}				110401009				1								4	{}	1.12	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401009	123401001	5	{}		100	1	「……？？？」		{}			{}	{}				110401010				1								4	{}	1.12	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401010	123401001	5	{}		100		我的头上冒起了黑人问号。		{}			{}	{}				110401011				1								4	{}	1.12	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401011	123401001	5	{}		100	鸢一折纸	「是谁？」		{}			{}	{}				110401012				1								4	{}	1.1	1			id_pose_3		id_look_1			5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401012	123401001	5	{}		100		连折纸都停下了争执，转过头来问我。		{}			{}	{}				110401013				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401013	123401001	5	{}		100	1	「怎么连折纸也……」		{}			{}	{}				110401014				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401014	123401001	5	{}		100		我挠起了头，这种送命题让我怎么回答。		{}			{}	{}				110401015				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401015	123401001	5	{}		100	1	「我觉得你们俩都很重要！」		{}			{}	{}				110401016				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401016	123401001	5	{}		100		在权衡利弊之后，我给出了平衡双方的回答。		{}			{}	{}				110401017				1			id_pose_1		id_look_2			4	{}	1.12	1			id_pose_4		id_look_2			5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401017	123401001	5	{}		100	夜刀神十香	「唔，骗人。」		{}			{}	{}				110401018				1								4	{}	1.12	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401018	123401001	5	{}		100		十香愣了一下后，表情冷漠。		{}			{}	{}				110401019				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401019	123401001	5	{}		100	鸢一折纸	「虚伪。」		{}			{}	{}				110401020				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401020	123401001	5	{}		100		折纸的表情尽管没有变，但是嘲讽的语气暴露了她对答案的不满。		{}			{}	{}				110401021				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401021	123401001	5	{}		100	1	「为什么不能和谐相处呢……」		{}			{}	{}				110401022				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401022	123401001	5	{}		100		我无奈地看着他们俩。		{}			{}	{}				110401023				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401023	123401001	5	{}		100	夜刀神十香	「唔呣~ %s 等会陪我去商场吧！」		{}			{}	{}				110401024				1			id_pose_1		id_look_3			4	{}	1.12	1								5	{}	1.1										{}										1		{}			sound/role/shixiang/TOUKA_S_15.mp3														{}	{}													{}	{}	{}
110401024	123401001	5	{}		100	夜刀神十香	「我看上了一个很可爱的玩偶。」		{}			{}	{}				110401025				1								4	{}	1.12	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401025	123401001	5	{}		100		十香率先放弃了跟折纸争斗，把重心重新调向我。		{}			{}	{}				110401026				1								4	{}	1.12	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401026	123401001	5	{}		100	鸢一折纸	「不行， %s 要和我一起补习功课。」		{}			{}	{}				110401027				1								4	{}	1.1	1			id_pose_3		id_look_2			5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401027	123401001	5	{}		100		折纸则更为直接，直接挽住了我的手臂。		{}			{}	{}				110401028				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401028	123401001	5	{}		100	1	「我可是要预约的……」		{}			{}	{}				110401029				1			id_pose_1		id_look_7			4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401029	123401001	5	{}		100		她们已经无视了我许久，我不免有些郁闷。		{}			{}	{}				110401030				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401030	123401001	5	{}		100	鸢一折纸	「 %s 恋人，请抛下这个女人，我们该走了。」		{}			{}	{}				110401031				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401031	123401001	5	{}		100		银色头发的少女率先迈开步伐。		{}			{}	{}				110401032				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401032	123401001	5	{}		100	夜刀神十香	「才不要跟你走呢！」		{}			{}	{}				110401033				1			id_pose_1		id_look_6			4	{}	1.12	1								5	{}	1.1										{}										1		{}			sound/role/shixiang/TOUKA_S_05.mp3														{}	{}													{}	{}	{}
110401033	123401001	5	{}		100		紫发少女不甘示弱，也挽住了我另一边胳膊。		{}			{}	{}				110401034				1								4	{}	1.12	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401034	123401001	5	{}		100	1	「那个，我今天还有事情……」		{}			{}	{}				110401035				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401035	123401001	5	{}		100		眼看她们的战争又将爆发，我觉得我可能快承受不住了。		{}			{}	{}				110401036				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401036	123401001	5	{}		100	鸢一折纸	「碍事的家伙。」		{}			{}	{}				110401037				1								4	{}	1.1	1			id_pose_4		id_look_4			5	{}	1.12										{}										1		{}			sound/role/zhezhi/ORIGAMI_14.mp3														{}	{}													{}	{}	{}
110401037	123401001	5	{}		100		眼看周围没人，折纸直接向天空抬手。		{}			{}	{}				110401038				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401038	123401001	5	{}		100	1	「等一下折纸你要干什么！」		{}			{}	{}				110401039				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401039	123401001	5	{}		100		我看出来她想召唤战斗装。		{}			{}	{}				110401040				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401040	123401001	5	{}		100	夜刀神十香	「谁会怕你啊，鏖杀公！」		{}			{}	{}				110401041				1			id_pose_2		id_look_6			4	{}	1.12	1			id_pose_4		id_look_2			5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401041	123401001	5	{}		100		十香从来不会在这种事情上低头。		{}			{}	{}				110401042				1								4	{}	1.12	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401042	123401001	5	{}		100	1	「喂喂喂，这可是在校门口！」		{}			{}	{}				110401043				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401043	123401001	5	{}		100		看着十香即将召唤出灵装，我急忙拉住了她的手。		{}			{}	{}				110401044				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401044	123401001	5	{}		100	夜刀神十香	「哼！」		{}			{}	{}				110401045				1								4	{}	1.12	1								5	{}	1.1										{}										1		{}			sound/role/shixiang/TOUKA_S_05.mp3														{}	{}													{}	{}	{}
110401045	123401001	5	{}		100		尽管看出十香不情愿，但她还是停止了继续召唤的动作。		{}			{}	{}				110401046				1								4	{}	1.12	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401046	123401001	5	{}		100	1	「折纸，随意召唤战斗服是要被处分的。」		{}			{}	{}				110401047				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401047	123401001	5	{}		100		看见折纸的手依然没有放下，我连声劝阻。		{}			{}	{}				110401048				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401048	123401001	5	{}		100	鸢一折纸	「也是，为了不增加 %s 对我的反感。」		{}			{}	{}				110401049				1								4	{}	1.1	1			id_pose_4		id_look_2			5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401049	123401001	5	{}		100		折纸终于放下了手。		{}			{}	{}				110401050				1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}													{}	{}	{}
110401050	123401001	5	{}		100	1	「欸，折纸，你的战斗装好像还是飞过来了。」		{}			{}	{}				110401051				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401051	123401001	5	{}		100		我指向了天空，示意双方都去看另一边。		{}			{}	{}				110401052				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110401052	123401001	5	{}		100	鸢一折纸	「……？」		{}			{}	{}				110401053				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}			sound/role/zhezhi/ORIGAMI_S_03.mp3														{}	{}													{}	{}	{}
110401053	123401001	5	{}		100	夜刀神十香	「在哪啊 %s ，我怎么没有看到。」		{}			{}	{}				110401054				1								4	{}	1.1	1								5	{}	1.1										{}										1		{}			sound/role/shixiang/TOUKA_S_11.mp3														{}	{}													{}	{}	{}
110401054	123401001	5	{}		100		趁她们两人注意力都在别处，我连忙逃离了这个修罗场。		{}			{}	{}								1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}													{}	{}	{}
110402001	123402001	5	{}		100	1	「我把竖笛忘在音乐教室了，我去拿一下。」		{}			{}	{}				110402002													{}											{}											{}							scene/bg/bg_tiyuguan.png	2		1		{}	sound/bgm/date_001.mp3																{}	{}													{}	{}	{}
110402002	123402001	5	{}		100	殿町宏人	「 %s ，去完成你的任务吧，我会在前方等着你的。」		{}			{}	{}				110402003													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110402003	123402001	5	{}		100	1	「哦、哦……那我先回去一趟。」		{}			{}	{}				110402004													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110402004	123402001	5	{}		100		把手里的器材交给宏人后，我返回了教学楼。		{}			{}	{}				110402005													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110402005	123402001	5	{}		100	1	「希望没有人在上课吧……」		{}			{}	{}				110402006													{}											{}											{}							scene/bg/bg_xuexiaozoulang.png	2		1		{}																	{}	{}													{}	{}	{}
110402006	123402001	5	{}		100		我急匆匆地前往音乐教室，希望没有人在上课吧。		{}			{}	{}				110402007													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110402007	123402001	5	{}		100		转过最后一个走廊拐角后，看到一个人影从音乐教室里出来了。		{}			{}	{}				110402008													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110402008	123402001	5	{}		100		是折纸。白色的短发还是相当有辨识度的。		{}			{}	{}				110402009													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110402009	123402001	5	{}		100	1	「折纸？你也回来拿东西吗？」		{}			{}	{}				110402010													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110402010	123402001	5	{}		100		我向折纸打着招呼，然后看到她把什么东西藏到了身后。		{}			{}	{}				110402011													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110402011	123402001	5	{}		100	鸢一折纸	「不是，碰巧路过这里。」		{}			{}	{}				110402012				10204			id_pose_5		id_look_3			2	{}	1.5										{}											{}										1		{}																	{}	{}													{}	{}	{}
110402012	123402001	5	{}		100	1	「诶……那为什么从教室里……」		{}			{}	{}				110402013				1								2	{}	1.5										{}											{}										1		{}																	{}	{}													{}	{}	{}
110402013	123402001	5	{}		100	鸢一折纸	「碰巧路过，在里面休息了一下。」		{}			{}	{}				110402014				1			id_pose_4		id_look_2			2	{}	1.5										{}											{}										1		{}																	{}	{}													{}	{}	{}
110402014	123402001	5	{}		100	1	「呃……那你有没有看到竖笛呢？」		{}			{}	{}				110402015				1								2	{}	1.5										{}											{}										1		{}																	{}	{}													{}	{}	{}
110402015	123402001	5	{}		100	鸢一折纸	「没看见。」		{}			{}	{}				110402016				1			id_pose_4		id_look_4			2	{}	1.5										{}											{}										1		{}																	{}	{}													{}	{}	{}
110402016	123402001	5	{}		100		折纸面无表情地说着，保持着面对着我向我身旁移动着。		{}			{}	{}				110402017				10204								2	{}	1.3										{}											{}										1		{}																	{}	{}													{}	{}	{}
110402017	123402001	5	{}		100	1	「是嘛……应该就是忘在音乐教室里了啊……」		{}			{}	{}				110402018				1								2	{}	1.3										{}											{}										1		{}																	{}	{}													{}	{}	{}
110402018	123402001	5	{}		100	鸢一折纸	「嗯，确实是在——啊，也许你已经拿回去了，只是忘记了。」		{}			{}	{}				110402019				1			id_pose_5		id_look_3			2	{}	1.3										{}											{}										1		{}																	{}	{}													{}	{}	{}
110402019	123402001	5	{}		100		折纸继续保持面对着我，并且我们之间的距离越来越远。是我的错觉吗？		{}			{}	{}				110402020				10204								2	{}	1.1										{}											{}										1		{}																	{}	{}													{}	{}	{}
110402020	123402001	5	{}		100	1	「那我先进去找一找吧。」		{}			{}	{}				110402021				1								2	{}	1.1										{}											{}										1		{}																	{}	{}													{}	{}	{}
110402021	123402001	5	{}		100	鸢一折纸	「好的，下次见。」		{}			{}	{}				110402022				1			id_pose_5		id_look_2			2	{}	1.1										{}											{}										1		{}																	{}	{}													{}	{}	{}
110402022	123402001	5	{}		100	1	「嗯，再见。」		{}			{}	{}				110402023				1								2	{}	1.1										{}											{}										1		{}																	{}	{}													{}	{}	{}
110402023	123402001	5	{}		100		折纸仍然保持着面对着我，快速向后倒退到走廊尽头，离开了我的视野。		{}			{}	{}				110402024													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110402024	123402001	5	{}		100		我在音乐教室找了一圈毫无所获，只能失望地返回教室，结果在我的书包里找到了丢失的竖笛。		{}			{}	{}				110402025													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110402025	123402001	5	{}		100		原来是我记错了吗？真奇怪呢。		{}			{}	{}																	{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110403001	123403001	5	{}		100		因为狂三婉拒的缘故，让我没法再有信心去邀请其他人。		{}			{}	{}				110403002													{}											{}											{}							scene/bg/bg_xuexiaozoulang.png	2		1		{}	sound/bgm/date_001.mp3																{}	{}													{}	{}	{}
110403002	123403001	5	{}		100	1	「会是什么重要的事情呢？」		{}			{}	{}				110403003													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110403003	123403001	5	{}		100		我有些放心不下，决定再去邀请狂三一次。		{}			{}	{}				110403004													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110403004	123403001	5	{}		100		当我推开通往天台的铁门时，映入眼帘的是碧蓝的天空。		{}			{}	{}				110403005													{}											{}											{}							scene/bg/bg_wuding.png	2		1		{}																	{}	{}													{}	{}	{}
110403005	123403001	5	{}		100		而天台变得空荡荡，仿佛从来没有人来过的样子。		{}			{}	{}				110403006													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110403006	123403001	5	{}		100	1	「居然走了吗？」		{}			{}	{}				110403007													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110403007	123403001	5	{}		100		我挠挠头，有些不敢相信眼前的景象。		{}			{}	{}				110403008													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110403008	123403001	5	{}		100	1	「看来狂三真的很忙呢。」		{}			{}	{}				110403009													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
110403009	123403001	5	{}		100		感受着天台的冷风，我下定了决心。		{}			{}	{}				110403010													{}											{}											{}										1		{}																	{}	{}													{}	{}	{}
