ID	注释	18
405021	灵装（400001–499999）质点描述	古代日本邪马台王国的女王，她整合了松散的各个部落，使国家进入了黄金时代。质点为王冠，拥有2条随机属性。
405022	灵装（400001–499999）质点描述	智勇双全的舞姬，曾代替负伤的长兄指挥军队，击败了入侵的敌人。质点为智慧，拥有2条随机属性。
405023	灵装（400001–499999）质点描述	善解人意的白狐之女，鲜有发怒的时候，偶尔会变成白狐躲避人类的追逐。质点为理解，拥有2条随机属性。
405024	灵装（400001–499999）质点描述	光之灵女卢娜，掌管晨曦的使者，经常化妆为大姐姐帮助受苦的孩子。质点为仁爱，拥有2条随机属性。
405025	灵装（400001–499999）质点描述	充满斗志的元气少女，因崇拜姐姐的绝伦武技，走上了武者之路。质点为严格，拥有2条随机属性。
405026	灵装（400001–499999）质点描述	害羞的美少女，为什么和人说话就会脸红呢，恐怕她自己也不清楚。质点为美丽，拥有2条随机属性。
405027	灵装（400001–499999）质点描述	冷若冰霜的魔法剑客，被称为复仇女神，使用的武器是传说中的圣器“折辉”。质点为胜利，拥有2条随机属性。
405028	灵装（400001–499999）质点描述	德高望重的天使长，表面上是受人尊敬的昊天使，其实是个迟钝的萝莉。质点为光辉，拥有2条随机属性。
405029	灵装（400001–499999）质点描述	擅长剑技的侍女，天照大神的奴仆，被赐予了无限的生命。质点为基础，拥有2条随机属性。
405030	灵装（400001–499999）质点描述	身兼三国女王的伟大女性，行事不拘一格，拥有出色的政治智慧。质点为王国，拥有2条随机属性。
405031	灵装（400001–499999）质点描述	古代日本邪马台王国的女王，她整合了松散的各个部落，使国家进入了黄金时代。质点为王冠，拥有3条随机属性。
405032	灵装（400001–499999）质点描述	智勇双全的舞姬，曾代替负伤的长兄指挥军队，击败了入侵的敌人。质点为智慧，拥有3条随机属性。
405033	灵装（400001–499999）质点描述	光之灵女卢娜，掌管晨曦的使者，经常化妆为大姐姐帮助受苦的孩子。质点为仁爱，拥有3条随机属性。
405034	灵装（400001–499999）质点描述	光之灵女卢娜，掌管晨曦的使者，经常化妆为大姐姐帮助受苦的孩子。质点为仁爱，拥有3条随机属性。
405035	灵装（400001–499999）质点描述	充满斗志的元气少女，因崇拜姐姐的绝伦武技，走上了武者之路。质点为严格，拥有3条随机属性
405036	灵装（400001–499999）质点描述	害羞的美少女，为什么和人说话就会脸红呢，恐怕她自己也不清楚。质点为美丽，拥有3条随机属性。
405037	灵装（400001–499999）质点描述	冷若冰霜的魔法剑客，被称为复仇女神，使用的武器是传说中的圣器“折辉”。质点为胜利，拥有3条随机属性。
405038	灵装（400001–499999）质点描述	德高望重的天使长，表面上是受人尊敬的昊天使，其实是个迟钝的萝莉。质点为光辉，拥有3条随机属性。
405039	灵装（400001–499999）质点描述	擅长剑技的侍女，天照大神的奴仆，被赐予了无限的生命。质点为基础，拥有3条随机属性。
405040	灵装（400001–499999）质点描述	身兼三国女王的伟大女性，行事不拘一格，拥有出色的政治智慧。质点为王国，拥有3条随机属性。
405041	灵装（400001–499999）质点描述	神月宫的女官，因为偶然间认识的朋友，而激发了想要离开宫殿前往外面世界的愿望。质点为王冠，拥有4条随机属性。
405042	灵装（400001–499999）质点描述	宽容而冷静的神之母，知识渊博，曾教导过大魔法师洛毕朗。质点为智慧，拥有4条随机属性。
405043	灵装（400001–499999）质点描述	崇尚公平和正义的律法女神，和某公主殿下有一丝神似。质点为理解，拥有4条随机属性。
405044	灵装（400001–499999）质点描述	作为神界观察人类而存在的小仙女，机敏而调皮。质点为仁爱，拥有4条随机属性。
405045	灵装（400001–499999）质点描述	刺杀了叛军首领的勇敢战士，以对待任务一丝不苟而令人尊敬正义刺客。质点为严格，拥有4条随机属性
405046	灵装（400001–499999）质点描述	来自遥远边疆的公主，被国王派来前来参与磨练，是不容小觑的剑士。质点为美丽，拥有4条随机属性。
405047	灵装（400001–499999）质点描述	被女战神密涅瓦选中的不幸少女，终身为正义而战。在成为战神之前只是一名普通的邻家少女。质点为胜利，拥有4条随机属性。
405048	灵装（400001–499999）质点描述	白精灵公主，与人类王国某国王子共同击退了恶魔的入侵。质点为光辉，拥有4条随机属性。
405049	灵装（400001–499999）质点描述	精通刀剑的战斗公主，古代日本传说中的母神，与伊邪那岐一起创造了世界。质点为基础，拥有4条随机属性。
405050	灵装（400001–499999）质点描述	不善言辞的摄政王，在年轻的皇帝病逝后便领导着国家，小看她的人都付出了代价。质点为王国，拥有4条随机属性。
405051	灵装（400001–499999）质点描述	在战争中加冕的女王，率领曾经的战败之师在保卫首都的战役中一举击败敌国。蔷薇套装之一，质点为王冠，拥有4条随机属性
405052	灵装（400001–499999）质点描述	格欧费茵，通晓过去与未来的天才的魔法少女，火之魔法的传人。蔷薇套装之一，质点为智慧，拥有4条随机属性。
405053	灵装（400001–499999）质点描述	精灵之森中的豹精灵，是森林中所有动物的伙伴。蔷薇套装之一，质点为理解，拥有4条属性。
405054	灵装（400001–499999）质点描述	风之魔法的传人，大魔法师格林赛特的唯一在世弟子，守护着风之国。领袖套装之一，质点为智慧，拥有4条随机属性。
405055	灵装（400001–499999）质点描述	伟大的守护天使，在混沌时期依然坚持用爱引导人类的慈悲天使。领袖套装之一，质点为仁爱，拥有4条随机属性。
405056	灵装（400001–499999）质点描述	身为战败国的公主，因为反抗敌国的统治而牺牲在了胜利的前夜。领袖套装之一，质点为美丽，拥有4条随机属性。
405057	灵装（400001–499999）质点描述	神秘的生命女神，为每一个诞生的新生命注入灵魂的伟大神祇。天神套装之一，质点为仁爱，拥有4条随机属性。
405058	灵装（400001–499999）质点描述	花之女神，拥有倾国倾城的美丽容颜，和黎明女神欧若拉并称“圣殿双姝”。天神套装之一，质点为美丽，拥有4条随机属性。
405059	灵装（400001–499999）质点描述	神话中著名的魔女，经常变换自己的形态，有时甚至变为动物隐居在人类世界中。天神套装之一，质点为胜利，拥有4条随机属性。
405060	灵装（400001–499999）质点描述	如冰山一样的美丽女将军，虽然百战不殆却意识到战争的残酷，渴望得到解脱。战姬套装之一，质点为胜利，拥有4条随机属性。
405061	灵装（400001–499999）质点描述	勇敢的北国女战士，在祖国遭遇敌人入侵时毅然走上战场，成为一段传奇。战姬套装之一，质点为基础，拥有4条随机属性。
405062	灵装（400001–499999）质点描述	充满野性的兽族女王，以严酷的手段对待敌人而被人熟知。战姬套装之一，质点为王国，拥有4条随机属性。
405063	灵装（400001–499999）质点描述	圣洁的炉之女神，终身未婚，是12主神中对人类最为友好的。圣灵套装之一，质点为光辉，拥有4条随机属性。
405064	灵装（400001–499999）质点描述	纵横捭阖的战争女神，从征讨外敌到内制法典都堪称国之基石。圣灵套装之一，质点为基础，拥有4条随机属性。
405065	灵装（400001–499999）质点描述	因为母亲早逝而提前登上王位的小公主，掌管封印圣物的灵界之匙。圣灵套装之一，质点为王国，拥有4条随机属性。
405066	灵装（400001–499999）质点描述	质点状态的夜刀神十香，拥有远超其他质点的力量。所属质点为王国，拥有4条随机属性。
409901	灵装（400001–499999）质点描述	拥有些许灵气的仓鼠，能够提供些许额外经验。
409902	灵装（400001–499999）质点描述	拥有较强灵气的仓鼠，能够提供少量额外经验。
409903	灵装（400001–499999）质点描述	拥有极强灵气的仓鼠，能够提供大量额外经验。
409904	灵装（400001–499999）质点描述	拥有浩瀚灵气的仓鼠，能够提供海量额外经验。
409905	灵装（400001–499999）质点描述	拥有无限灵气的仓鼠，能够提供巨量额外经验。
410001	灵装（400001–499999）组合名称	愚者
410002	灵装（400001–499999）组合名称	魔术师
410003	灵装（400001–499999）组合名称	女祭司
410004	灵装（400001–499999）组合名称	皇后
410005	灵装（400001–499999）组合名称	教皇
410006	灵装（400001–499999）组合名称	皇帝
410007	灵装（400001–499999）组合名称	战车
410008	灵装（400001–499999）组合名称	恋人
410009	灵装（400001–499999）组合名称	力量
410010	灵装（400001–499999）组合名称	隐者
410011	灵装（400001–499999）组合名称	命运之轮
410012	灵装（400001–499999）组合名称	正义
410013	灵装（400001–499999）组合名称	倒吊者
410014	灵装（400001–499999）组合名称	死神
410015	灵装（400001–499999）组合名称	恶魔
410016	灵装（400001–499999）组合名称	节制
410017	灵装（400001–499999）组合名称	塔
410018	灵装（400001–499999）组合名称	星星
410019	灵装（400001–499999）组合名称	月亮
410020	灵装（400001–499999）组合名称	太阳
410021	灵装（400001–499999）组合名称	审判
410022	灵装（400001–499999）组合名称	世界
411001	灵装（400001–499999）组合效果描述	格挡率+2%（格挡躲避普通攻击伤害）
411002	灵装（400001–499999）组合效果描述	格挡率+4%（格挡躲避普通攻击伤害）
411003	灵装（400001–499999）组合效果描述	格挡率+6%（格挡躲避普通攻击伤害）
411004	灵装（400001–499999）组合效果描述	格挡率+8%（格挡躲避普通攻击伤害）
411005	灵装（400001–499999）组合效果描述	格挡率+10%（格挡躲避普通攻击伤害）
411006	灵装（400001–499999）组合效果描述	穿透率+2%（触发穿透时无视敌人防御）
411007	灵装（400001–499999）组合效果描述	穿透率+4%（触发穿透时无视敌人防御）
411008	灵装（400001–499999）组合效果描述	穿透率+6%（触发穿透时无视敌人防御）
411009	灵装（400001–499999）组合效果描述	穿透率+8%（触发穿透时无视敌人防御）
411010	灵装（400001–499999）组合效果描述	穿透率+10%（触发穿透时无视敌人防御）
411011	灵装（400001–499999）组合效果描述	最大生命值+2%
411012	灵装（400001–499999）组合效果描述	最大生命值+4%
411013	灵装（400001–499999）组合效果描述	最大生命值+6%
411014	灵装（400001–499999）组合效果描述	最大生命值+8%
411015	灵装（400001–499999）组合效果描述	最大生命值+10%
411016	灵装（400001–499999）组合效果描述	攻击速度+2%
411017	灵装（400001–499999）组合效果描述	攻击速度+4%
411018	灵装（400001–499999）组合效果描述	攻击速度+6%
411019	灵装（400001–499999）组合效果描述	攻击速度+8%
411020	灵装（400001–499999）组合效果描述	攻击速度+10%
411021	灵装（400001–499999）组合效果描述	防御力+2%
411022	灵装（400001–499999）组合效果描述	防御力+4%
411023	灵装（400001–499999）组合效果描述	防御力+6%
411024	灵装（400001–499999）组合效果描述	防御力+8%
411025	灵装（400001–499999）组合效果描述	防御力+10%
411026	灵装（400001–499999）组合效果描述	抗暴率+2%（抗暴率将降低被暴击的几率）
411027	灵装（400001–499999）组合效果描述	抗暴率+4%（抗暴率将降低被暴击的几率）
411028	灵装（400001–499999）组合效果描述	抗暴率+6%（抗暴率将降低被暴击的几率）
411029	灵装（400001–499999）组合效果描述	抗暴率+8%（抗暴率将降低被暴击的几率）
411030	灵装（400001–499999）组合效果描述	抗暴率+10%（抗暴率将降低被暴击的几率）
411031	灵装（400001–499999）组合效果描述	攻击力+2%
411032	灵装（400001–499999）组合效果描述	攻击力+4%
411033	灵装（400001–499999）组合效果描述	攻击力+6%
411034	灵装（400001–499999）组合效果描述	攻击力+8%
411035	灵装（400001–499999）组合效果描述	攻击力+10%
411036	灵装（400001–499999）组合效果描述	暴击率+2%
411037	灵装（400001–499999）组合效果描述	暴击率+4%
411038	灵装（400001–499999）组合效果描述	暴击率+6%
411039	灵装（400001–499999）组合效果描述	暴击率+8%
411040	灵装（400001–499999）组合效果描述	暴击率+10%
411041	灵装（400001–499999）组合效果描述	SP恢复效果+5%
411042	灵装（400001–499999）组合效果描述	SP恢复效果+10%
411043	灵装（400001–499999）组合效果描述	SP恢复效果+15%
411044	灵装（400001–499999）组合效果描述	SP恢复效果+20%
411045	灵装（400001–499999）组合效果描述	SP恢复效果+25%
411046	灵装（400001–499999）组合效果描述	闪避率+2%
411047	灵装（400001–499999）组合效果描述	闪避率+4%
411048	灵装（400001–499999）组合效果描述	闪避率+6%
411049	灵装（400001–499999）组合效果描述	闪避率+8%
411050	灵装（400001–499999）组合效果描述	闪避率+10%
411051	灵装（400001–499999）组合效果描述	所受伤害-2%
411052	灵装（400001–499999）组合效果描述	所受伤害-4%
411053	灵装（400001–499999）组合效果描述	所受伤害-6%
411054	灵装（400001–499999）组合效果描述	所受伤害-8%
411055	灵装（400001–499999）组合效果描述	所受伤害-10%
411056	灵装（400001–499999）组合效果描述	命中率+2%
411057	灵装（400001–499999）组合效果描述	命中率+4%
411058	灵装（400001–499999）组合效果描述	命中率+6%
411059	灵装（400001–499999）组合效果描述	命中率+8%
411060	灵装（400001–499999）组合效果描述	命中率+10%
411061	灵装（400001–499999）组合效果描述	伤害加成+2%
411062	灵装（400001–499999）组合效果描述	伤害加成+4%
411063	灵装（400001–499999）组合效果描述	伤害加成+6%
411064	灵装（400001–499999）组合效果描述	伤害加成+8%
411065	灵装（400001–499999）组合效果描述	伤害加成+10%
411066	灵装（400001–499999）组合效果描述	造成伤害的1%转换为生命值
411067	灵装（400001–499999）组合效果描述	造成伤害的2%转换为生命值
411068	灵装（400001–499999）组合效果描述	造成伤害的3%转换为生命值
411069	灵装（400001–499999）组合效果描述	造成伤害的4%转换为生命值
411070	灵装（400001–499999）组合效果描述	造成伤害的5%转换为生命值
411071	灵装（400001–499999）组合效果描述	SP上限+5（同时增加初始sp值）
411072	灵装（400001–499999）组合效果描述	SP上限+10（同时增加初始sp值）
411073	灵装（400001–499999）组合效果描述	SP上限+15（同时增加初始sp值）
411074	灵装（400001–499999）组合效果描述	SP上限+20（同时增加初始sp值）
411075	灵装（400001–499999）组合效果描述	SP上限+25（同时增加初始sp值）
411076	灵装（400001–499999）组合效果描述	暴击伤害倍率+10%
411077	灵装（400001–499999）组合效果描述	暴击伤害倍率+20%
411078	灵装（400001–499999）组合效果描述	暴击伤害倍率+30%
411079	灵装（400001–499999）组合效果描述	暴击伤害倍率+40%
411080	灵装（400001–499999）组合效果描述	暴击伤害倍率+50%
411081	灵装（400001–499999）组合效果描述	反弹5%伤害给攻击者
411082	灵装（400001–499999）组合效果描述	反弹10%伤害给攻击者
411083	灵装（400001–499999）组合效果描述	反弹15%伤害给攻击者
411084	灵装（400001–499999）组合效果描述	反弹20%伤害给攻击者
411085	灵装（400001–499999）组合效果描述	反弹25%伤害给攻击者
411086	灵装（400001–499999）组合效果描述	受控时间-5%
411087	灵装（400001–499999）组合效果描述	受控时间-10%
411088	灵装（400001–499999）组合效果描述	受控时间-15%
411089	灵装（400001–499999）组合效果描述	受控时间-20%
411090	灵装（400001–499999）组合效果描述	受控时间-25%
411091	灵装（400001–499999）组合效果描述	所受负面buff持续时间-5%
411092	灵装（400001–499999）组合效果描述	所受负面buff持续时间-10%
411093	灵装（400001–499999）组合效果描述	所受负面buff持续时间-15%
411094	灵装（400001–499999）组合效果描述	所受负面buff持续时间-20%
411095	灵装（400001–499999）组合效果描述	所受负面buff持续时间-25%
411096	灵装（400001–499999）组合效果描述	控制时间+5%
411097	灵装（400001–499999）组合效果描述	控制时间+10%
411098	灵装（400001–499999）组合效果描述	控制时间+15%
411099	灵装（400001–499999）组合效果描述	控制时间+20%
411100	灵装（400001–499999）组合效果描述	控制时间+25%
411101	灵装（400001–499999）组合效果描述	所受正面buff持续时间+5%
411102	灵装（400001–499999）组合效果描述	所受正面buff持续时间+10%
411103	灵装（400001–499999）组合效果描述	所受正面buff持续时间+15%
411104	灵装（400001–499999）组合效果描述	所受正面buff持续时间+20%
411105	灵装（400001–499999）组合效果描述	所受正面buff持续时间+25%
411106	灵装（400001–499999）组合效果描述	移动速度+5%
411107	灵装（400001–499999）组合效果描述	移动速度+10%
411108	灵装（400001–499999）组合效果描述	移动速度+15%
411109	灵装（400001–499999）组合效果描述	移动速度+20%
411110	灵装（400001–499999）组合效果描述	移动速度+25%
420001	灵装属性名称（420001–422006）随机属性描述	最大生命值+%s
420002	灵装属性名称（420001–422006）随机属性描述	攻击力+%s
420003	灵装属性名称（420001–422006）随机属性描述	防御力+%s
420004	灵装属性名称（420001–422006）随机属性描述	伤害值+%s
420005	灵装属性名称（420001–422006）随机属性描述	免伤值+%s
420006	灵装属性名称（420001–422006）随机属性描述	攻击速度+%s
420007	灵装属性名称（420001–422006）随机属性描述	护盾值+%s
420008	灵装属性名称（420001–422006）随机属性描述	SP上限+%s（同时增加初始sp值）
420009	灵装属性名称（420001–422006）随机属性描述	SP恢复值+%s
420010	灵装属性名称（420001–422006）随机属性描述	最大cost+%.1f%%
420011	灵装属性名称（420001–422006）随机属性描述	移动速度+%s
420012	灵装属性名称（420001–422006）随机属性描述	破防值+%s
420050	灵装属性名称（420001–422006）随机属性描述	当前sp值+%s
420051	灵装属性名称（420001–422006）随机属性描述	当前生命值+%s
420501	灵装属性名称（420001–422006）随机属性描述	造成伤害+%.1f%%
420502	灵装属性名称（420001–422006）随机属性描述	受到伤害-%.1f%%
420503	灵装属性名称（420001–422006）随机属性描述	穿透率+%.1f%%
420504	灵装属性名称（420001–422006）随机属性描述	格挡率+%.1f%%
420505	灵装属性名称（420001–422006）随机属性描述	命中率+%.1f%%
420506	灵装属性名称（420001–422006）随机属性描述	闪避率+%.1f%%
420507	灵装属性名称（420001–422006）随机属性描述	暴击率+%.1f%%
420508	灵装属性名称（420001–422006）随机属性描述	抗暴率+%.1f%%
420509	灵装属性名称（420001–422006）随机属性描述	暴击伤害+%.1f%%
420510	灵装属性名称（420001–422006）随机属性描述	暴击伤害减免+%.1f%%
420511	灵装属性名称（420001–422006）随机属性描述	控制持续时间+%.1f%%
420512	灵装属性名称（420001–422006）随机属性描述	被控持续时间-%.1f%%
420513	灵装属性名称（420001–422006）随机属性描述	增益持续时间+%.1f%%
420514	灵装属性名称（420001–422006）随机属性描述	减益持续时间-%.1f%%
421001	灵装属性名称（420001–422006）随机属性描述	最大生命值+%.1f%%
421002	灵装属性名称（420001–422006）随机属性描述	攻击力+%.1f%%
421003	灵装属性名称（420001–422006）随机属性描述	防御力+%.1f%%
421006	灵装属性名称（420001–422006）随机属性描述	攻击速度+%.1f%%
421007	灵装属性名称（420001–422006）随机属性描述	护盾效果+%.1f%%
421008	灵装属性名称（420001–422006）随机属性描述	SP上限+%.1f%%（同时增加初始sp值）
421009	灵装属性名称（420001–422006）随机属性描述	SP恢复效果+%.1f%%
421011	灵装属性名称（420001–422006）随机属性描述	移动速度+%.1f%%
421012	灵装属性名称（420001–422006）随机属性描述	破防+%.1f%%
422001	灵装属性名称（420001–422006）随机属性描述	当前血量损失+%s
422002	灵装属性名称（420001–422006）随机属性描述	本次伤害+%s
422003	灵装属性名称（420001–422006）随机属性描述	本次受伤+%s
422004	灵装属性名称（420001–422006）随机属性描述	连击数+%s
422005	灵装属性名称（420001–422006）随机属性描述	本次SP增加+%s
422006	灵装属性名称（420001–422006）随机属性描述	本次SP减少+%s
430001	灵装（400001–499999）套装名称	天神之剑
430002	灵装（400001–499999）套装名称	战姬守护
430003	灵装（400001–499999）套装名称	圣灵波动
430004	灵装（400001–499999）套装名称	蔷薇风暴
430005	灵装（400001–499999）套装名称	英勇冲锋
431001	灵装（400001–499999）套装描述	伤害加成+10%；连击数>20后，每10点+5%伤害加成，最多增加20%
431002	灵装（400001–499999）套装描述	开场获得30%最大生命值的护盾；每5秒恢复2%的护盾值
431003	灵装（400001–499999）套装描述	生命恢复效果+50%；每5秒恢复2%生命值
431004	灵装（400001–499999）套装描述	根据当前sp值增加伤害，每拥有10点sp，普通攻击伤害+2%
431005	灵装（400001–499999）套装描述	技能伤害+50%，每次使用技能后立即恢复10点sp
441001	灵装（400001–499999）质点属性描述	攻击力+3%，防御力+3%
441002	灵装（400001–499999）质点属性描述	受到伤害时，有30%几率降低20点伤害
441003	灵装（400001–499999）质点属性描述	每次造成伤害时，额外附加10点物理伤害
441004	灵装（400001–499999）质点属性描述	命中率-3%，闪避率+5%
441005	灵装（400001–499999）质点属性描述	受到伤害时移动速度+15%，持续3秒（触发间隔：10秒）
441006	灵装（400001–499999）质点属性描述	每3秒恢复10点生命值
441007	灵装（400001–499999）质点属性描述	生命值低于30%时，防御力+15%
441008	灵装（400001–499999）质点属性描述	生命值低于30%时，攻击力+15%
441009	灵装（400001–499999）质点属性描述	生命值低于10%时，每60s获得一个30%最大生命值的护盾
441010	灵装（400001–499999）质点属性描述	命中目标时，20%几率额外恢复1点sp
441011	灵装（400001–499999）质点属性描述	攻击力+5%，防御力+5%
441012	灵装（400001–499999）质点属性描述	受到伤害时，有30%几率降低30点伤害
441013	灵装（400001–499999）质点属性描述	每次造成伤害时，额外附加15点物理伤害
441014	灵装（400001–499999）质点属性描述	命中率-3%，闪避率+8%
441015	灵装（400001–499999）质点属性描述	受到伤害时移动速度+20%，持续3秒（触发间隔：10秒）
441016	灵装（400001–499999）质点属性描述	每3秒恢复15点生命值
441017	灵装（400001–499999）质点属性描述	生命值低于30%时，防御力+20%
441018	灵装（400001–499999）质点属性描述	生命值低于30%时，攻击力+20%
441019	灵装（400001–499999）质点属性描述	生命值低于15%时，每60s获得一个30%最大生命值的护盾
441020	灵装（400001–499999）质点属性描述	命中目标时，30%几率额外恢复1点sp
441021	灵装（400001–499999）质点属性描述	暴击率+5%，暴击伤害倍率+10%
441022	灵装（400001–499999）质点属性描述	受到攻击后，受伤减免+20%，持续3秒（触发间隔：10秒）
441023	灵装（400001–499999）质点属性描述	暴击后攻击速度+15%，持续3秒（触发间隔：10秒）
441024	灵装（400001–499999）质点属性描述	每秒+2%闪避率，最多增加20%，受到伤害后消失
441025	灵装（400001–499999）质点属性描述	命中目标后+3%穿透率，持续3秒（叠加上限：5）
441026	灵装（400001–499999）质点属性描述	每5秒恢复1%生命值
441027	灵装（400001–499999）质点属性描述	生命值高于80%时，防御力+10%
441028	灵装（400001–499999）质点属性描述	生命值高于80%时，攻击力+10%
441029	灵装（400001–499999）质点属性描述	每5秒获得相当于1%最大生命值的护盾
441030	灵装（400001–499999）质点属性描述	攻击附带20%移动速度减少效果，持续5秒（不可叠加）
441031	灵装（400001–499999）质点属性描述	暴击率+10%，暴击伤害倍率+20%
441032	灵装（400001–499999）质点属性描述	受到攻击后，受伤减免+30%，持续3秒（触发间隔：10秒）
441033	灵装（400001–499999）质点属性描述	暴击后攻击速度+20%，持续3秒（触发间隔：8秒）
441034	灵装（400001–499999）质点属性描述	每秒+3%闪避率，最多增加30%，受到伤害后消失
441035	灵装（400001–499999）质点属性描述	每次命中增加5%穿透率，持续3秒，最大叠加5层
441036	灵装（400001–499999）质点属性描述	每5秒恢复1.5%生命值
441037	灵装（400001–499999）质点属性描述	生命值高于80%时，防御力+15%
441038	灵装（400001–499999）质点属性描述	生命值高于80%时，攻击力+15%
441039	灵装（400001–499999）质点属性描述	每5秒获得相当于1.5%最大生命值的护盾
441040	灵装（400001–499999）质点属性描述	攻击附带30%移动速度减少效果，持续5秒（不可叠加）
441041	灵装（400001–499999）质点属性描述	攻击速度+10%；连击数大于30后，暴击率+10%
441042	灵装（400001–499999）质点属性描述	受伤减免+10%；受击后防御力+50%，持续3秒（触发间隔：10秒）
441043	灵装（400001–499999）质点属性描述	命中目标时，额外恢复1点sp
441044	灵装（400001–499999）质点属性描述	移动速度+20%；攻击速度+10%
441045	灵装（400001–499999）质点属性描述	击败敌人后攻击+2%，持续30秒（叠加上限：10）
441046	灵装（400001–499999）质点属性描述	每秒恢复2点sp
441047	灵装（400001–499999）质点属性描述	攻击力+5%，普通攻击伤害+15%
441048	灵装（400001–499999）质点属性描述	攻击力+5%，技能攻击伤害+30%
441049	灵装（400001–499999）质点属性描述	连击数大于30后，伤害加成+15%
441050	灵装（400001–499999）质点属性描述	生命值越低，造成的伤害越高，每损失10%生命值，伤害加成+5%
441051	灵装（400001–499999）质点属性描述	生命上限-15%；攻击力+20%
441052	灵装（400001–499999）质点属性描述	生命上限-15%；攻击速度+10%
441053	灵装（400001–499999）质点属性描述	生命上限-15%；暴击率+15%
441054	灵装（400001–499999）质点属性描述	命中目标时，攻击力+2%，持续5秒（叠加上限：10）
441055	灵装（400001–499999）质点属性描述	命中目标时，暴击率+2%，持续5秒（叠加上限：10）
441056	灵装（400001–499999）质点属性描述	命中目标时，攻击速度+2%，持续5秒（叠加上限：10）
441057	灵装（400001–499999）质点属性描述	护盾状态下，攻击力+20%
441058	灵装（400001–499999）质点属性描述	护盾状态下，防御力+30%
441059	灵装（400001–499999）质点属性描述	护盾状态下，每2秒恢复1点sp
441060	灵装（400001–499999）质点属性描述	普通攻击伤害+10%
441061	灵装（400001–499999）质点属性描述	普通攻击暴击率+10%
441062	灵装（400001–499999）质点属性描述	穿透率+10%
441063	灵装（400001–499999）质点属性描述	命中目标时，有50%几率额外获得1点sp
441064	灵装（400001–499999）质点属性描述	sp上限+30（同时增加初始sp值）；每秒自动恢复2点sp
441065	灵装（400001–499999）质点属性描述	击败敌人后立即恢复5点sp
441066	灵装（400001–499999）质点属性描述	格挡率+10%；格挡后恢复1%生命。装备对象为十香时，每2%格挡率提高1%攻击力
449001	质点属性-特殊	作为强化材料时，可以提供100点经验
449002	质点属性-特殊	作为强化材料时，可以提供300点经验
449003	质点属性-特殊	作为强化材料时，可以提供1000点经验
449004	质点属性-特殊	作为强化材料时，可以提供3000点经验
449005	质点属性-特殊	作为强化材料时，可以提供10000点经验
450001	天使系统-文本	觉
450002	天使系统-入口	攻
450003	天使系统-入口	闪
450004	天使系统-入口	技
450005	天使系统-入口	杀
450006	天使系统-入口	出
450007	天使系统-入口	技
450008	天使系统-天使技能树	天使技能
450009	天使系统-天使技能树	被动技能
450010	天使系统-天使技能树	未解锁
450011	天使系统-天使技能树	解锁条件:精灵等级达到%s级
450012	天使系统-天使技能树	解锁条件:天使星级达到%s星
450013	天使系统-天使页标签	技能方案
450014	天使系统-天使页标签	技能重置
450015	天使系统-被动技能	装配被动技能
450016	天使系统-被动技能	确认装备
450017	天使系统-被动技能	卸下
450018	天使系统-被动技能	技能解锁等级：%s
450019	天使系统	技能描述
450020	天使系统-天使技能树	下级技能点消耗：%s
450021	天使系统-天使技能树-点击提示	技能点不足
450022	天使系统-天使技能树-点击提示	精灵等级达到%s级解锁该技能
450023	天使系统-天使技能树-点击提示	天使星级达到%s星解锁该技能
450024	天使系统-天使技能树-点击提示	前置技能[%s]达到%s级解锁该技能
450025	天使系统-天使技能树	解锁条件:前置技能[%s]达到%s级
450026	天使系统-天使技能树	请先将后置技能[%s]降为0级
450027	天使系统-天使技能树	技能未解锁  
450028	天使系统-天使技能树	当前技能装备槽已满
450029	天使系统-天使技能树	是否装备该技能方案？
450030	天使系统-天使技能树	是否重置该技能方案？
450031	天使系统-天使技能树	文本内容不能为空
450032	天使系统-天使技能树	下一级
450033	天使系统-天使	当前觉醒等级已达满级
450101	十香天使描述段（450101~450500）	伤害提升
450102	十香天使描述段（450101~450500）	攻速提升
450103	十香天使描述段（450101~450500）	范围提升
450104	十香天使描述段（450101~450500）	范围提升
450105	十香天使描述段（450101~450500）	额外伤害
450106	十香天使描述段（450101~450500）	伤害提升
450107	十香天使描述段（450101~450500）	额外伤害
450108	十香天使描述段（450101~450500）	暴击几率
450109	十香天使描述段（450101~450500）	CD减少
450110	十香天使描述段（450101~450500）	剑气收招
450111	十香天使描述段（450101~450500）	分段剑气
450112	十香天使描述段（450101~450500）	CD减少
450113	十香天使描述段（450101~450500）	闪避次数
450114	十香天使描述段（450101~450500）	瞬身一斩
450115	十香天使描述段（450101~450500）	攻击提升
450116	十香天使描述段（450101~450500）	闪避护盾
450117	十香天使描述段（450101~450500）	拾取加成
450118	十香天使描述段（450101~450500）	连击加成
450119	十香天使描述段（450101~450500）	击败充能
450120	十香天使描述段（450101~450500）	免疫护盾
450121	十香天使描述段（450101~450500）	格挡光环
450201	十香天使描述段（450101~450500）	普通攻击和分支攻击的伤害+10%
450202	十香天使描述段（450101~450500）	普通攻击和分支攻击的伤害+20%
450203	十香天使描述段（450101~450500）	普通攻击和分支攻击的伤害+35%
450204	十香天使描述段（450101~450500）	普通攻击和分支攻击的伤害+50%
450205	十香天使描述段（450101~450500）	攻击速度+5%
450206	十香天使描述段（450101~450500）	攻击速度+10%
450207	十香天使描述段（450101~450500）	攻击速度+15%
