编号	剧本号	顺序	名称	数据类型(只有CG0，正常对话1）	文本内容	跳转（选项）	路径1	人物展示1	位置1	动作1	人物面部1	大小1	表情路径1	表情展示1	表情动作1	路径2	人物展示2	位置2	动作2	人物面部2	大小2	路径3	人物展示3	位置3	动作3	人物面部3	大小3	电话表现路径	电话表现动作	语音	特效	背景	背景大小	背景出现	cg	CG锁定时间	bgm	视频	视频
2001019	2001	19		1	玩偶像是为了表现笑意般刻意摇摆着身体。	2001020	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_5	id_look_7	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_yutianshenshe.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
2001020	2001	20	无名少女	1	「那个啊～在扶起来的时候，好像摸了四糸奈不少地方唷~」	2001021	modle/bust/bust_10301	bust_10301.model.json	2	id1_tuzi;4|id1	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	0	0	0	0	0	0
2001021	2001	21	无名少女	1	「有吧有吧？老实说，有吧有吧？」	2001022	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/sisinai/YOSHINON_S_14.mp3	0	1	1.3	0	0	0	0	0	0
2001022	2001	22	无名少女	1	「别装糊涂啊你这幸运色鬼，嘛，毕竟还是帮忙扶我起来了，这点杀必死就算是送给你吧。」	2001023	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/sisinai/YOSHINON_01.mp3	0	1	1	0	0	0	0	0	0
2001023	2001	23	1	1	「啊，嗯，这样啊？」	2001024	1	1	2	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001024	2001	24	无名少女	1	「再见了呢。Mr.谢谢了。」	2001025	modle/bust/bust_10301	bust_10301.model.json	2	id1_tuzi;4|id1	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/sisinai/YOSHINO_26.mp3	0	1	1	0	0	0	0	0	0
2001025	2001	25	1	1	「再见。雨这么大，记得得赶快回家哦！」	2001026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001026	2001	26	1	1	衣服已经湿透了，我得先回家换身衣服才行。	2001027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_yushi.png	1	2	0	0	0	0	0
2001027	2001	27	1	1	「咳……十香居然打得这么用力。」	2001028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_keting.png	1	2	0	0	sound/bgm/date_001.mp3	video/cg_shixiangmuyu.mp4	0
2001028	2001	28	夜刀神十香	1	「看见了吗，%s？」	2001029	modle/bust/bust_10107	bust_10107.model.json	2	id_pose_12	id_look_12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001029	2001	29		1	我对望过来的十香拼命摇头。	2001030-2001031-2001032	modle/bust/bust_10107	bust_10107.model.json	2	id_pose_4	id_look_7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001030	2001	30		1	「我是一个正直的少年。」	2001033	modle/bust/bust_10107	bust_10107.model.json	2	id_pose_12	id_look_7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_keting.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
2001031	2001	31		1	「看见也会被系统自动打码」	2001033	modle/bust/bust_10107	bust_10107.model.json	2	id_pose_12	id_look_7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_keting.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
2001032	2001	32		1	「怎么可能？我什么都没看到」	2001033	modle/bust/bust_10107	bust_10107.model.json	2	id_pose_12	id_look_7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_keting.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
2001033	2001	33	1	1	「话说十香为什么会在这里啊？」	2001034	1	1	2	id_pose_11	id_look_7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001034	2001	34	夜刀神十香	1	「你的妹妹没有告诉你吗？好像要进行什么训练，要我暂时寄居在这里。」	2001035	modle/bust/bust_10107	bust_10107.model.json	2	id_pose_11	id_look_7	1	modle/bust/bust_103_eff	bust_eff.model.json	id_surprise	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/shixiang/TOUKA_S_14.mp3	0	1	1	0	0	0	0	0	0
2001035	2001	35	1	1	「训练！？琴里！你打算做什么啊？」	2001036	modle/bust/bust_10107	bust_10107.model.json	4	id_pose_11	0	1	0	0	0	modle/bust/bust_10504	bust_10504.model.json	5	id_pose_2	id_look_10	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001036	2001	36	五河琴里	1	「你要继续担任和精灵间的对话代表，因此而需要加强训练。」	2001037	1	1	4	0	0	1	0	0	0	1	1	5	id_pose_3	id_look_10	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001037	2001	37	1	1	「训练不是已经不需要了吗？」	2001038	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001038	2001	38	五河琴里	1	「为什么这样说呢？」	2001039	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001039	2001	39	1	1	「因为我都已经将精灵的力量封印起来了啊。」	2001040	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001040	2001	40	五河琴里	1	「谁也没有说过精灵只有十香哦。」	2001041	1	1	4	0	0	1	0	0	0	1	1	5	id_pose_13	id_look_9	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001041	2001	41	1	1	「等等，别开玩笑了！」	2001042	1	1	4	0	0	1	0	0	0	1	1	5	id_pose_13	id_look_10	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001042	2001	42	五河琴里	1	「嗯哼？不想干吗？%s。」	2001043	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	sound/role/qinli/KOTORI_S_22.mp3	0	1	1	0	0	0	0	0	0
2001043	2001	43	1	1	「那是当然的吧！别当我是种马啊！」	2001044	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001044	2001	44	五河琴里	1	「嗯哼，那就没办法了呢。」	2001045	1	1	4	0	0	1	0	0	0	1	1	5	id_pose_3	id_look_9	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001045	2001	45	1	1	「啊？」	2001046	1	1	4	0	0	1	0	0	0	1	1	5	id_pose_3	id_look_10	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001046	2001	46	五河琴里	1	「那你就闭嘴，然后眼看着空间震让世界变得破破烂烂的吧。」	2001047	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001047	2001	47	五河琴里	1	「或者是耐心的等待精灵被AST杀害吧，到底结局会变成哪一种样子呢？」	2001048	1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001048	2001	48	五河琴里	1	「可以将精灵的力量封印这种破格的能力，在世上就只有你一人拥有。」	2001049	1	1	4	0	0	1	0	0	0	1	1	5	id_pose_7	id_look_5	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2001049	2001	49	五河琴里	1	「你说不想干了，那就已经什么办法都没有了哦。」		1	1	4	0	0	1	0	0	0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2002001	2002	1		1	琴里的话让我的脑海处于混乱状态。	2002002	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shidaowoshi.png	1	2	0	0	sound/bgm/date_005.mp3	0	0
2002002	2002	2		1	到底还有多少个精灵需要我去说服啊！？	2002003	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2002003	2002	3		1	而我之前在神社见到的那个孩子，竟然也是精灵！	2002004	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2002004	2002	4		1	现在，AST的导弹冷酷无情地射向了一个孩子。	2002005	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2002005	2002	5		1	我必须拯救那孩子！		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004001	2004	1	五河琴里	1	「注意，精灵已经进入建筑物了，准备开始初次接触吧。」	2004002	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	sound/role/qinli/KOTORI_S_16.mp3	0	scene/bg/bg_gouwuzhongxin.png	1	2	0	0	sound/bgm/date_001.mp3	0	0
2004002	2004	2	1	1	「了解。」	2004003	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004003	2004	3	五河琴里	1	「%s！Hermit的反应出现！」	2004004	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	scene/bg/bg_shangchang.png	1	2	0	0	0	0	0
2004004	2004	4	1	1	「在哪里？」	2004005	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004005	2004	5		1	突然从头上响起了声音，我赶紧抬起头来。	2004006	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004006	2004	6	无名少女	1	「你也是来欺负四糸奈的吗？」	2004007	modle/bust/bust_10301	bust_10301.model.json	2	id1_tuzi;4|id1	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	0	0	0	0	0	0
2004007	2004	7	无名少女	1	「不可以唷～因为四糸奈很温柔的所以别太过份了。咦？」	2004008	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004008	2004	8	无名少女	1	「哎呀呀？还以为是谁呢，这不就是那位幸运色鬼大哥哥嘛~」	2004009	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_2	id_look_5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/sisinai/YOSHINON_01.mp3	0	1	1	0	0	0	0	0	0
2004009	2004	9	五河琴里	1	「稍等一下，快出选项了！」	2004010	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
2004010	2004	10		1	少女手中的玩偶灵巧地歪起头来。	2004011	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004011	2004	11	无名少女	1	「呜唔？怎么了？」	2004012-2004013-2004014	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_2	id_look_6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	0	0	0	0	0	0
2004012	2004	12		1	①「嗯，好久不见啦啦啦~身体还好吗？」	2004015	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_2	id_look_6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shangchang.png	1.3	0	0	0	sound/bgm/date_001.mp3	0	0
2004013	2004	13		1	②「幸运色鬼算什么啊？！」	2004015	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_2	id_look_6	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shangchang.png	1.3	0	0	0	sound/bgm/date_001.mp3	0	0
2004014	2004	14		1	③「那个人我不认识。在下只是路过的浪人」	2004015	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_2	id_look_6	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shangchang.png	1.3	0	0	0	sound/bgm/date_001.mp3	0	0
2004015	2004	15		1	我仰头拨起头发，装模作样地和她对话。	2004016	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004016	2004	16	无名少女	1	「大哥哥真是个搞笑的人啊？啊哈哈，不过现在不流行这个啦。」	2004017	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_2	id_look_7	1.1	modle/bust/bust_103_eff	bust_eff.model.json	id_heart	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004017	2004	17	1	1	「哈哈……你能开心就好啦。」	2004018	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004018	2004	18		1	为了配合玩偶，我苦笑着，虽然觉得刚才并不搞笑，但也没有说出来。	2004019	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004019	2004	19	无名少女	1	「不过……幸运色鬼大哥哥，今天真是奇妙的再会啊～」	2004020	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004020	2004	20	无名少女	1	「像大哥哥这样的人很受欢迎唷~不过大家都好像都很讨厌四糸奈呢～」	2004021	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004021	2004	21	无名少女	1	「只要被拉过来这边，很快就会有好痛好痛的攻击打过来！」	2004022	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_4	id_look_4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004022	2004	22	1	1	「四糸奈？是你的名字吗？」	2004023	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_4	id_look_5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004023	2004	23	无名少女	1	「哎啊，这是何等的失误！四糸奈这样的人，居然连自我介绍都忘记了！」	2004024	modle/bust/bust_10301	bust_10301.model.json	2	id1_tuzi;4|id1	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
2004024	2004	24	四糸奈	1	「四糸奈就是四糸奈的名字唷。很可爱吧？很可爱吧？」	2004025	1	1	2	0	0	1.2	modle/bust/bust_103_eff	bust_eff.model.json	id_heart	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sound/role/sisinai/YOSHINON_04.mp3	0	1	1.2	0	0	0	0	0	0
2004025	2004	25		1	我只能苦笑着回应夸张摊开双手的玩偶。	2004026	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004026	2004	26	1	1	「嗯嗯……不错的名字呢」	2004027	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004027	2004	27	四糸奈	1	「那么？大哥哥的名字是什么？」	2004028	modle/bust/bust_10301	bust_10301.model.json	2	id1_tuzi;4|id1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004028	2004	28	1	1	「我？我是%s。」	2004029	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004029	2004	29	四糸奈	1	「%s君～是个很帅的名字呢。虽然比不上四糸奈就是了。」	2004030	modle/bust/bust_10301	bust_10301.model.json	2	id1_tuzi;4|id1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004030	2004	30	1	1	「谢谢夸奖，那个……四糸奈？」	2004031	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004031	2004	31	四糸奈	1	「是，怎么了吗？」	2004032	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_3	id_look_2	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	0	0	0	0	0	0
2004032	2004	32	1	1	「没什么大不了的事，只是四糸奈这个名字，不是指玩偶，而是你的名字吗？」	2004033	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	0	0	0	0	0	0
2004033	2004	33		1	我把视线望向玩偶的后面蓝色眼睛的少女。	2004034	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004034	2004	34	四糸奈	1	「……」	2004035	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004035	2004	35		1	至今一直都活泼地说话的玩偶，突然的沉默了。	2004036	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_2	id_look_6	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004036	2004	36	五河琴里	1	「%s，情绪的数值突然大跌了。你到底说了些什么啊？」	2004037	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_2	id_look_8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
2004037	2004	37	1	1	「没有啊，我只是想知道为什么她一直用腹语和我对话而已。」	2004038	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004038	2004	38	四糸奈	1	「我不懂%s君的意思。四糸奈就是四糸奈，腹语是指什么呢？」	2004039	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_3	id_look_6	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004039	2004	39		1	玩偶慢慢的把脸孔靠过来，我后退了一步。	2004040	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004040	2004	40	1	1	「那个……」	2004041	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004041	2004	41	五河琴里	1	「%s。原因之后再思考就好。总而言之，现在先恢复精灵的情绪。」	2004042-2004043-2004044	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
2004042	2004	42		1	「我的意思是说四糸奈的声音很好听。」	2004045	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_3	id_look_6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shangchang.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
2004043	2004	43		1	「果然四糸奈也是一个幽默的人呢。」	2004045	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_3	id_look_6	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shangchang.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
2004044	2004	44		1	「说得也是，四糸奈就是四糸奈。」	2004045	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_3	id_look_6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shangchang.png	1	0	0	0	sound/bgm/date_001.mp3	0	0
2004045	2004	45	四糸奈	1	「嗯，%s君真是个可爱的开玩笑先生啦～」	2004046	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_3	id_look_5	1	modle/bust/bust_103_eff	bust_eff.model.json	id_sun	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2004046	2004	46	五河琴里	1	「%s！没多少时间了，总而言之，不要让精灵逃跑。」		1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
2005001	2005	1	1	1	「琴里，我现在要怎样做才好？」	2005002	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_3	id_look_2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shangchang.png	1	2	0	0	sound/bgm/date_001.mp3	0	0
2005002	2005	2	五河琴里	1	「这种事很显而易见吧，难得是大型百货公司的内部唷。」	2005003	1	1	2	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
2005003	2005	3	五河琴里	1	「有空的话就来约会吧，之类的就好。能做到吗？」	2005004	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	effect/dianhua/dianhua	dianhua	0	0	1	1	0	0	0	0	0	0
2005004	2005	4		1	我有点畏畏缩缩的面向四糸奈。	2005005-2005006-2005007	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005005	2005	5	1	1	「有空的话就来约会吧！」	2005008	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_3	id_look_5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005006	2005	6		1	「四糸奈可以和我约会吗？」	2005008	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_3	id_look_5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005007	2005	7		1	「如果没什么事，我们约会怎么样？」	2005008	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_3	id_look_5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005008	2005	8	四糸奈	1	「看不出大哥哥居然会这么大胆的邀请啊。嗯哼，当然是Okay唷。」	2005009	modle/bust/bust_10301	bust_10301.model.json	2	id1_tuzi;4|id1	0	1.2	modle/bust/bust_103_eff	bust_eff.model.json	id_heart	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
2005009	2005	9		1	「倒不如说，终于遇到可以聊天的人了，四糸奈反而想要邀请你唷～」	2005010	1	1	2	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
2005010	2005	10		1	说完后玩偶喀啦喀啦的笑着。	2005011	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005011	2005	11	四糸奈	1	「好厉害～那是什么啊？！」	2005012	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005012	2005	12		1	玩偶很兴奋的拍拍手掌，走向商场内的小型攀登架。	2005013	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005013	2005	13	1	1	「喂，喂，站在那里很危险啦。」	2005014	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005014	2005	14		1	四糸奈灵巧地爬上了色彩缤纷的玻璃纤维城堡。	2005015	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005015	2005	15	四糸奈	1	「真是的，在问你帅不帅气呢，哇，哇哇！？」	2005016	modle/bust/bust_10301	bust_10301.model.json	2	id_pose_5	id_look_1	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	0	0	0
2005016	2005	16	1	1	「小心！」	2005017	1	1	2	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.2	0	0	0	sound/bgm_baozhasheng.mp3	0	0
2005017	2005	17	四糸奈	1	「哎呀！」	2005018	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005018	2005	18		1	我战战兢兢的转过头去，在那里出现的是令我意外的脸孔。	2005019	modle/bust/bust_10301	bust_10301.model.json	5	id_pose_5	id_look_2	1	0	0	0	modle/bust/bust_10104	bust_10104.model.json	4	id_pose_2	id_look_13	1	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shangchang.png	1	0	0	0	sound/bgm/date_002.mp3	video/cg_sisinaifushen.mp4	0
2005019	2005	19	1	1	「十香……？」	2005020	1	1	5	0	0	1	0	0	0	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005020	2005	20		1	十香的身体慢慢发出颤抖似的声音。	2005021	modle/bust/bust_10301	bust_10301.model.json	5	id_pose_2	id_pose_6	1	0	0	0	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005021	2005	21	夜刀神十香	1	「%s在做什么呢？」	2005022	1	1	5	0	0	1	0	0	0	1	1	4	id_pose_10	id_look_6	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005022	2005	22		1	突然发生的事态，让我恐惧地睁大了眼睛。	2005023	1	1	5	0	0	1	0	0	0	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005023	2005	23	夜刀神十香	1	「我明明在担心你的事……你却和别的女人在眉来眼去的啊啊啊啊啊！」	2005024	modle/bust/bust_10301	bust_10301.model.json	5	id_pose_2	id_pose_5	1	0	0	0	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005024	2005	24	夜刀神十香	1	「你说的有重要事要做，就是指和这个小女孩约会吗？」	2005025-2005026-2005027	1	1	5	0	0	1	0	0	0	1	1	4	id_pose_2	id_look_13	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2005025	2005	25		1	「其实她不是小女孩！」	2005028	modle/bust/bust_10301	bust_10301.model.json	5	id_pose_5	id_look_1	1	0	0	0	modle/bust/bust_10104	bust_10104.model.json	4	id_pose_2	id_look_13	1	0	0	0	0	0	0	0	0	0	0	scene/bg/bg_shangchang.png	1	0	0	0	sound/bgm/date_002.mp3	0	0
