id	角色（策划用）	角色形态	动画资源名	动作名	程序动作	特效触发帧	特效挂点	上层特效资源	上层特效动作	下层特效资源	下层特效动作
522	高阶机械蚊子	1	fight_21701	floor	floor						
523	高阶机械蚊子	1	fight_21701	hurt	hurt						
524	高阶机械蚊子	1	fight_21701	move	move						
525	高阶机械蚊子	1	fight_21701	stand	stand						
526	高阶机械蚊子	1	fight_21701	standup	standup						
527	高阶机械蚊子	1	fight_21701	die1	die1						
528	高阶机械蚊子	1	fight_21701	die2	die2						
529	高阶机械蚊子	1	fight_21701	die3	die3						
530	高阶机械蚊子	1	fight_21701	float	float						
531	高阶机械蚊子	1	fight_21701	floathurt	floathurt						
532	高阶机械蚊子	1	fight_21701	floor	floor						
533	高阶机械蚊子	1	fight_21701	hurt	hurt						
534	高阶机械蚊子	1	fight_21701	move	move						
535	高阶机械蚊子	1	fight_21701	stand	stand						
536	高阶机械蚊子	1	fight_21701	standup	standup						
537	高阶机械蚊子	1	fight_21701	die1	die1						
538	高阶机械蚊子	1	fight_21701	die2	die2						
539	高阶机械蚊子	1	fight_21701	die3	die3						
540	高阶机械蚊子	1	fight_21701	float	float						
541	高阶机械蚊子	1	fight_21701	floathurt	floathurt						
542	高阶机械蚊子	1	fight_21701	floor	floor						
543	高阶机械蚊子	1	fight_21701	hurt	hurt						
544	高阶机械蚊子	1	fight_21701	move	move						
545	高阶机械蚊子	1	fight_21701	stand	stand						
546	高阶机械蚊子	1	fight_21701	standup	standup						
547	高阶机械盾	1	fight_21801	die1	die1						
548	高阶机械盾	1	fight_21801	die2	die2						
549	高阶机械盾	1	fight_21801	float	float						
550	高阶机械盾	1	fight_21801	floathurt	floathurt						
551	高阶机械盾	1	fight_21801	floor	floor						
552	高阶机械盾	1	fight_21801	hurt	hurt						
553	高阶机械盾	1	fight_21801	move	move						
554	高阶机械盾	1	fight_21801	stand	stand						
555	高阶机械盾	1	fight_21801	standup	standup						
556	高阶机械远程	1	fight_21901	die1	die1						
557	高阶机械远程	1	fight_21901	die2	die2						
558	高阶机械远程	1	fight_21901	float	float						
559	高阶机械远程	1	fight_21901	floathurt	floathurt						
560	高阶机械远程	1	fight_21901	floor	floor						
561	高阶机械远程	1	fight_21901	hurt	hurt						
562	高阶机械远程	1	fight_21901	move	move						
563	高阶机械远程	1	fight_21901	stand	stand						
564	高阶机械远程	1	fight_21901	standup	standup						
565	机械猩猩	1	fight_21601	born	born						
566	机械猩猩	1	fight_21601	die1	die1						
567	机械猩猩	1	fight_21601	die2	die2						
568	机械猩猩	1	fight_21601	float	float						
569	机械猩猩	1	fight_21601	floathurt	floathurt						
570	机械猩猩	1	fight_21601	floor	floor						
571	机械猩猩	1	fight_21601	hurt	hurt						
572	机械猩猩	1	fight_21601	move	move						
573	机械猩猩	1	fight_21601	stand	stand						
574	机械猩猩	1	fight_21601	standup	standup						
575	低阶DEM近战小怪	1	fight_21001	die1	die1						
576	低阶DEM近战小怪	1	fight_21001	die2	die2						
577	低阶DEM近战小怪	1	fight_21001	float	float						
578	低阶DEM近战小怪	1	fight_21001	floathurt	floathurt						
579	低阶DEM近战小怪	1	fight_21001	floor	floor						
580	低阶DEM近战小怪	1	fight_21001	hurt	hurt						
581	低阶DEM近战小怪	1	fight_21001	move	move						
582	低阶DEM近战小怪	1	fight_21001	stand	stand						
583	低阶DEM近战小怪	1	fight_21001	standup	standup						
584	低阶DEM远程小怪	1	fight_20801	die1	die1						
585	低阶DEM远程小怪	1	fight_20801	die2	die2						
586	低阶DEM远程小怪	1	fight_20801	float	float						
587	低阶DEM远程小怪	1	fight_20801	floathurt	floathurt						
588	低阶DEM远程小怪	1	fight_20801	floor	floor						
589	低阶DEM远程小怪	1	fight_20801	hurt	hurt						
590	低阶DEM远程小怪	1	fight_20801	move	move						
591	低阶DEM远程小怪	1	fight_20801	stand	stand						
592	低阶DEM远程小怪	1	fight_20801	standup	standup						
593	低阶DEM综合小怪	1	fight_20901	die1	die1						
594	低阶DEM综合小怪	1	fight_20901	die2	die2						
595	低阶DEM综合小怪	1	fight_20901	float	float						
596	低阶DEM综合小怪	1	fight_20901	floathurt	floathurt						
597	低阶DEM综合小怪	1	fight_20901	floor	floor						
598	低阶DEM综合小怪	1	fight_20901	hurt	hurt						
599	低阶DEM综合小怪	1	fight_20901	move	move						
600	低阶DEM综合小怪	1	fight_20901	stand	stand						
601	低阶DEM综合小怪	1	fight_20901	standup	standup						
602	1号BOSS	1	fight_30101	die1	die1						
603	1号BOSS	1	fight_30101	born	born						
604	1号BOSS	1	fight_30101	skillC	skillC						
605	1号BOSS	1	fight_30101	skillF	skillF						
606	1号BOSS	1	fight_30101	skillG	skillG						
607	1号BOSS	1	fight_30101	skillH	skillH						
608	1号BOSS	1	fight_30101	skillI	skillI						
609	1号BOSS	1	fight_30101	skillA1	skillA1						
610	1号BOSS	1	fight_30101	skillB1	skillB1						
611	1号BOSS	1	fight_30101	skillD1	skillD1						
612	1号BOSS	1	fight_30101	skillE1	skillE1						
613	1号BOSS	1	fight_30101	stand1	stand						
614	守护关卡风暴球	1	battle_story10_01	xunhuan	stand						
615	守护关卡风暴球	1	battle_story10_01	xiaoshi	die1						
616	守护关卡风暴球	1	battle_story10_01	xunhuan	born						
617	地雷	1	effects_20501_skillC	skillC1	born						
618	地雷	1	effects_20501_skillC	skillC1	stand						
619	地雷	1	effects_20501_skillC	skillC1	die1						
620	低阶能量近战小怪	1	fight_22001	die1	die1						
621	低阶能量近战小怪	1	fight_22001	die2	die2						
622	低阶能量近战小怪	1	fight_22001	float	float						
623	低阶能量近战小怪	1	fight_22001	floathurt	floathurt						
624	低阶能量近战小怪	1	fight_22001	floor	floor						
625	低阶能量近战小怪	1	fight_22001	hurt1	hurt1						
626	低阶能量近战小怪	1	fight_22001	hurt2	hurt2						
627	低阶能量近战小怪	1	fight_22001	move	move						
628	低阶能量近战小怪	1	fight_22001	stand	stand						
629	低阶能量近战小怪	1	fight_22001	standup	standup						
630	低阶能量近战小怪	1	fight_22001	walk	walk						
631	低阶能量近战小怪	1	fight_22001	retreat	retreat						
632	低阶能量远程小怪	1	fight_22101	die1	die1						
633	低阶能量远程小怪	1	fight_22101	die2	die2						
634	低阶能量远程小怪	1	fight_22101	float	float						
635	低阶能量远程小怪	1	fight_22101	floathurt	floathurt						
636	低阶能量远程小怪	1	fight_22101	floor	floor						
637	低阶能量远程小怪	1	fight_22101	hurt1	hurt1						
638	低阶能量远程小怪	1	fight_22101	hurt2	hurt2						
639	低阶能量远程小怪	1	fight_22101	move	move						
640	低阶能量远程小怪	1	fight_22101	stand	stand						
641	低阶能量远程小怪	1	fight_22101	standup	standup						
642	低阶能量远程小怪	1	fight_22101	walk	walk						
643	低阶能量远程小怪	1	fight_22101	retreat	retreat						
644	低阶能量综合小怪	1	fight_22201	die1	die1						
645	低阶能量综合小怪	1	fight_22201	die2	die2						
646	低阶能量综合小怪	1	fight_22201	float	float						
647	低阶能量综合小怪	1	fight_22201	floathurt	floathurt						
648	低阶能量综合小怪	1	fight_22201	floor	floor						
649	低阶能量综合小怪	1	fight_22201	hurt1	hurt1						
650	低阶能量综合小怪	1	fight_22201	hurt2	hurt2						
651	低阶能量综合小怪	1	fight_22201	move	move						
652	低阶能量综合小怪	1	fight_22201	stand	stand						
653	低阶能量综合小怪	1	fight_22201	standup	standup						
654	低阶能量综合小怪	1	fight_22201	walk	walk						
655	低阶能量综合小怪	1	fight_22201	retreat	retreat						
656	高阶能量近战小怪	1	fight_22301	die1	die1						
657	高阶能量近战小怪	1	fight_22301	die2	die2						
658	高阶能量近战小怪	1	fight_22301	float	float						
659	高阶能量近战小怪	1	fight_22301	floathurt	floathurt						
660	高阶能量近战小怪	1	fight_22301	floor	floor						
661	高阶能量近战小怪	1	fight_22301	hurt1	hurt1						
662	高阶能量近战小怪	1	fight_22301	hurt2	hurt2						
663	高阶能量近战小怪	1	fight_22301	move	move						
664	高阶能量近战小怪	1	fight_22301	stand	stand						
665	高阶能量近战小怪	1	fight_22301	standup	standup						
666	高阶能量近战小怪	1	fight_22301	walk	walk						
667	高阶能量近战小怪	1	fight_22301	retreat	retreat						
668	高阶能量远程小怪	1	fight_22401	die1	die1						
669	高阶能量远程小怪	1	fight_22401	die2	die2						
670	高阶能量远程小怪	1	fight_22401	float	float						
671	高阶能量远程小怪	1	fight_22401	floathurt	floathurt						
672	高阶能量远程小怪	1	fight_22401	flip	floor						
673	高阶能量远程小怪	1	fight_22401	hurt1	hurt1						
674	高阶能量远程小怪	1	fight_22401	hurt2	hurt2						
675	高阶能量远程小怪	1	fight_22401	move	move						
676	高阶能量远程小怪	1	fight_22401	stand	stand						
677	高阶能量远程小怪	1	fight_22401	standup	standup						
678	高阶能量远程小怪	1	fight_22401	walk	walk						
679	高阶能量远程小怪	1	fight_22401	retreat	retreat						
680	高阶能量综合小怪	1	fight_22501	die1	die1						
681	高阶能量综合小怪	1	fight_22501	die2	die2						
682	高阶能量综合小怪	1	fight_22501	float	float						
683	高阶能量综合小怪	1	fight_22501	floathurt	floathurt						
684	高阶能量综合小怪	1	fight_22501	floor	floor						
685	高阶能量综合小怪	1	fight_22501	hurt1	hurt1						
686	高阶能量综合小怪	1	fight_22501	hurt2	hurt2						
687	高阶能量综合小怪	1	fight_22501	move	move						
688	高阶能量综合小怪	1	fight_22501	stand	stand						
689	高阶能量综合小怪	1	fight_22501	standup	standup						
690	高阶能量综合小怪	1	fight_22501	walk	walk						
691	高阶能量综合小怪	1	fight_22501	retreat	retreat						
692	撞击关四系乃	1	battle_story7_02	moveA	forward						
693	撞击关四系乃	1	battle_story7_02	moveA	backward						
694	撞击挂卡汽车	1	fight_car_01	effects_bus	stand						
695	撞击挂卡汽车	1	fight_car_01	effects_bus_boom	die						
696	撞击挂卡汽车	1	fight_car_02	effects_truck	stand						
697	撞击挂卡汽车	1	fight_car_02	effects_truck_boom	die						
698	十香飞行	1	fight_10101_1	moveA	forward2backward						
699	十香飞行	1	fight_10101_1	moveB	backward2forward						
700	十香飞行	1	fight_10101_1	standA	forward						
701	十香飞行	1	fight_10101_1	standB	backward						
702	十香飞行	1	fight_10101_1	die1	die						
703	十香飞行	1	fight_10101_1	die2	fall						
704	四系乃飞行	1	fight_10301F	standA	standA						
705	四系乃飞行	1	fight_10301F	StandA_1	StandA_1						
706	四系乃飞行	1	fight_10301F	xialuo	xialuo						
707	四系乃飞行	1	fight_10301F	xialuo1	xialuo1						
708	四系乃飞行	1	fight_10301F	xialuo2	xialuo2						
709	四系乃飞行	1	fight_10301F	xialuo_1+	xialuo_1+						
710	四系乃飞行	1	fight_10301F	xialuo_2+	xialuo_2+						
711	四系乃飞行	1	fight_10301F	xialuo_xunhjuan	xialuo_xunhjuan						
712	四系乃飞行	1	fight_10301F	F_skillA	F_skillA						
713	四系乃飞行	1	fight_10301F	F_die	F_die						
714	四系乃飞行	1	fight_10301F	F_die1	F_die1						
715	四系乃飞行	1	fight_10301F	F_die2	F_die2						
716	低阶ast飞行远程	1	fight_20201F	moveA	forward2backward						
717	低阶ast飞行远程	1	fight_20201F	moveB	backward2forward						
718	低阶ast飞行远程	1	fight_20201F	stand	forward						
719	低阶ast飞行远程	1	fight_20201F	moveC	backward						
720	低阶ast飞行综合	1	fight_20201F	dieA	die						
721	低阶ast飞行远程	1	fight_20201F	dieB	fall						
722	高阶ast飞行远程	1	fight_20501F	moveA	forward2backward						
723	高阶ast飞行远程	1	fight_20501F	moveB	backward2forward						
724	高阶ast飞行远程	1	fight_20501F	stand	forward						
725	高阶ast飞行远程	1	fight_20501F	moveC	backward						
726	高阶ast飞行远程	1	fight_20501F	dieA	die						
727	高阶ast飞行远程	1	fight_20501F	dieB	fall						
728	低阶ast飞行综合	1	fight_20301F	moveA	forward2backward						
729	低阶ast飞行综合	1	fight_20301F	moveB	backward2forward						
730	低阶ast飞行综合	1	fight_20301F	stand	forward						
731	低阶ast飞行综合	1	fight_20301F	moveC	backward						
732	低阶ast飞行综合	1	fight_20301F	dieA	die						
733	低阶ast飞行综合	1	fight_20301F	dieB	fall						
734	高阶ast飞行综合	1	fight_20601F	moveA	forward2backward						
735	高阶ast飞行综合	1	fight_20601F	moveB	backward2forward						
736	高阶ast飞行综合	1	fight_20601F	stand	forward						
737	高阶ast飞行综合	1	fight_20601F	moveC	backward						
738	高阶ast飞行综合	1	fight_20601F	dieA	die						
739	高阶ast飞行综合	1	fight_20601F	dieB	fall						
740	日下部燎子飞行	1	fight_30201F	moveA	forward2backward						
741	日下部燎子飞行	1	fight_30201F	moveB	backward2forward						
742	日下部燎子飞行	1	fight_30201F	stand	forward						
743	日下部燎子飞行	1	fight_30201F	moveC	backward						
744	日下部燎子飞行	1	fight_30201F	die	die						
745	日下部燎子飞行	1	fight_30201F	float	fall						
