	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型(默认:普通;1:限时选项;2:选择UI框;3:选择图片;4:CG区域选项;5:单选)	特殊选项(addjump:延时添加选项;deljump:延时删除选项;image;图片选择;cg;CG区域选择)	插入图片	插入图片1	插入图片2	插入图片3	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2
65601107	2105001	2	{}		100	1	「令音小姐？我能听到，有什么事吗？」	1	{}			{}	{}				65601108		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65601108	2105001	2	{}		100	村雨令音	「好不容易和琴里一起约会，试着增加她的好感度吧。」	1	{}			{}	{}				65601109		1			id_pose_2		id_look_9			2	{}	1.5										{}											{}				effect/dianhua3/dianhua3	dianhua					1		{}																	{}	{}					{}	{}		{}		
65601109	2105001	2	{}		100		令音温和的嗓音中带着一些疲惫。	1	{}			{}	{}				65601110		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65601110	2105001	2	{}		100	1	「我也想……不过这是黑色发带的琴里啊……」	1	{}			{}	{}				65601111		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65601111	2105001	2	{}		100	1	「我不是很习惯她这个样子，不知道怎么应对才好。」	1	{}			{}	{}				65601112		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65601112	2105001	2	{}		100		平常在家里我都是面对白色发带的琴里。	1	{}			{}	{}				65601113		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65601113	2105001	2	{}		100		最近才发现妹妹竟然有这么一个非常“女王”的人格。	1	{}			{}	{}				65601114		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65601114	2105001	2	{}		100	村雨令音	「%s，你是琴里的哥哥，是这个世界上最了解她的人。」	1	{}			{}	{}				65601115		1								2	{}	1.5										{}											{}				effect/dianhua3/dianhua3	dianhua					1		{}																	{}	{}					{}	{}		{}		
65601115	2105001	2	{}		100	村雨令音	「自然一点，做一些平时兄妹之间的互动。」	1	{}			{}	{}				65701101-65701201	5	1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65701101	2105001	2	{}		100		琴里，我陪你去拿曲奇吧。	1	{}			{}	{}				65701102	1	10504			id_pose_2		id_look_9			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65701201	2105001	2	{}		100		琴里，哥哥给你倒牛奶喝。	1	{}			{}	{}				65701202	1	10504			id_pose_2		id_look_9			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65601202	2105001	2	{}		100	五河琴里	「什么？还真是敢呢，%s。」	1	{}			{}	{}				65601203		1			id_pose_5		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65601203	2105001	2	{}		100		琴里格外震惊，瞪圆了眼睛看着我。	1	{}			{}	{}				65601204		1			id_pose_5		id_look_10			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65601204	2105001	2	{}		100		大概在Ratatoskr没有人敢对她这样说话吧啊。	1	{}			{}	{}				65601205		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65601205	2105001	2	{}		100	1	「琴里都知道自己错了，所以要快一点道歉啊。」	1	{}			{}	{}				65601206		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65601206	2105001	2	{}		100		琴里看了看手里的棒棒糖，严肃的脸上突然露出了笑容。	1	{}			{}	{}				65601207		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65601207	2105001	2	{}		100	五河琴里	「有趣。」	1	{}			{}	{}				65601208		1			id_pose_5		id_look_5			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65601208	2105001	2	{}		100	五河琴里	「如果我拒绝道歉呢？」	1	{}			{}	{}				65702101-65702201	5	1			id_pose_5		id_look_4			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65702101	2105001	2	{}		100		当然只能原谅你啦。	1	{}			{}	{}				65702102	1	10504			id_pose_5		id_look_4			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65702201	2105001	2	{}		100		妹妹不乖，哥哥要惩罚你哦。	1	{}			{}	{}				1065602102	1	10504			id_pose_5		id_look_4			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
1065602102	2105001		{}					1	{}			{}	{}				65602102											{}											{}											{}							scene/bg/bg_mianbaodian.png				-1	{}																	{}	{}					{}	{}		{}		
65602102	2105001	2	{}		100		我对琴里露出了狡黠的笑容。	1	{}			{}	{}				65602103		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602103	2105001	2	{}		100	五河琴里	「什么事？」	1	{}			{}	{}				65602104		1			id_pose_1		id_look_5			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602104	2105001	2	{}		100		琴里身体向后仰，看起来很不信任我。	1	{}			{}	{}				65602105		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602105	2105001	2	{}		100	1	「别担心，别担心，我是琴里之友哦！」	1	{}			{}	{}				65602106		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602106	2105001	2	{}		100		我竖起手掌面向琴里保证。	1	{}			{}	{}				65602107		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602107	2105001	2	{}		100	五河琴里	「有一种微妙的不祥预感，你想做什么呢？」	1	{}			{}	{}				65602108		1			id_pose_3		id_look_10			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602108	2105001	2	{}		100	1	「谁吃到唯一的一个白色草莓，就算胜利。」	1	{}			{}	{}				65602109		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602109	2105001	2	{}		100	1	「输了的人，晚上要第一个洗澡。」	1	{}			{}	{}				65602110		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602110	2105001	2	{}		100	五河琴里	「洗……澡……」	1	{}			{}	{}				65602111		1			id_pose_3		id_look_2			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602111	2105001	2	{}		100		为了让琴里第一个洗澡，这些年我想了无数的办法。	1	{}			{}	{}				65602112		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602112	2105001	2	{}		100	五河琴里	「哼，浴盐的方法不管用了，就想出了这招吗？」	1	{}			{}	{}				65703101-65703201	5	1			id_pose_3		id_look_5			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65703101	2105001	2	{}		100		我永远有对付妹妹的方法。	1	{}			{}	{}				65703102	1	10504			id_pose_3		id_look_5			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65703201	2105001	2	{}		100		你的哥哥就是如此机智。	1	{}			{}	{}				65703102	1	10504			id_pose_3		id_look_5			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65602202	2105001	2	{}		100	五河琴里	「脑子不好使吗？」	1	{}			{}	{}				65602203		1			id_pose_1		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602203	2105001	2	{}		100	五河琴里	「谁规定下午茶时间只能喝下午茶？」	1	{}			{}	{}				65602204		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602204	2105001	2	{}		100	1	「话是这样说啦……」	1	{}			{}	{}				65602205		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602205	2105001	2	{}		100	1	「不过现在吃正餐有点奇怪吧。」	1	{}			{}	{}				65602206		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602206	2105001	2	{}		100	五河琴里	「哼，这么啰嗦又固执，你是老年人吗？」	1	{}			{}	{}				65602207		1			id_pose_3		id_look_9			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602207	2105001	2	{}		100	1	「不是啦……总而言之……」	1	{}			{}	{}				65602208		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602208	2105001	2	{}		100	村雨令音	「%s，先答应琴里带她去吧。」	1	{}			{}	{}				65602209		1								2	{}	1.5										{}											{}				effect/dianhua3/dianhua3	dianhua					1		{}																	{}	{}					{}	{}		{}		
65602209	2105001	2	{}		100	1	「嗯……琴里，要不我们晚上去吃大餐吧？」	1	{}			{}	{}				65602210		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602210	2105001	2	{}		100	五河琴里	「对于女孩的要求，反应这么慢。」	1	{}			{}	{}				65602211		1			id_pose_7		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602211	2105001	2	{}		100	五河琴里	「Ratatoskr的实践课程有好好学习吗？」	1	{}			{}	{}				65602212		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602212	2105001	2	{}		100	1	「……我不是已经答应了吗？」	1	{}			{}	{}				65602213		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65602213	2105001	2	{}		100	五河琴里	「答应得太慢了！太慢了！」	1	{}			{}	{}				65403211		1			id_pose_1		id_look_10			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604102	2105001	2	{}		100	1	「琴里？想吃冰淇淋吗？」	1	{}			{}	{}				65604103		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604103	2105001	2	{}		100	1	「让我去买两个冰淇淋，当做我的道歉吧。」	1	{}			{}	{}				65604104		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604104	2105001	2	{}		100		琴里想了想，拆开一根棒棒糖放进嘴里。	1	{}			{}	{}				65604105		1			id_pose_3		id_look_9			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604105	2105001	2	{}		100	1	「拜托拜托~」	1	{}			{}	{}				65604106		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604106	2105001	2	{}		100		琴里含着棒棒糖点点头。	1	{}			{}	{}				65604107		1			id_pose_4		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604107	2105001	2	{}		100	1	「好，我马上去。」	1	{}			{}	{}				65604108		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604108	2105001	2	{}		100		我到前台点了两个冰淇淋和两个热狗。	1	{}			{}	{}				65604109		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604109	2105001	2	{}		100	1	「需要等一会儿才能过去拿。」	1	{}			{}	{}				65604110		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604110	2105001	2	{}		100	五河琴里	「为什么今天突然要我陪你出来？」	1	{}			{}	{}				65604111		1			id_pose_1		id_look_4			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604111	2105001	2	{}		100		琴里挑眉看着我，眼睛里仿佛已经看穿了一切。	1	{}			{}	{}				65604112		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604112	2105001	2	{}		100	村雨令音	「这是个考验哦，%s要好好回答。」	1	{}			{}	{}				65604113		1								2	{}	1.5										{}											{}				effect/dianhua3/dianhua3	dianhua					1		{}																	{}	{}					{}	{}		{}		
65604113	2105001	2	{}		100	1	「其实是因为……」	1	{}			{}	{}				65704101-65704201-65704301	5	1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65704101	2105001	2	{}		100		最近琴里忙于工作，感觉疏远了。	1	{}			{}	{}				65704102	1	10504			id_pose_1		id_look_4			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65704201	2105001	2	{}		100		当然是想和琴里约会啊。	1	{}			{}	{}				65704202	1	10504			id_pose_1		id_look_4			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65704301	2105001	2	{}		100		哥哥当然想和妹妹在一起啊。	1	{}			{}	{}				65704302	1	10504			id_pose_1		id_look_4			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65604202	2105001	2	{}		100	1	「琴里……最近Ratatoskr的工作很忙吗？」	1	{}			{}	{}				65604203	2	10504								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604203	2105001	2	{}		100		琴里双手抱在胸前，嘴里咬着一只刚拆的棒棒糖。	1	{}			{}	{}				65604204	2	10504								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604204	2105001	2	{}		100	五河琴里	「嗯啊，稍微是有一点。」	1	{}			{}	{}				65604205		1			id_pose_3		id_look_2			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604205	2105001	2	{}		100	五河琴里	「%s正式开始和[精灵]接触以后，Ratatoskr的事务就增多了。」	1	{}			{}	{}				65604206		1			id_pose_3		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604206	2105001	2	{}		100	1	「原来如此啊。」	1	{}			{}	{}				65604207		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604207	2105001	2	{}		100	1	「辛苦了啊，琴里。」	1	{}			{}	{}				65604208		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604208	2105001	2	{}		100	五河琴里	「只要你好好地和[精灵]相处，就会减少我很多工作哦。」	1	{}			{}	{}				65604209		1			id_pose_7		id_look_4			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604209	2105001	2	{}		100		我不好意思地搔了搔自己的脸。	1	{}			{}	{}				65604210		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604210	2105001	2	{}		100	1	「抱歉，我添麻烦了啊。」	1	{}			{}	{}				65604211		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604211	2105001	2	{}		100	五河琴里	「记住！以后不许再做违反命令的事情了！」	1	{}			{}	{}				65604212		1			id_pose_7		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604212	2105001	2	{}		100		琴里的语气突然变得严肃起来。	1	{}			{}	{}				65604213		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604213	2105001	2	{}		100	1	「哎？！我哪有。」	1	{}			{}	{}				65604214		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65604214	2105001	2	{}		100	五河琴里	「很多次！要我一一数出来吗？」	1	{}			{}	{}				65705101-65705201	5	1			id_pose_7		id_look_10			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65705101	2105001	2	{}		100		以后保证服从命令！	1	{}			{}	{}				65705102	1	10504			id_pose_7		id_look_10			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65705201	2105001	2	{}		100		我错了，以后尽量不违背你。	1	{}			{}	{}				65705202	1	10504			id_pose_7		id_look_10			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65605102	2105001	2	{}		100	村雨令音	「%s，司令生气了。」	1	{}			{}	{}				65605103	7	10504			id_pose_1		id_look_9			2	{}	1.5										{}											{}				effect/dianhua3/dianhua3	dianhua					1		{}																	{}	{}					{}	{}		{}		
65605103	2105001	2	{}		100	1	「哎？果然不能这样和黑色发带的妹妹相处吗？」	1	{}			{}	{}				65605104		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65605104	2105001	2	{}		100	1	「现在要怎么办？令音小姐。」	1	{}			{}	{}				65605105		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65605105	2105001	2	{}		100	村雨令音	「总而言之，现在先向司令道歉吧。」	1	{}			{}	{}				65605106		1								2	{}	1.5										{}											{}				effect/dianhua3/dianhua3	dianhua					1		{}																	{}	{}					{}	{}		{}		
65605106	2105001	2	{}		100	1	「啊……好的。」	1	{}			{}	{}				65503110		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65605202	2105001	2	{}		100	1	「妹妹长大了……」	1	{}			{}	{}				65605203	7	1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65605203	2105001	2	{}		100	1	「早上起来看不到妹妹。」	1	{}			{}	{}				65605204		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65605204	2105001	2	{}		100	1	「牵手也要哥哥先要求。」	1	{}			{}	{}				65605205		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65605205	2105001	2	{}		100	1	「伤心……」	1	{}			{}	{}				65605206		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65605206	2105001	2	{}		100	五河琴里	「这是什么奇怪的抱怨啊？」	1	{}			{}	{}				65605207		1			id_pose_5		id_look_11			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65605207	2105001	2	{}		100	五河琴里	「你是行将就木的老人了吗？」	1	{}			{}	{}				65605208		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65605208	2105001	2	{}		100	五河琴里	「要我牵着你过马路吗？」	1	{}			{}	{}				65605209		1			id_pose_5		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65605209	2105001	2	{}		100	村雨令音	「利用司令同情心的方法看来不管用。」	1	{}			{}	{}				65605210		1								2	{}	1.5										{}											{}				effect/dianhua3/dianhua3	dianhua					1		{}																	{}	{}					{}	{}		{}		
65605210	2105001	2	{}		100	村雨令音	「快到面包店了，想想怎么转变作战方式吧。」	1	{}			{}	{}				65605211		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65605211	2105001	2	{}		100	1	「嗯。」	1	{}			{}	{}				65706101-65706201	5	1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65706101	2105001	2	{}		100		「请司令大人抽空关爱哥哥。」	1	{}			{}	{}				65706110	1	10504			id_pose_5		id_look_1			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65706201	2105001	2	{}		100		「妹妹不爱我了，我要怎么办？」	1	{}			{}	{}				65706207	1	10504			id_pose_5		id_look_1			2	{}	1.5										{}											{}							scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}		
65606102	2105001	2	{}		100	五河琴里	「拒绝！」	1	{}			{}	{}				65606103		1			id_pose_2		id_look_10			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65606103	2105001	2	{}		100		琴里转身朝着面包店的方向走去。	1	{}			{}	{}				65606104	2	10504								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65606104	2105001	2	{}		100	五河琴里	「快点！还去不去面包店啊？」	1	{}			{}	{}				65606105		1			id_pose_13		id_look_1			2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65606105	2105001	2	{}		100	1	「是要去啦，琴里等等我！」	1	{}			{}	{}				65606106		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65606106	2105001	2	{}		100		我搔了搔脸颊。	1	{}			{}	{}				65606107		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65606107	2105001	2	{}		100	1	「令音小姐？请问能听到吗？」	1	{}			{}	{}				65606108		1								2	{}	1.5										{}											{}										1		{}																	{}	{}					{}	{}		{}		
65606108	2105001	2	{}		100	村雨令音	「%s，能收到。」	1	{}			{}	{}				65606109		1								2	{}	1.5										{}											{}				effect/dianhua3/dianhua3	dianhua					1		{}																	{}	{}					{}	{}		{}		
65606109	2105001	2	{}		100	1	「琴里一直拒绝我……该怎么办啊？」	1	{}			{}	{}				65606110		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65606110	2105001	2	{}		100	1	「不习惯和黑色发带的妹妹一起约会啊……」	1	{}			{}	{}				65606111		1								2	{}	1.5										{}											{}				1	1					1		{}																	{}	{}					{}	{}		{}		
65606111	2105001	2	{}		100	村雨令音	「放轻松，请先前往面包店吧。」	1	{}			{}	{}				65301113		1								2	{}	1.5										{}											{}				effect/dianhua3/dianhua3	dianhua					1		{}																	{}	{}					{}	{}		{}		
65607102	2105001	2	{}		100	崇宫真那	「哥哥……怎么会在这里？」	1	{}			{}	{}				65607103	2	10504								4	{}	1.1	10604			idle					5	{}	1.12										{}										1		{}																	{}	{}					{}	{}		{}		
65607103	2105001	2	{}		100		真那的脸上写满惊讶。	1	{}			{}	{}				65607104		1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}					{}	{}		{}		
65607104	2105001	2	{}		100	1	「啊……是真那啊，我今天正好带着琴里出来玩。」	1	{}			{}	{}				65607105		1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}					{}	{}		{}		
65607105	2105001	2	{}		100		看见是真那，我心里舒了一口气。	1	{}			{}	{}				65607106		1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}					{}	{}		{}		
65607106	2105001	2	{}		100	1	「真那今天不用上课吗！」	1	{}			{}	{}				65607107		1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}					{}	{}		{}		
65607107	2105001	2	{}		100		琴里先我一步走到了真那面前，一副大敌当前的模样。	1	{}			{}	{}				65607108		1			id_pose_9		id_look_1			4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}					{}	{}		{}		
65607108	2105001	2	{}		100	崇宫真那	「哼，啊，姐姐，好久不见呢。」	1	{}			{}	{}				65607109		1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}					{}	{}		{}		
65607109	2105001	2	{}		100		真那嘟起了嘴，热情地打招呼。	1	{}			{}	{}				65607110		1								4	{}	1.1	1								5	{}	1.12										{}										1		{}																	{}	{}					{}	{}		{}		
65607110	2105001	2	{}		100	五河琴里	「啊，好久不见。」	1	{}			{}	{}				65607111		1			id_pose_3		id_look_4			4	{}	1.12	1								5	{}	1.1										{}										1		{}																	{}	{}					{}	{}		{}		
65607111	2105001	2	{}		100		琴里的回答显得有些冷淡。	1	{}			{}	{}				65607112		1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}					{}	{}		{}		
65607112	2105001	2	{}		100		为了不冷场，我先邀请真那坐下。	1	{}			{}	{}				65505314		1								4	{}	1.1	1								5	{}	1.1										{}										1		{}																	{}	{}					{}	{}		{}		
65607202	2105001	2	{}		100		琴里同样看到了她，然后紧紧抓紧了我的衣角。	1	{}			{}	{}				65607203		1			id_pose_10		id_look_1			2	{}	1.5									5	{}											{}										1		{}																	{}	{}					{}	{}		{}		
65607203	2105001	2	{}		100	崇宫真那	 「诶？姐姐是和哥哥过来买面包吗？」	1	{}			{}	{}				65607204		10504			id_pose_10		id_look_1			4	{}	1.1	10604			idle					5	{}	1.12	1									{}										1		{}																	{}	{}					{}	{}		{}		
65607204	2105001	2	{}		100		真那只顾着和我说话了，没有注意到琴里。	1	{}			{}	{}				65607205		1								4	{}	1.1	1								5	{}	1.12	1									{}										1		{}																	{}	{}					{}	{}		{}		
65607205	2105001	2	{}		100	五河琴里	「对啊，真是巧呢，竟然能在这里遇到你。」	1	{}			{}	{}				65607206		1			id_pose_3		id_look_4			4	{}	1.12	1								5	{}	1.1	1									{}										1		{}																	{}	{}					{}	{}		{}		
65607206	2105001	2	{}		100		我闻到了空气中隐隐约约的火药味。	1	{}			{}	{}				65607207		1								4	{}	1.12	1								5	{}	1.1	1									{}										1		{}																	{}	{}					{}	{}		{}		
65607207	2105001	2	{}		100	崇宫真那	「只是最近工作忙，没有时间过来拜访哥哥。」	1	{}			{}	{}				65607208		1								4	{}	1.1	1								5	{}	1.12	1									{}										1		{}																	{}	{}					{}	{}		{}		
65607208	2105001	2	{}		100		真那不服气地解释。	1	{}			{}	{}				65607209		1								4	{}	1.1	1								5	{}	1.12	1									{}										1		{}																	{}	{}					{}	{}		{}		
65607209	2105001	2	{}		100	五河琴里	「拜访就不用了，%s已经有陪她约会的妹妹了哦。」	1	{}			{}	{}				65607210		1			id_pose_3		id_look_4			4	{}	1.12	1								5	{}	1.1	1									{}										1		{}																	{}	{}					{}	{}		{}		
65607210	2105001	2	{}		100	崇宫真那	「哥哥以后也会约我的。」	1	{}			{}	{}				65607211		1								4	{}	1.1	1								5	{}	1.12	1									{}										1		{}																	{}	{}					{}	{}		{}		
65607211	2105001	2	{}		100	1	「啊……对对对。琴里和真那都是妹妹嘛。」	1	{}			{}	{}				65607212		1								4	{}	1.1	1								5	{}	1.1	1									{}										1		{}																	{}	{}					{}	{}		{}		
65607212	2105001	2	{}		100		我必须想办法阻止她们在公共场合吵起来。	1	{}			{}	{}				65607213		1								4	{}	1.1	1								5	{}	1.1	1									{}										1		{}																	{}	{}					{}	{}		{}		
65607213	2105001	2	{}		100	1	「你们在我心中都很重要的。」	1	{}			{}	{}				65607214		1								4	{}	1.1	1								5	{}	1.1	1									{}										1		{}																	{}	{}					{}	{}		{}		
65607214	2105001	2	{}		100		我连忙陈述心中的想法，想让她们尽可能友好一点。	1	{}			{}	{}				65607215		1								4	{}	1.1	1								5	{}	1.1	1									{}										1		{}																	{}	{}					{}	{}		{}		
65607215	2105001	2	{}		100	五河琴里	「哼，才没有这么简单呢。」	1	{}			{}	{}				65607216		1			id_pose_4		id_look_9			4	{}	1.12	1								5	{}	1.1	1									{}										1		{}																	{}	{}					{}	{}		{}		
