id	角色名称	类型（1主角2配角）	角色ID	角色名称	模型组	时间	移动（AI1）	台词（AI2）	随机动作组（AI3）	出现概率	角色出现规则
303006	男职员（饰品店）	2	430101		430101	64800-75600		1030301-1030302-1030303		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-100-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
303007	男职员（饰品店）	2	430101		430101	75600-86400		1030301-1030302-1030303		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-100-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
304001	服务员女（玩偶店）	2	430106		430106	0-18000		1030401-1030402-1030403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-100-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
304002	服务员女（玩偶店）	2	430106		430106	18000-32400		1030401-1030402-1030403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-100-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
304003	服务员女（玩偶店）	2	430106		430106	32400-43200		1030401-1030402-1030403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-100-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
304004	服务员女（玩偶店）	2	430106		430106	43200-50400		1030401-1030402-1030403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-100-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
304005	服务员女（玩偶店）	2	430106		430106	50400-64800		1030401-1030402-1030403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-100-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
304006	服务员女（玩偶店）	2	430106		430106	64800-75600		1030401-1030402-1030403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-100-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
304007	服务员女（玩偶店）	2	430106		430106	75600-86400		1030401-1030402-1030403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-100-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
305001	服务员女(花店)	2	430106		430106	0-18000		1030501-1030502-1030503		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-100-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
305002	服务员女(花店)	2	430106		430106	18000-32400		1030501-1030502-1030503		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-100-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
305003	服务员女(花店)	2	430106		430106	32400-43200		1030501-1030502-1030503		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-100-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
305004	服务员女(花店)	2	430106		430106	43200-50400		1030501-1030502-1030503		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-100-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
305005	服务员女(花店)	2	430106		430106	50400-64800		1030501-1030502-1030503		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-100-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
305006	服务员女(花店)	2	430106		430106	64800-75600		1030501-1030502-1030503		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-100-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
305007	服务员女(花店)	2	430106		430106	75600-86400		1030501-1030502-1030503		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-100-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
306001	服务员女(豪华餐厅)	2	430106		430106	0-18000		1030601-1030602-1030603		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
306002	服务员女(豪华餐厅)	2	430106		430106	18000-32400		1030601-1030602-1030603		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
306003	服务员女(豪华餐厅)	2	430106		430106	32400-43200		1030601-1030602-1030603		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
306004	服务员女(豪华餐厅)	2	430106		430106	43200-50400		1030601-1030602-1030603		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
306005	服务员女(豪华餐厅)	2	430106		430106	50400-64800		1030601-1030602-1030603		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
306006	服务员女(豪华餐厅)	2	430106		430106	64800-75600		1030601-1030602-1030603		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
306007	服务员女(豪华餐厅)	2	430106		430106	75600-86400		1030601-1030602-1030603		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
307001	服务员男(豪华餐厅)	2	430105		430105	0-18000		1030701-1030702-1030703		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
307002	服务员男(豪华餐厅)	2	430105		430105	18000-32400		1030701-1030702-1030703		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
307003	服务员男(豪华餐厅)	2	430105		430105	32400-43200		1030701-1030702-1030703		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
307004	服务员男(豪华餐厅)	2	430105		430105	43200-50400		1030701-1030702-1030703		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
307005	服务员男(豪华餐厅)	2	430105		430105	50400-64800		1030701-1030702-1030703		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
307006	服务员男(豪华餐厅)	2	430105		430105	64800-75600		1030701-1030702-1030703		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
307007	服务员男(豪华餐厅)	2	430105		430105	75600-86400		1030701-1030702-1030703		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-100-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
308001	服务员男(面包店)	2	430105		430105	0-18000		1030801-1030802-1030803		100	2-0-108-0-109-0-110-0-111-0-106-100-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
308002	服务员男(面包店)	2	430105		430105	18000-32400		1030801-1030802-1030803		100	2-0-108-0-109-0-110-0-111-0-106-100-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
308003	服务员男(面包店)	2	430105		430105	32400-43200		1030801-1030802-1030803		100	2-0-108-0-109-0-110-0-111-0-106-100-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
308004	服务员男(面包店)	2	430105		430105	43200-50400		1030801-1030802-1030803		100	2-0-108-0-109-0-110-0-111-0-106-100-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
308005	服务员男(面包店)	2	430105		430105	50400-64800		1030801-1030802-1030803		100	2-0-108-0-109-0-110-0-111-0-106-100-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
308006	服务员男(面包店)	2	430105		430105	64800-75600		1030801-1030802-1030803		100	2-0-108-0-109-0-110-0-111-0-106-100-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
308007	服务员男(面包店)	2	430105		430105	75600-86400		1030801-1030802-1030803		100	2-0-108-0-109-0-110-0-111-0-106-100-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
309001	服务员男(饮品店)	2	430105		430105	0-18000		1030901-1030902-1030903		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
309002	服务员男(饮品店)	2	430105		430105	18000-32400		1030901-1030902-1030903		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
309003	服务员男(饮品店)	2	430105		430105	32400-43200		1030901-1030902-1030903		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
309004	服务员男(饮品店)	2	430105		430105	43200-50400		1030901-1030902-1030903		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
309005	服务员男(饮品店)	2	430105		430105	50400-64800		1030901-1030902-1030903		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
309006	服务员男(饮品店)	2	430105		430105	64800-75600		1030901-1030902-1030903		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
309007	服务员男(饮品店)	2	430105		430105	75600-86400		1030901-1030902-1030903		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
310001	服务员女(饮品店)	2	430106		430106	0-18000		1031001-1031002-1031003		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
310002	服务员女(饮品店)	2	430106		430106	18000-32400		1031001-1031002-1031003		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
310003	服务员女(饮品店)	2	430106		430106	32400-43200		1031001-1031002-1031003		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
310004	服务员女(饮品店)	2	430106		430106	43200-50400		1031001-1031002-1031003		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
310005	服务员女(饮品店)	2	430106		430106	50400-64800		1031001-1031002-1031003		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
310006	服务员女(饮品店)	2	430106		430106	64800-75600		1031001-1031002-1031003		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
310007	服务员女(饮品店)	2	430106		430106	75600-86400		1031001-1031002-1031003		100	2-0-108-0-109-0-110-0-111-0-106-0-107-100-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
311001	服务员男(超市)	2	430105		430105	0-18000		1031101-1031102-1031103		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
311002	服务员男(超市)	2	430105		430105	18000-32400		1031101-1031102-1031103		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
311003	服务员男(超市)	2	430105		430105	32400-43200		1031101-1031102-1031103		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
311004	服务员男(超市)	2	430105		430105	43200-50400		1031101-1031102-1031103		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
311005	服务员男(超市)	2	430105		430105	50400-64800		1031101-1031102-1031103		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
311006	服务员男(超市)	2	430105		430105	64800-75600		1031101-1031102-1031103		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
311007	服务员男(超市)	2	430105		430105	75600-86400		1031101-1031102-1031103		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
312001	服务员女(超市)	2	430106		430106	0-18000		1031201-1031202-1031203		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
312002	服务员女(超市)	2	430106		430106	18000-32400		1031201-1031202-1031203		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
312003	服务员女(超市)	2	430106		430106	32400-43200		1031201-1031202-1031203		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
312004	服务员女(超市)	2	430106		430106	43200-50400		1031201-1031202-1031203		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
312005	服务员女(超市)	2	430106		430106	50400-64800		1031201-1031202-1031203		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
312006	服务员女(超市)	2	430106		430106	64800-75600		1031201-1031202-1031203		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
312007	服务员女(超市)	2	430106		430106	75600-86400		1031201-1031202-1031203		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-100-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
313001	服务员女(游乐场)	2	430106		430106	0-18000		1031301-1031302-1031303		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
313002	服务员女(游乐场)	2	430106		430106	18000-32400		1031301-1031302-1031303		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
313003	服务员女(游乐场)	2	430106		430106	32400-43200		1031301-1031302-1031303		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
313004	服务员女(游乐场)	2	430106		430106	43200-50400		1031301-1031302-1031303		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
313005	服务员女(游乐场)	2	430106		430106	50400-64800		1031301-1031302-1031303		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
313006	服务员女(游乐场)	2	430106		430106	64800-75600		1031301-1031302-1031303		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
313007	服务员女(游乐场)	2	430106		430106	75600-86400		1031301-1031302-1031303		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
314001	服务员男(游乐场)	2	430105		430105	0-18000		1031401-1031402-1031403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
314002	服务员男(游乐场)	2	430105		430105	18000-32400		1031401-1031402-1031403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
314003	服务员男(游乐场)	2	430105		430105	32400-43200		1031401-1031402-1031403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
314004	服务员男(游乐场)	2	430105		430105	43200-50400		1031401-1031402-1031403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
314005	服务员男(游乐场)	2	430105		430105	50400-64800		1031401-1031402-1031403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
314006	服务员男(游乐场)	2	430105		430105	64800-75600		1031401-1031402-1031403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
314007	服务员男(游乐场)	2	430105		430105	75600-86400		1031401-1031402-1031403		100	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-100-206-0-207-0-112-0-101-0
315001	女职员1（路面）	2	430102		430102	0-18000		1031501-1031502-1031503		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
315002	女职员1（路面）	2	430102		430102	18000-32400		1031501-1031502-1031503		40	2-40-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
315003	女职员1（路面）	2	430102		430102	32400-43200		1031501-1031502-1031503		30	2-30-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
315004	女职员1（路面）	2	430102		430102	43200-50400		1031501-1031502-1031503		30	2-30-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
315005	女职员1（路面）	2	430102		430102	50400-64800		1031501-1031502-1031503		50	2-50-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
315006	女职员1（路面）	2	430102		430102	64800-75600		1031501-1031502-1031503		40	2-40-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
315007	女职员1（路面）	2	430102		430102	75600-86400		1031501-1031502-1031503		20	2-20-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
316001	女职员2（路面）	2	430102		430102	0-18000		1031601-1031602-1031603		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
316002	女职员2（路面）	2	430102		430102	18000-32400		1031601-1031602-1031603		20	2-20-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
316003	女职员2（路面）	2	430102		430102	32400-43200		1031601-1031602-1031603		30	2-30-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
316004	女职员2（路面）	2	430102		430102	43200-50400		1031601-1031602-1031603		10	2-10-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
316005	女职员2（路面）	2	430102		430102	50400-64800		1031601-1031602-1031603		40	2-40-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
316006	女职员2（路面）	2	430102		430102	64800-75600		1031601-1031602-1031603		20	2-20-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
316007	女职员2（路面）	2	430102		430102	75600-86400		1031601-1031602-1031603		10	2-10-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
317001	男职员1（路面）	2	430101		430101	0-18000		1031701-1031702-1031703		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
317002	男职员1（路面）	2	430101		430101	18000-32400		1031701-1031702-1031703		20	2-20-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
317003	男职员1（路面）	2	430101		430101	32400-43200		1031701-1031702-1031703		10	2-10-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
317004	男职员1（路面）	2	430101		430101	43200-50400		1031701-1031702-1031703		20	2-20-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
317005	男职员1（路面）	2	430101		430101	50400-64800		1031701-1031702-1031703		40	2-40-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
317006	男职员1（路面）	2	430101		430101	64800-75600		1031701-1031702-1031703		50	2-50-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
317007	男职员1（路面）	2	430101		430101	75600-86400		1031701-1031702-1031703		20	2-20-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
318001	男职员2（路面）	2	430101		430101	0-18000		1031801-1031802-1031803		10	2-10-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
318002	男职员2（路面）	2	430101		430101	18000-32400		1031801-1031802-1031803		30	2-30-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
318003	男职员2（路面）	2	430101		430101	32400-43200		1031801-1031802-1031803		20	2-20-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
318004	男职员2（路面）	2	430101		430101	43200-50400		1031801-1031802-1031803		40	2-40-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
318005	男职员2（路面）	2	430101		430101	50400-64800		1031801-1031802-1031803		60	2-60-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
318006	男职员2（路面）	2	430101		430101	64800-75600		1031801-1031802-1031803		40	2-40-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
318007	男职员2（路面）	2	430101		430101	75600-86400		1031801-1031802-1031803		20	2-20-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
319001	男学生1（路面）	2	430103		430103	0-18000		1031901-1031902-1031903		0	2-0-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
319002	男学生1（路面）	2	430103		430103	18000-32400		1031901-1031902-1031903		20	2-20-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
319003	男学生1（路面）	2	430103		430103	32400-43200		1031901-1031902-1031903		10	2-10-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
319004	男学生1（路面）	2	430103		430103	43200-50400		1031901-1031902-1031903		30	2-30-108-0-109-0-110-0-111-0-106-0-107-0-105-0-103-0-102-0-104-0-201-0-205-0-203-0-204-0-202-0-208-0-206-0-207-0-112-0-101-0
