	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效路径	特效动画	循环特效路径	循环特效动画	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	自动下一句	是否回忆	是否旁白	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2
28504111	2104001	2	{}		100		我抢答失败，感觉非常丢脸。	1	{}			{}	{}					28504112		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28504112	2104001	2	{}		100	1	「那个……什么颜色都可以。」	1	{}			{}	{}					28504113		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28504113	2104001	2	{}		100		我挠了挠头，不知道怎么回答这种问题。	1	{}			{}	{}					28504114		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28504114	2104001	2	{}		100	时崎狂三	「这样吗？之前给 %s 同学看过的，白色的……」	1	{}			{}	{}					28504115		1			id_pose_11		id_look_11	103_eff	id_sun	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28504115	2104001	2	{}		100	1	「那是意外……我不是……」	1	{}			{}	{}					28504116		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28504116	2104001	2	{}		100	五河琴里	「真是笨死了，我让令音来救你。」	1	{}			{}	{}					28504117		1								2	{}	1.2										{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}											1					{}	{}					{}	{}		{}		
28504117	2104001	2	{}		100		令音假扮的售货员递过来一盘试吃，缓解了尴尬的气氛。	1	{}			{}	{}					28504118		1								2	{}	1.2										{}	1.2										{}	1.2			1	1								1		{}											1					{}	{}					{}	{}		{}		
28504118	2104001	2	{}		100		正在我暗自庆幸的同时，瞥见玻璃窗外有一个熟悉的身影。	1	{}			{}	{}					28504119		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28504119	2104001	2	{}		100		是十香！——完蛋了！	1	{}			{}	{}					28605101-28605201-28605301	5	1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28601101	2104001	2	{}		100		「可能是这里的空调太热了！」	1	{}			{}	{}					28601102	1	10404			id_pose_7		id_look_4			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_001.mp3									-10	1					{}	{}					{}	{}		{}		
28601201	2104001	2	{}		100		「刚刚走过来运动了一下，有点出汗。」	1	{}			{}	{}					28601202	1	10404			id_pose_7		id_look_4			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_001.mp3									-5	1					{}	{}					{}	{}		{}		
28601301	2104001	2	{}		100		「呆在狂三身边，我就感觉热气上涌。」	1	{}			{}	{}					28601302	1	10404			id_pose_7		id_look_4			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_001.mp3									5	1					{}	{}					{}	{}		{}		
28601102	2104001	2	{}		100	时崎狂三	「空调吗？可是它是吹的冷风啊。」	1	{}			{}	{}					28601103		1			id_pose_4		id_look_5	103_eff	id_idea	2	{}	1.2										{}	1.2										{}	1.2												1		{}			sound/role/kuangsan/KURUMI_S_20.mp3								1					{}	{}					{}	{}		{}		
28601103	2104001	2	{}		100	五河琴里	「你真是有够笨的啊，大夏天会有店里吹暖风吗？」	1	{}			{}	{}					28601104		1								2	{}	1.2										{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}											1					{}	{}					{}	{}		{}		
28601104	2104001	2	{}		100	1	「知道了……就是口误而已啦。」	1	{}			{}	{}					28601105		1								2	{}	1.2										{}	1.2										{}	1.2			1	1								1		{}											1					{}	{}					{}	{}		{}		
28601105	2104001	2	{}		100		我一定是被狂三下迷药了吧，一定是吧！	1	{}			{}	{}					28601106		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28601106	2104001	2	{}		100	1	「那个……就是因为空调风力太小了，有点热。」	1	{}			{}	{}					28601107		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28601107	2104001	2	{}		100	时崎狂三	「是这样吗？是有一点热呢。」	1	{}			{}	{}					28601108		1			id_pose_6		id_look_11			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28601108	2104001	2	{}		100		狂三伸手捧着我的脸颊，她的手是冰冷的，凉凉的触感非常舒服。	1	{}			{}	{}					28601109		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28601109	2104001	2	{}		100		但我觉得我的脸发烫得更厉害了……	1	{}			{}	{}					28601110		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28601110	2104001	2	{}		100	时崎狂三	「这样会好一点吗？」	1	{}			{}	{}					28601111		1			id_pose_10		id_look_8	103_eff	id_heart	2	{}	1.2										{}	1.2										{}	1.2												1		{}			sound/role/kuangsan/KURUMI_S_20.mp3								1					{}	{}					{}	{}		{}		
28601111	2104001	2	{}		100	1	「谢谢……真是……」	1	{}			{}	{}					28701101-28701201	5	1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28601202	2104001	2	{}		100	时崎狂三	「哎？是这样吗？」	1	{}			{}	{}					28601203		1			id_pose_8		id_look_3			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28601203	2104001	2	{}		100	1	「嗯，不用在意，可能是今天太热的缘故。」	1	{}			{}	{}					28601204		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28601204	2104001	2	{}		100	时崎狂三	「这样啊。」	1	{}			{}	{}					28601205		1			id_pose_10		id_look_8			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28601205	2104001	2	{}		100		狂三突然把她的手轻轻盖在我的手上。	1	{}			{}	{}					28601206		1								2	{}	1.4										{}	1.2										{}	1.2												1.2		{}											1					{}	{}					{}	{}		{}		
28601206	2104001	2	{}		100	时崎狂三	「这样会不会舒服一些？」	1	{}			{}	{}					28601111		1			id_pose_11		id_look_8	103_eff	id_heart	2	{}	1.4										{}	1.2										{}	1.2												1.2		{}			sound/role/kuangsan/KURUMI_S_10.mp3								1					{}	{}					{}	{}		{}		
28601302	2104001	2	{}		100		狂三低下头，脸上浮现出红晕。	1	{}			{}	{}					28601303		1								2	{}	1.4										{}	1.2										{}	1.2												1.2		{}											1					{}	{}					{}	{}		{}		
28601303	2104001	2	{}		100	时崎狂三	「 %s 同学说什么呢……真是的。」	1	{}			{}	{}					28601304		1			id_pose_7		id_look_2	103_eff	id_sweat	2	{}	1.4										{}	1.2										{}	1.2												1.2		{}											1					{}	{}					{}	{}		{}		
28601304	2104001	2	{}		100	1	「抱歉，说了冒昧的话。我的意思是……狂三同学很温暖。」	1	{}			{}	{}					28601305		1								2	{}	1.4										{}	1.2										{}	1.2												1.2		{}											1					{}	{}					{}	{}		{}		
28601305	2104001	2	{}		100	时崎狂三	「温暖？温暖吗？」	1	{}			{}	{}					28601306		1			id_pose_2		id_look_2			2	{}	1.4										{}	1.2										{}	1.2												1.2		{}											1					{}	{}					{}	{}		{}		
28601306	2104001	2	{}		100	1	「嗯，狂三真的非常善解人意啊。」	1	{}			{}	{}					28601307		1								2	{}	1.4										{}	1.2										{}	1.2												1.2		{}											1					{}	{}					{}	{}		{}		
28601307	2104001	2	{}		100	时崎狂三	「哦呵呵……是这样吗？」	1	{}			{}	{}					28601308		1			id_pose_6		id_look_12	103_eff	id_heart	2	{}	1.4										{}	1.2										{}	1.2												1.2		{}			sound/role/kuangsan/KURUMI_S_15.mp3								1					{}	{}					{}	{}		{}		
28601308	2104001	2	{}		100		狂三歪着头，笑得很温柔。	1	{}			{}	{}					28601309		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28601309	2104001	2	{}		100	1	「那个……狂三同学，我想多了解一下你，可以吗？」	1	{}			{}	{}					28601310		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28601310	2104001	2	{}		100	时崎狂三	「嗯，可以哦。」	1	{}			{}	{}					28601311		1			id_pose_3		id_look_4			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28601311	2104001	2	{}		100	五河琴里	「终于到重点了！」	1	{}			{}	{}					28504101-28504201	5	1								2	{}	1.2										{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}											1					{}	{}					{}	{}		{}		
28602101	2104001	2	{}		100		「请让我帮忙吧。」	1	{}			{}	{}					28602102	1	10404			id_pose_1		id_look_1			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_001.mp3									5	1					{}	{}					{}	{}		{}		
28602201	2104001	2	{}		100		「我一刻也不想离开狂三。」	1	{}			{}	{}					28602202	1	10404			id_pose_1		id_look_1			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_001.mp3									10	1					{}	{}					{}	{}		{}		
28602102	2104001	2	{}		100		狂三犹豫了一会儿，终于答应了。	1	{}			{}	{}					28602103		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28602103	2104001	2	{}		100	时崎狂三	「那……麻烦你帮我把蛋黄、油、牛奶搅拌均匀可以吗？」	1	{}			{}	{}					28602104		1			id_pose_10		id_look_8			2	{}	1.2										{}	1.2										{}	1.2												1		{}			sound/role/kuangsan/KURUMI_S_20.mp3								1					{}	{}					{}	{}		{}		
28602104	2104001	2	{}		100	1	「好好好！我来帮忙。」	1	{}			{}	{}					28602105		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28602105	2104001	2	{}		100	五河琴里	「在女性下厨的时候帮忙，确实能增加好感度。」	1	{}			{}	{}					28602106		1								2	{}	1.2										{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}											1					{}	{}					{}	{}		{}		
28602106	2104001	2	{}		100	1	「怎么样？狂三有没有……」	1	{}			{}	{}					28602107		1								2	{}	1.2										{}	1.2										{}	1.2			1	1								1		{}											1					{}	{}					{}	{}		{}		
28602107	2104001	2	{}		100	五河琴里	「没有，她的情绪变化不大。」	1	{}			{}	{}					28602108		1								2	{}	1.2										{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}											1					{}	{}					{}	{}		{}		
28602108	2104001	2	{}		100	1	「是不相信我吗？」	1	{}			{}	{}					28602109		1								2	{}	1.2										{}	1.2										{}	1.2			1	1								1		{}											1					{}	{}					{}	{}		{}		
28602109	2104001	2	{}		100	五河琴里	「可能觉得你碍事，先观察一会儿吧。」	1	{}			{}	{}					28602110		1								2	{}	1.2										{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}											1					{}	{}					{}	{}		{}		
28602110	2104001	2	{}		100		狂三娴熟地制作蛋糕，在工作间里忙碌着。	1	{}			{}	{}					28602111		1								2	{}	1.2										{}	1.2										{}	1.2			1	1								1		{}											1					{}	{}					{}	{}		{}		
28602111	2104001	2	{}		100		我以为像她那样优雅的女孩子，是很少下厨的。	1	{}			{}	{}					28602112		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28602112	2104001	2	{}		100	时崎狂三	「嗯？有什么想问我的吗？可以说哦。」	1	{}			{}	{}					28602113		1			id_pose_8		id_look_3			2	{}	1.2										{}	1.2										{}	1.2												1		{}			sound/role/kuangsan/KURUMI_S_20.mp3								1					{}	{}					{}	{}		{}		
28602113	2104001	2	{}		100		狂三还是这么善解人意。	1	{}			{}	{}					28602114		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28602114	2104001	2	{}		100	五河琴里	「就是现在，提问！」	1	{}			{}	{}					28702101-28702201	5	1								2	{}	1.2										{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}											1					{}	{}					{}	{}		{}		
28602202	2104001	2	{}		100	时崎狂三	「 %s 同学怎么像小猫一样粘人呢？」	1	{}			{}	{}					28602203		1			id_pose_9		id_look_11	103_eff	id_heart	2	{}	1.2										{}	1.2										{}	1.2			1	1								1		{}											1					{}	{}					{}	{}		{}		
28602203	2104001	2	{}		100		狂三皱眉，看起来有些为难的样子。	1	{}			{}	{}					28602204		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28602204	2104001	2	{}		100	1	「如果能成为狂三的小猫，也一定很幸福吧。」	1	{}			{}	{}					28602205		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28602205	2104001	2	{}		100	时崎狂三	「嗯呼呼…… %s 同学真是幽默呢。」	1	{}			{}	{}					28602206		1			id_pose_8		id_look_3			2	{}	1.2										{}	1.2										{}	1.2												1		{}			sound/role/kuangsan/KURUMI_S_11.mp3								1					{}	{}					{}	{}		{}		
28602206	2104001	2	{}		100		我在一旁看着狂三做完蛋糕。	1	{}			{}	{}					28602207		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28602207	2104001	2	{}		100		她很熟练，一会儿就把成品摆上桌了。	1	{}			{}	{}					28602208		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28602208	2104001	2	{}		100	时崎狂三	「尝尝，不知道合不合 %s 同学的口味。」	1	{}			{}	{}					28602209		1			id_pose_3		id_look_4			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28602209	2104001	2	{}		100		我试了一口，果然很好吃。	1	{}			{}	{}					28602210		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28602210	2104001	2	{}		100	时崎狂三	「感觉怎么样？」	1	{}			{}	{}					28704101-28704201-28704301	5	1			id_pose_6		id_look_11	103_eff	id_heart	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603101	2104001	2	{}		100		「狂三喜欢什么颜色呢？」	1	{}			{}	{}					28603102	3	10404			id_pose_1		id_look_1			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_001.mp3									5	1					{}	{}					{}	{}		{}		
28603201	2104001	2	{}		100		「狂三喜欢什么运动呢？」	1	{}			{}	{}					28603202	3	10404			id_pose_1		id_look_1			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_001.mp3									5	1					{}	{}					{}	{}		{}		
28603301	2104001	2	{}		100		「狂三喜欢什么样的男生呢？」	1	{}			{}	{}					28603302	3	10404			id_pose_1		id_look_1			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_001.mp3									5	1					{}	{}					{}	{}		{}		
28603102	2104001	2	{}		100	时崎狂三	「颜色吗？……大概……红色和黑色吧。」	1	{}			{}	{}					28603103		1			id_pose_2		id_look_2	103_eff	id_heart	2	{}	1.2										{}	1.2										{}	1.2												1		{}			sound/role/kuangsan/KURUMI_S_12.mp3								1					{}	{}					{}	{}		{}		
28603103	2104001	2	{}		100		狂三回答得很迅速。	1	{}			{}	{}					28603104		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603104	2104001	2	{}		100	1	「很适合搭配在一起的颜色啊。」	1	{}			{}	{}					28603105		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603105	2104001	2	{}		100	时崎狂三	「是的。」	1	{}			{}	{}					28603106		1			id_pose_6		id_look_12			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603106	2104001	2	{}		100	1	「为什么会特别喜欢红色呢？」	1	{}			{}	{}					28603107		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603107	2104001	2	{}		100	时崎狂三	「这是因为血……颜料沾在身上不会太突兀啊。」	1	{}			{}	{}					28603108		1			id_pose_6		id_look_11	103_eff	id_surprise	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603108	2104001	2	{}		100	1	「哎？狂三平时会画画吗？」	1	{}			{}	{}					28603109		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603109	2104001	2	{}		100	时崎狂三	「也算……画画吧，不过颜料比较特别哦呵呵。」	1	{}			{}	{}					28603110		1			id_pose_4		id_look_5			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603110	2104001	2	{}		100	1	「原来是这样啊。」	1	{}			{}	{}					28603310		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603202	2104001	2	{}		100	时崎狂三	「运动吗？」	1	{}			{}	{}					28603203		1			id_pose_8		id_look_3	103_eff	id_surprise	2	{}	1.2										{}	1.2										{}	1.2												1		{}			sound/role/kuangsan/KURUMI_S_20.mp3								1					{}	{}					{}	{}		{}		
28603203	2104001	2	{}		100		狂三思忖了很久。	1	{}			{}	{}					28603204		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603204	2104001	2	{}		100	时崎狂三	「大概是射击吧。」	1	{}			{}	{}					28603205		1			id_pose_7		id_look_3	103_eff	id_idea	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603205	2104001	2	{}		100	1	「射击？听起来好厉害的样子。」	1	{}			{}	{}					28603206		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603206	2104001	2	{}		100		狂三喜欢高雅一些的运动吗？	1	{}			{}	{}					28603207		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603207	2104001	2	{}		100		狂三歪了歪头，摸着脸，不太好意思的样子。	1	{}			{}	{}					28603208		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603208	2104001	2	{}		100	时崎狂三	「抱歉，确实其他的运动不是特别擅长。」	1	{}			{}	{}					28603209		1			id_pose_9		id_look_11	103_eff	id_gas	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603209	2104001	2	{}		100	1	「原来是这样啊。」	1	{}			{}	{}					28603310		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603302	2104001	2	{}		100	时崎狂三	「男生吗？」	1	{}			{}	{}					28603303	2	1			id_pose_7		id_look_2			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603303	2104001	2	{}		100		狂三捂着嘴，羞怯地笑了。	1	{}			{}	{}					28603304		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603304	2104001	2	{}		100	时崎狂三	「在遇到 %s 同学之前，我也不知道喜欢什么样的男生呢。」	1	{}			{}	{}					28603305		1			id_pose_2		id_look_2			2	{}	1.2										{}	1.2										{}	1.2												1		{}			sound/role/kuangsan/KURUMI_S_10.mp3								1					{}	{}					{}	{}		{}		
28603305	2104001	2	{}		100	1	「哎？那现在知道了吗？」	1	{}			{}	{}					28603306		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603306	2104001	2	{}		100		狂三轻轻点点头。	1	{}			{}	{}					28603307		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603307	2104001	2	{}		100	时崎狂三	「就是 %s 同学这样的男生啊。」	1	{}			{}	{}					28603308		1			id_pose_4		id_look_5	103_eff	id_heart	2	{}	1.4										{}	1.2										{}	1.2												1.2		{}											1					{}	{}					{}	{}		{}		
28603308	2104001	2	{}		100	1	「哎？我我我？……」	1	{}			{}	{}					28603309		1								2	{}	1.4										{}	1.2										{}	1.2												1.2		{}											1					{}	{}					{}	{}		{}		
28603309	2104001	2	{}		100		我有些受宠若惊。	1	{}			{}	{}					28603310		1								2	{}	1.4										{}	1.2										{}	1.2												1.2		{}											1					{}	{}					{}	{}		{}		
28603310	2104001	2	{}		100	五河琴里	「真是厉害，就这样把问题糊弄过去了。」	1	{}			{}	{}					28603311	2	1								2	{}	1.2										{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}											1					{}	{}					{}	{}		{}		
28603311	2104001	2	{}		100		右耳耳麦里传来琴里嚼碎棒棒糖的声音。	1	{}			{}	{}					28603312		1								2	{}	1.2										{}	1.2										{}	1.2			1	1								1		{}											1					{}	{}					{}	{}		{}		
28603312	2104001	2	{}		100	1	「现在怎么办？」	1	{}			{}	{}					28603313		1								2	{}	1.2										{}	1.2										{}	1.2			1	1								1		{}											1					{}	{}					{}	{}		{}		
28603313	2104001	2	{}		100	五河琴里	「等等我让令音拿蛋糕过来了。」	1	{}			{}	{}					28603314		1								2	{}	1.2										{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}											1					{}	{}					{}	{}		{}		
28603314	2104001	2	{}		100		店员果然是令音小姐假扮的，她把蛋糕递给我。	1	{}			{}	{}					28603315		1								2	{}	1.2										{}	1.2										{}	1.2			1	1								1		{}											1					{}	{}					{}	{}		{}		
28603315	2104001	2	{}		100		我双手接过蛋糕，没想到令音小姐顺着我的手，把蛋糕掀翻。	1	{}			{}	{}					28603316		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603316	2104001	2	{}		100	1	「狂三小心！」	1	{}			{}	{}					28603317		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603317	2104001	2	{}		100		蛋糕下落，巧克力酱溅在狂三的衣服上。	1	{}			{}	{}					28603318		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28603318	2104001	2	{}		100	时崎狂三	「呀！」	1	{}			{}	{}					28603319		1			id_pose_10		id_look_8	103_eff	id_surprise	2	{}	1.2										{}	1.2										{}	1.2												1		{}			sound/role/kuangsan/KURUMI_S_01.mp3								1					{}	{}					{}	{}		{}		
28603319	2104001	2	{}		100		狂三的校服外套被弄脏了。	1	{}			{}	{}					28703101-28703201	5	1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28604101	2104001	2	{}		100		「我马上回去看食谱。」	1	{}			{}	{}					28604102	1	10404			id_pose_10		id_look_4			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_001.mp3									-5	1					{}	{}					{}	{}		{}		
28604201	2104001	2	{}		100		「狂三可以亲手教我做吗？」	1	{}			{}	{}					28604202	1	10404			id_pose_10		id_look_4			2	{}	1.2										{}	1.2										{}	1.2									scene/bg/bg_mianbaodian.png			1	-1	{}	sound/bgm/date_001.mp3									5	1					{}	{}					{}	{}		{}		
28604102	2104001	2	{}		100	时崎狂三	「不用哦，我可以教 %s 同学做。」	1	{}			{}	{}					28604103		1			id_pose_8		id_look_3	103_eff	id_sun	2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28604103	2104001	2	{}		100	1	「可以吗？」	1	{}			{}	{}					28604202		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28604202	2104001	2	{}		100	时崎狂三	「当然可以，如果这家店可以借用工作间的话……」	1	{}			{}	{}					28604203	2	1			id_pose_6		id_look_5			2	{}	1.2										{}	1.2										{}	1.2												1		{}			sound/role/kuangsan/KURUMI_S_12.mp3								1					{}	{}					{}	{}		{}		
28604203	2104001	2	{}		100	1	「我去协商，请稍等。」	1	{}			{}	{}					28604204		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28604204	2104001	2	{}		100		我离开座位，按响耳机，联系琴里。	1	{}			{}	{}					28604205		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28604205	2104001	2	{}		100	五河琴里	「已经听到了，令音正在准备。1分钟搞定。」	1	{}			{}	{}					28604206		1								2	{}	1.2										{}	1.2										{}	1.2			effect/dianhua/dianhua	dianhua								1		{}											1					{}	{}					{}	{}		{}		
28604206	2104001	2	{}		100	1	「好，交给你了。」	1	{}			{}	{}					28604207		1								2	{}	1.2										{}	1.2										{}	1.2			1	1								1		{}											1					{}	{}					{}	{}		{}		
28604207	2104001	2	{}		100		我回到座位邀请狂三，她很开心地和我一起前往后厨。	1	{}			{}	{}					28604208		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28604208	2104001	2	{}		100	1	「这里的工具够了吗？」	1	{}			{}	{}					28604209		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28604209	2104001	2	{}		100		我看了一眼工作间，岂止是够了，简直超高标准配置。	1	{}			{}	{}					28604210		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28604210	2104001	2	{}		100		狂三打量了一下厨具，笑了笑。	1	{}			{}	{}					28604211		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28604211	2104001	2	{}		100	时崎狂三	「嘛……虽然比不上家里的工具习惯，这些勉强也应该够了。」	1	{}			{}	{}					28604212		1			id_pose_6		id_look_11			2	{}	1.2										{}	1.2										{}	1.2												1		{}			sound/role/kuangsan/KURUMI_S_19.mp3								1					{}	{}					{}	{}		{}		
28604212	2104001	2	{}		100		这些……还很勉强……	1	{}			{}	{}					28604213		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28604213	2104001	2	{}		100	1	「那我们开始吧，我能做什么吗？」	1	{}			{}	{}					28604214		1								2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
28604214	2104001	2	{}		100	时崎狂三	「 %s 同学，能帮我搅拌蛋液吗？」	1	{}			{}	{}					28604215		1			id_pose_2		id_look_2			2	{}	1.2										{}	1.2										{}	1.2												1		{}											1					{}	{}					{}	{}		{}		
