id	任务描述	任务描述2	任务类型（1主线任务 2日常任务 3成就 4活动任务 5活跃度奖励 6七日签到 7次日奖励 8 十香活动任务）	日常任务开放等级	重置类型（1.不会重置2.每天重置）	内容类型（1.指定副本关卡 2.其他）	客户端排序	任务名称	任务名称2	icon	icon底板颜色	icon气泡颜色	颜色备注	任务类型标签（主线使用）	接取条件id（关联事件表）	接取参数	完成条件id（关联事件表）	完成参数	需要进度	完成奖励	任务描述3	跳转界面	完成结果（1.被后置任务替换。2.保留此任务，出现后置任务）	继承进度的任务id	是否开启	有效时间(单位为天，-1为永久生效）
110619	1320001	普通第6卷4-19	1		1	1	93	1310093	百合美九	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":110618}	9007	{"dunId":106419}	1	{500005:10,500001:700}		16	1		0	-1
110620	1320001	普通第6卷4-20	1		1	1	94	1310094	百合美九	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":110619}	9007	{"dunId":106420}	1	{500005:10,500001:700}		16	1		0	-1
110621	1320001	普通第6卷4-21	1		1	1	95	1310095	百合美九	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":110619}	9007	{"dunId":106421}	1	{500005:10,500001:700}		16	1		0	-1
110622	1320001	普通第6卷4-22	1		1	1	96	1310096	百合美九	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330002	10001	{"pre_task_id":110620}	9007	{"dunId":106422}	1	{500005:10,500001:700}		16	1		0	-1
110623	1320001	普通第6卷4-23	1		1	1	97	1310097	百合美九	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":110620}	9007	{"dunId":106423}	1	{500005:10,500001:700}		16	1		0	-1
110701	1320001	普通第7卷1-1	1		1	1	98	1310098	美九真相	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":110622}	9007	{"dunId":107101}	1	{500005:10,500001:700}		16	1		0	-1
110702	1320001	普通第7卷1-2	1		1	1	99	1310099	美九真相	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":110701}	9007	{"dunId":107102}	1	{500005:11,500001:800}		16	1		0	-1
110703	1320001	普通第7卷1-3	1		1	1	100	1310100	美九真相	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":110701}	9007	{"dunId":107103}	1	{500005:11,500001:800}		16	1		0	-1
110704	1320001	普通第7卷1-4	1		1	1	101	1310101	美九真相	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":110703}	9007	{"dunId":107104}	1	{500005:11,500001:800}		16	1		0	-1
110705	1320001	普通第7卷1-5	1		1	1	102	1310102	美九真相	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":110704}	9007	{"dunId":107105}	1	{500005:11,500001:800}		16	1		0	-1
110706	1320001	普通第7卷1-6	1		1	1	103	1310103	美九真相	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":110705}	9007	{"dunId":107106}	1	{500005:11,500001:800}		16	1		0	-1
110707	1320001	普通第7卷2-7	1		1	1	104	1310104	美九真相	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":110706}	9007	{"dunId":107207}	1	{500005:11,500001:800}		16	1		0	-1
110708	1320001	普通第7卷2-8	1		1	1	105	1310105	美九真相	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":110707}	9007	{"dunId":107208}	1	{500005:11,500001:800}		16	1		0	-1
110709	1320001	普通第7卷2-9	1		1	1	106	1310106	美九真相	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":110708}	9007	{"dunId":107209}	1	{500005:11,500001:800}		16	1		0	-1
110710	1320001	普通第7卷2-10	1		1	1	107	1310107	美九真相	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":110708}	9007	{"dunId":107210}	1	{500005:11,500001:800}		16	1		0	-1
110711	1320001	普通第7卷2-11	1		1	1	108	1310108	美九真相	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330002	10001	{"pre_task_id":110710}	9007	{"dunId":107211}	1	{500005:11,500001:800}		16	1		0	-1
110712	1320001	普通第7卷2-12	1		1	1	109	1310109	美九真相	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":110711}	9007	{"dunId":107212}	1	{500005:11,500001:800}		16	1		0	-1
110713	1320001	普通第7卷3-13	1		1	1	110	1310110	美九真相	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":110712}	9007	{"dunId":107313}	1	{500005:11,500001:800}		16	1		0	-1
110714	1320001	普通第7卷3-14	1		1	1	111	1310111	美九真相	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":110712}	9007	{"dunId":107314}	1	{500005:11,500001:800}		16	1		0	-1
110715	1320001	普通第7卷3-15	1		1	1	112	1310112	美九真相	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":110712}	9007	{"dunId":107315}	1	{500005:11,500001:800}		16	1		0	-1
110716	1320001	普通第7卷3-16	1		1	1	113	1310113	美九真相	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":110713}	9007	{"dunId":107316}	1	{500005:11,500001:800}		16	1		0	-1
110717	1320001	普通第7卷3-17	1		1	1	114	1310114	美九真相	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":110716}	9007	{"dunId":107317}	1	{500005:11,500001:800}		16	1		0	-1
110718	1320001	普通第7卷3-18	1		1	1	115	1310115	美九真相	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":110717}	9007	{"dunId":107318}	1	{500005:11,500001:800}		16	1		0	-1
110719	1320001	普通第7卷4-19	1		1	1	116	1310116	美九真相	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":110718}	9007	{"dunId":107419}	1	{500005:11,500001:800}		16	1		0	-1
110720	1320001	普通第7卷4-20	1		1	1	117	1310117	美九真相	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":110719}	9007	{"dunId":107420}	1	{500005:11,500001:800}		16	1		0	-1
110721	1320001	普通第7卷4-21	1		1	1	118	1310118	美九真相	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":110720}	9007	{"dunId":107421}	1	{500005:11,500001:800}		16	1		0	-1
110722	1320001	普通第7卷4-22	1		1	1	119	1310119	美九真相	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":110721}	9007	{"dunId":107422}	1	{500005:11,500001:800}		16	1		0	-1
110723	1320001	普通第7卷4-23	1		1	1	120	1310120	美九真相	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330002	10001	{"pre_task_id":110721}	9007	{"dunId":107423}	1	{500005:11,500001:800}		16	1		0	-1
110724	1320001	普通第7卷5-24	1		1	1	121	1310121	美九真相	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330001	10001	{"pre_task_id":110723}	9007	{"dunId":107524}	1	{500005:11,500001:800}		16	1		0	-1
110725	1320001	普通第7卷5-25	1		1	1	122	1310122	美九真相	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330001	10001	{"pre_task_id":110724}	9007	{"dunId":107525}	1	{500005:11,500001:800}		16	1		0	-1
110726	1320001	普通第7卷5-26	1		1	1	123	1310123	美九真相	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330001	10001	{"pre_task_id":110725}	9007	{"dunId":107526}	1	{500005:11,500001:800}		16	1		0	-1
110727	1320001	普通第7卷5-27	1		1	1	124	1310124	美九真相	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330001	10001	{"pre_task_id":110725}	9007	{"dunId":107527}	1	{500005:11,500001:800}		16	1		0	-1
110728	1320001	普通第7卷5-28	1		1	1	125	1310125	美九真相	ui/task/chapter_1.png	{"r":163,"g":86,"b":250}	{"r":97,"g":41,"b":167}		1330001	10001	{"pre_task_id":110727}	9007	{"dunId":107528}	1	{500005:11,500001:800}		16	1		0	-1
120101	1320001	困难第1卷1-1	1		1	1	126	1310126	末路人十香·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":110214}	9007	{"dunId":201101}	1	{500005:11,500001:800}		16	1		1	-1
120102	1320001	困难[主线]第1卷1-2	1		1	1	127	1310127	末路人十香·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":120101}	9007	{"dunId":201102}	1	{500005:10,500001:400}		16	1		1	-1
120103	1320001	困难[主线]第1卷1-3	1		1	1	128	1310128	末路人十香·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":120102}	9007	{"dunId":201103}	1	{500005:10,500001:400}		16	1		1	-1
120104	1320001	困难[主线]第1卷1-4	1		1	1	129	1310129	末路人十香·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":120103}	9007	{"dunId":201104}	1	{500005:10,500001:400}		16	1		1	-1
120105	1320001	困难[主线]第1卷1-5	1		1	1	130	1310130	末路人十香·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":120104}	9007	{"dunId":201105}	1	{500005:10,500001:400}		16	1		1	-1
120106	1320001	困难[主线]第1卷2-6	1		1	1	131	1310131	末路人十香·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":120105}	9007	{"dunId":201206}	1	{500005:10,500001:400}		16	1		1	-1
120107	1320001	困难[主线]第1卷2-7	1		1	1	132	1310132	末路人十香·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":120106}	9007	{"dunId":201207}	1	{500005:10,500001:400}		16	1		1	-1
120108	1320001	困难[主线]第1卷2-8	1		1	1	133	1310133	末路人十香·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":120107}	9007	{"dunId":201208}	1	{500005:10,500001:400}		16	1		1	-1
120109	1320001	困难[主线]第1卷2-9	1		1	1	134	1310134	末路人十香·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":120108}	9007	{"dunId":201209}	1	{500005:10,500001:400}		16	1		1	-1
120110	1320001	困难[主线]第1卷2-10	1		1	1	135	1310135	末路人十香·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":120109}	9007	{"dunId":201210}	1	{500005:10,500001:400}		16	1		1	-1
120201	1320001	困难[主线]第2卷1-1	1		1	1	136	1310136	手偶少女·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":120110}	9007	{"dunId":202101}	1	{500005:10,500001:400}		16	1		1	-1
120202	1320001	困难[主线]第2卷1-2	1		1	1	137	1310137	手偶少女·续	ui/task/chapter_1.png	{"r":125,"g":188,"b":134}	{"r":74,"g":139,"b":103}		1330001	10001	{"pre_task_id":120201}	9007	{"dunId":202102}	1	{500005:12,500001:600}		16	1		1	-1
120203	1320001	困难[主线]第2卷1-3	1		1	1	138	1310138	手偶少女·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120202}	9007	{"dunId":202103}	1	{500005:12,500001:600}		16	1		1	-1
120204	1320001	困难[主线]第2卷1-4	1		1	1	139	1310139	手偶少女·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120203}	9007	{"dunId":202104}	1	{500005:12,500001:600}		16	1		1	-1
120205	1320001	困难[主线]第2卷1-5	1		1	1	140	1310140	手偶少女·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120204}	9007	{"dunId":202105}	1	{500005:12,500001:600}		16	1		1	-1
120206	1320001	困难[主线]第2卷2-6	1		1	1	141	1310141	手偶少女·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120205}	9007	{"dunId":202206}	1	{500005:12,500001:600}		16	1		1	-1
120207	1320001	困难[主线]第2卷2-7	1		1	1	142	1310142	手偶少女·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120206}	9007	{"dunId":202207}	1	{500005:12,500001:600}		16	1		1	-1
120208	1320001	困难[主线]第2卷2-8	1		1	1	143	1310143	手偶少女·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120207}	9007	{"dunId":202208}	1	{500005:12,500001:600}		16	1		1	-1
120209	1320001	困难[主线]第2卷2-9	1		1	1	144	1310144	手偶少女·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120208}	9007	{"dunId":202209}	1	{500005:12,500001:600}		16	1		1	-1
120210	1320001	困难[主线]第2卷2-10	1		1	1	145	1310145	手偶少女·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120209}	9007	{"dunId":202210}	1	{500005:12,500001:600}		16	1		1	-1
120211	1320001	困难[主线]第2卷3-11	1		1	1	146	1310146	手偶少女·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120210}	9007	{"dunId":202311}	1	{500005:12,500001:600}		16	1		1	-1
120212	1320001	困难[主线]第2卷3-12	1		1	1	147	1310147	手偶少女·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120211}	9007	{"dunId":202312}	1	{500005:12,500001:600}		16	1		1	-1
120213	1320001	困难[主线]第2卷3-13	1		1	1	148	1310148	手偶少女·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120212}	9007	{"dunId":202313}	1	{500005:12,500001:600}		16	1		1	-1
120214	1320001	困难[主线]第2卷3-14	1		1	1	149	1310149	手偶少女·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120213}	9007	{"dunId":202314}	1	{500005:12,500001:600}		16	1		1	-1
120215	1320001	困难[主线]第2卷3-15	1		1	1	150	1310150	手偶少女·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120214}	9007	{"dunId":202315}	1	{500005:12,500001:600}		16	1		1	-1
120301	1320001	困难[主线]第3卷1-1	1		1	1	151	1310151	杀手狂三·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120215}	9007	{"dunId":203101}	1	{500005:12,500001:600}		16	1		1	-1
120302	1320001	困难[主线]第3卷1-2	1		1	1	152	1310152	杀手狂三·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120301}	9007	{"dunId":203102}	1	{500005:14,500001:800}		16	1		1	-1
120303	1320001	困难[主线]第3卷1-3	1		1	1	153	1310153	杀手狂三·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120302}	9007	{"dunId":203103}	1	{500005:14,500001:800}		16	1		1	-1
120304	1320001	困难[主线]第3卷1-4	1		1	1	154	1310154	杀手狂三·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120303}	9007	{"dunId":203104}	1	{500005:14,500001:800}		16	1		1	-1
120305	1320001	困难[主线]第3卷1-5	1		1	1	155	1310155	杀手狂三·续	ui/task/chapter_1.png	{"r":199,"g":61,"b":70}	{"r":128,"g":31,"b":38}		1330001	10001	{"pre_task_id":120304}	9007	{"dunId":203105}	1	{500005:14,500001:800}		16	1		1	-1
120306	1320001	困难[主线]第3卷2-6	1		1	1	156	1310156	杀手狂三·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120305}	9007	{"dunId":203206}	1	{500005:14,500001:800}		16	1		1	-1
120307	1320001	困难[主线]第3卷2-7	1		1	1	157	1310157	杀手狂三·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120306}	9007	{"dunId":203207}	1	{500005:14,500001:800}		16	1		1	-1
120308	1320001	困难[主线]第3卷2-8	1		1	1	158	1310158	杀手狂三·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120307}	9007	{"dunId":203208}	1	{500005:14,500001:800}		16	1		1	-1
120309	1320001	困难[主线]第3卷2-9	1		1	1	159	1310159	杀手狂三·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120308}	9007	{"dunId":203209}	1	{500005:14,500001:800}		16	1		1	-1
120310	1320001	困难[主线]第3卷2-10	1		1	1	160	1310160	杀手狂三·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120309}	9007	{"dunId":203210}	1	{500005:14,500001:800}		16	1		1	-1
120311	1320001	困难[主线]第3卷3-11	1		1	1	161	1310161	杀手狂三·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120310}	9007	{"dunId":203311}	1	{500005:14,500001:800}		16	1		1	-1
120312	1320001	困难[主线]第3卷3-12	1		1	1	162	1310162	杀手狂三·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120311}	9007	{"dunId":203312}	1	{500005:14,500001:800}		16	1		1	-1
120313	1320001	困难[主线]第3卷3-13	1		1	1	163	1310163	杀手狂三·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120312}	9007	{"dunId":203313}	1	{500005:14,500001:800}		16	1		1	-1
120314	1320001	困难[主线]第3卷3-14	1		1	1	164	1310164	杀手狂三·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120313}	9007	{"dunId":203314}	1	{500005:14,500001:800}		16	1		1	-1
120315	1320001	困难[主线]第3卷3-15	1		1	1	165	1310165	杀手狂三·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120314}	9007	{"dunId":203315}	1	{500005:14,500001:800}		16	1		1	-1
120401	1320001	困难[主线]第4卷1-1	1		1	1	166	1310166	五河妹妹·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120315}	9007	{"dunId":204101}	1	{500005:14,500001:800}		16	1		1	-1
120402	1320001	困难[主线]第4卷1-2	1		1	1	167	1310167	五河妹妹·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120401}	9007	{"dunId":204102}	1	{500005:16,500001:1000}		16	1		1	-1
120403	1320001	困难[主线]第4卷1-3	1		1	1	168	1310168	五河妹妹·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120402}	9007	{"dunId":204103}	1	{500005:16,500001:1000}		16	1		1	-1
120404	1320001	困难[主线]第4卷1-4	1		1	1	169	1310169	五河妹妹·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120403}	9007	{"dunId":204104}	1	{500005:16,500001:1000}		16	1		1	-1
120405	1320001	困难[主线]第4卷1-5	1		1	1	170	1310170	五河妹妹·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120404}	9007	{"dunId":204105}	1	{500005:16,500001:1000}		16	1		1	-1
120406	1320001	困难[主线]第4卷2-6	1		1	1	171	1310171	五河妹妹·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120405}	9007	{"dunId":204206}	1	{500005:16,500001:1000}		16	1		1	-1
120407	1320001	困难[主线]第4卷2-7	1		1	1	172	1310172	五河妹妹·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120406}	9007	{"dunId":204207}	1	{500005:16,500001:1000}		16	1		1	-1
120408	1320001	困难[主线]第4卷2-8	1		1	1	173	1310173	五河妹妹·续	ui/task/chapter_1.png	{"r":237,"g":112,"b":122}	{"r":213,"g":53,"b":92}		1330001	10001	{"pre_task_id":120407}	9007	{"dunId":204208}	1	{500005:16,500001:1000}		16	1		1	-1
120409	1320001	困难[主线]第4卷2-9	1		1	1	174	1310174	五河妹妹·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120408}	9007	{"dunId":204209}	1	{500005:16,500001:1000}		16	1		1	-1
120410	1320001	困难[主线]第4卷2-10	1		1	1	175	1310175	五河妹妹·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120409}	9007	{"dunId":204210}	1	{500005:16,500001:1000}		16	1		1	-1
120411	1320001	困难[主线]第4卷3-11	1		1	1	176	1310176	五河妹妹·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120410}	9007	{"dunId":204311}	1	{500005:16,500001:1000}		16	1		1	-1
120412	1320001	困难[主线]第4卷3-12	1		1	1	177	1310177	五河妹妹·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120411}	9007	{"dunId":204312}	1	{500005:16,500001:1000}		16	1		1	-1
120413	1320001	困难[主线]第4卷3-13	1		1	1	178	1310178	五河妹妹·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120412}	9007	{"dunId":204313}	1	{500005:16,500001:1000}		16	1		1	-1
120414	1320001	困难[主线]第4卷3-14	1		1	1	179	1310179	五河妹妹·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120413}	9007	{"dunId":204314}	1	{500005:16,500001:1000}		16	1		1	-1
120415	1320001	困难[主线]第4卷3-15	1		1	1	180	1310180	五河妹妹·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120414}	9007	{"dunId":204315}	1	{500005:16,500001:1000}		16	1		1	-1
120501	1320001	困难[主线]第5卷1-1	1		1	1	181	1310181	暴风者八舞·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120415}	9007	{"dunId":205101}	1	{500005:16,500001:1000}		16	1		1	-1
120502	1320001	困难[主线]第5卷1-2	1		1	1	182	1310182	暴风者八舞·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120501}	9007	{"dunId":205102}	1	{500005:18,500001:1200}		16	1		1	-1
120503	1320001	困难[主线]第5卷1-3	1		1	1	183	1310183	暴风者八舞·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120502}	9007	{"dunId":205103}	1	{500005:18,500001:1200}		16	1		1	-1
120504	1320001	困难[主线]第5卷1-4	1		1	1	184	1310184	暴风者八舞·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120503}	9007	{"dunId":205104}	1	{500005:18,500001:1200}		16	1		1	-1
120505	1320001	困难[主线]第5卷1-5	1		1	1	185	1310185	暴风者八舞·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120504}	9007	{"dunId":205105}	1	{500005:18,500001:1200}		16	1		1	-1
120506	1320001	困难[主线]第5卷2-6	1		1	1	186	1310186	暴风者八舞·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120505}	9007	{"dunId":205206}	1	{500005:18,500001:1200}		16	1		1	-1
120507	1320001	困难[主线]第5卷2-7	1		1	1	187	1310187	暴风者八舞·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120506}	9007	{"dunId":205207}	1	{500005:18,500001:1200}		16	1		1	-1
120508	1320001	困难[主线]第5卷2-8	1		1	1	188	1310188	暴风者八舞·续	ui/task/chapter_1.png	{"r":243,"g":163,"b":99}	{"r":235,"g":124,"b":75}		1330001	10001	{"pre_task_id":120507}	9007	{"dunId":205208}	1	{500005:18,500001:1200}		16	1		1	-1
