id	角色（策划用）	角色形态	动画资源名	动作名	程序动作	特效触发帧	特效挂点	上层特效资源	上层特效动作	下层特效资源	下层特效动作
506	低阶DEM综合小怪	1	fight_20901	flip	floor						
507	低阶DEM综合小怪	1	fight_20901	hurt	hurt						
508	低阶DEM综合小怪	1	fight_20901	move	move						
509	低阶DEM综合小怪	1	fight_20901	stand	stand						
510	低阶DEM综合小怪	1	fight_20901	standup	standup						
511	高阶DEM近战小怪	1	fight_21001	die1	die1						
512	高阶DEM近战小怪	1	fight_21001	die2	die2						
513	高阶DEM近战小怪	1	fight_21001	float	float						
514	高阶DEM近战小怪	1	fight_21001	floathurt	floathurt						
515	高阶DEM近战小怪	1	fight_21001	floor	floor						
516	高阶DEM近战小怪	1	fight_21001	hurt	hurt						
517	高阶DEM近战小怪	1	fight_21001	move	move						
518	高阶DEM近战小怪	1	fight_21001	stand	stand						
519	高阶DEM近战小怪	1	fight_21001	standup	standup						
520	高阶DEM远程小怪	1	fight_21101	die1	die1						
521	高阶DEM远程小怪	1	fight_21101	die2	die2						
522	高阶DEM远程小怪	1	fight_21101	float	float						
523	高阶DEM远程小怪	1	fight_21101	floathurt	floathurt						
524	高阶DEM远程小怪	1	fight_21101	flip	floor						
525	高阶DEM远程小怪	1	fight_21101	hurt	hurt						
526	高阶DEM远程小怪	1	fight_21101	move	move						
527	高阶DEM远程小怪	1	fight_21101	stand	stand						
528	高阶DEM远程小怪	1	fight_21101	standup	standup						
529	高阶DEM综合小怪	1	fight_21201	die1	die1						
530	高阶DEM综合小怪	1	fight_21201	die2	die2						
531	高阶DEM综合小怪	1	fight_21201	float	float						
532	高阶DEM综合小怪	1	fight_21201	floathurt	floathurt						
533	高阶DEM综合小怪	1	fight_21201	flip	floor						
534	高阶DEM综合小怪	1	fight_21201	hurt	hurt						
535	高阶DEM综合小怪	1	fight_21201	move	move						
536	高阶DEM综合小怪	1	fight_21201	stand	stand						
537	高阶DEM综合小怪	1	fight_21201	standup	standup						
538	1号BOSS	1	fight_30101	die1	die1						
539	1号BOSS	1	fight_30101	born	born						
540	1号BOSS	1	fight_30101	skillC	skillC						
541	1号BOSS	1	fight_30101	skillF	skillF						
542	1号BOSS	1	fight_30101	skillG	skillG						
543	1号BOSS	1	fight_30101	skillH	skillH						
544	1号BOSS	1	fight_30101	skillI	skillI						
545	1号BOSS	1	fight_30101	skillA1	skillA1						
546	1号BOSS	1	fight_30101	skillB1	skillB1						
547	1号BOSS	1	fight_30101	skillD1	skillD1						
548	1号BOSS	1	fight_30101	skillE1	skillE1						
549	1号BOSS	1	fight_30101	stand1	stand						
550	守护关卡风暴球	1	battle_story10_01	xunhuan	stand						
551	守护关卡风暴球	1	battle_story10_01	xiaoshi	die1						
552	守护关卡风暴球	1	battle_story10_01	xunhuan	born						
553	地雷	1	effects_20501_skillC	skillC1	born						
554	地雷	1	effects_20501_skillC	skillC1	stand						
555	地雷	1	effects_20501_skillC	skillC1	die1						
556	低阶能量近战小怪	1	fight_22001	die1	die1						
557	低阶能量近战小怪	1	fight_22001	die2	die2						
558	低阶能量近战小怪	1	fight_22001	float	float						
559	低阶能量近战小怪	1	fight_22001	floathurt	floathurt						
560	低阶能量近战小怪	1	fight_22001	flip	floor						
561	低阶能量近战小怪	1	fight_22001	hurt1	hurt1						
562	低阶能量近战小怪	1	fight_22001	hurt2	hurt2						
563	低阶能量近战小怪	1	fight_22001	move	move						
564	低阶能量近战小怪	1	fight_22001	stand	stand						
565	低阶能量近战小怪	1	fight_22001	standup	standup						
566	低阶能量近战小怪	1	fight_22001	walk	walk						
567	低阶能量近战小怪	1	fight_22001	retreat	retreat						
568	低阶能量远程小怪	1	fight_22101	die1	die1						
569	低阶能量远程小怪	1	fight_22101	die2	die2						
570	低阶能量远程小怪	1	fight_22101	float	float						
571	低阶能量远程小怪	1	fight_22101	floathurt	floathurt						
572	低阶能量远程小怪	1	fight_22101	flip	floor						
573	低阶能量远程小怪	1	fight_22101	hurt1	hurt1						
574	低阶能量远程小怪	1	fight_22101	hurt2	hurt2						
575	低阶能量远程小怪	1	fight_22101	move	move						
576	低阶能量远程小怪	1	fight_22101	stand	stand						
577	低阶能量远程小怪	1	fight_22101	standup	standup						
578	低阶能量远程小怪	1	fight_22101	walk	walk						
579	低阶能量远程小怪	1	fight_22101	retreat	retreat						
580	低阶能量综合小怪	1	fight_22201	die1	die1						
581	低阶能量综合小怪	1	fight_22201	die2	die2						
582	低阶能量综合小怪	1	fight_22201	float	float						
583	低阶能量综合小怪	1	fight_22201	floathurt	floathurt						
584	低阶能量综合小怪	1	fight_22201	flip	floor						
585	低阶能量综合小怪	1	fight_22201	hurt1	hurt1						
586	低阶能量综合小怪	1	fight_22201	hurt2	hurt2						
587	低阶能量综合小怪	1	fight_22201	move	move						
588	低阶能量综合小怪	1	fight_22201	stand	stand						
589	低阶能量综合小怪	1	fight_22201	standup	standup						
590	低阶能量综合小怪	1	fight_22201	walk	walk						
591	低阶能量综合小怪	1	fight_22201	retreat	retreat						
592	高阶能量近战小怪	1	fight_22301	die1	die1						
593	高阶能量近战小怪	1	fight_22301	die2	die2						
594	高阶能量近战小怪	1	fight_22301	float	float						
595	高阶能量近战小怪	1	fight_22301	floathurt	floathurt						
596	高阶能量近战小怪	1	fight_22301	flip	floor						
597	高阶能量近战小怪	1	fight_22301	hurt1	hurt1						
598	高阶能量近战小怪	1	fight_22301	hurt2	hurt2						
599	高阶能量近战小怪	1	fight_22301	move	move						
600	高阶能量近战小怪	1	fight_22301	stand	stand						
601	高阶能量近战小怪	1	fight_22301	standup	standup						
602	高阶能量近战小怪	1	fight_22301	walk	walk						
603	高阶能量近战小怪	1	fight_22301	retreat	retreat						
604	高阶能量远程小怪	1	fight_22401	die1	die1						
605	高阶能量远程小怪	1	fight_22401	die2	die2						
606	高阶能量远程小怪	1	fight_22401	float	float						
607	高阶能量远程小怪	1	fight_22401	floathurt	floathurt						
608	高阶能量远程小怪	1	fight_22401	flip	floor						
609	高阶能量远程小怪	1	fight_22401	hurt1	hurt1						
610	高阶能量远程小怪	1	fight_22401	hurt2	hurt2						
611	高阶能量远程小怪	1	fight_22401	move	move						
612	高阶能量远程小怪	1	fight_22401	stand	stand						
613	高阶能量远程小怪	1	fight_22401	standup	standup						
614	高阶能量远程小怪	1	fight_22401	walk	walk						
615	高阶能量远程小怪	1	fight_22401	retreat	retreat						
616	高阶能量综合小怪	1	fight_22501	die1	die1						
617	高阶能量综合小怪	1	fight_22501	die2	die2						
618	高阶能量综合小怪	1	fight_22501	float	float						
619	高阶能量综合小怪	1	fight_22501	floathurt	floathurt						
620	高阶能量综合小怪	1	fight_22501	flip	floor						
621	高阶能量综合小怪	1	fight_22501	hurt1	hurt1						
622	高阶能量综合小怪	1	fight_22501	hurt2	hurt2						
623	高阶能量综合小怪	1	fight_22501	move	move						
624	高阶能量综合小怪	1	fight_22501	stand	stand						
625	高阶能量综合小怪	1	fight_22501	standup	standup						
626	高阶能量综合小怪	1	fight_22501	walk	walk						
627	高阶能量综合小怪	1	fight_22501	retreat	retreat						
628	撞击关四系乃	1	battle_story7_02	moveA	forward						
629	撞击关四系乃	1	battle_story7_02	moveA	backward						
630	撞击挂卡汽车	1	fight_car_01	effects_bus	stand						
631	撞击挂卡汽车	1	fight_car_01	effects_bus_boom	die						
632	撞击挂卡汽车	1	fight_car_02	effects_truck	stand						
633	撞击挂卡汽车	1	fight_car_02	effects_truck_boom	die						
634	十香飞行	1	fight_10101_1	moveA	forward2backward						
635	十香飞行	1	fight_10101_1	moveB	backward2forward						
636	十香飞行	1	fight_10101_1	standA	forward						
637	十香飞行	1	fight_10101_1	standB	backward						
638	十香飞行	1	fight_10101_1	skillB	skill						
639	十香飞行	1	fight_10101_1	die1	die						
640	十香飞行	1	fight_10101_1	die2	fall						
641	四系乃飞行	1	fight_10301F	standA_1	forward2backward						
642	四系乃飞行	1	fight_10301F	standA_1	backward2forward						
643	四系乃飞行	1	fight_10301F	standA	forward						
644	四系乃飞行	1	fight_10301F	standA	backward						
645	四系乃飞行	1	fight_10301F	F_die1	die						
646	四系乃飞行	1	fight_10301F	F_die2	fall						
647	低阶ast飞行远程	1	fight_20201F	moveA	forward2backward						
648	低阶ast飞行远程	1	fight_20201F	moveB	backward2forward						
649	低阶ast飞行远程	1	fight_20201F	stand	forward						
650	低阶ast飞行远程	1	fight_20201F	moveC	backward						
651	低阶ast飞行远程	1	fight_20201F	stand	move						
652	低阶ast飞行远程	1	fight_20201F	dieA	die						
653	低阶ast飞行远程	1	fight_20201F	dieB	fall						
654	高阶ast飞行远程	1	fight_20501F	moveA	forward2backward						
655	高阶ast飞行远程	1	fight_20501F	moveB	backward2forward						
656	高阶ast飞行远程	1	fight_20501F	stand	forward						
657	高阶ast飞行远程	1	fight_20501F	moveC	backward						
658	高阶ast飞行远程	1	fight_20501F	stand	move						
659	高阶ast飞行远程	1	fight_20501F	dieA	die						
660	高阶ast飞行远程	1	fight_20501F	dieB	fall						
661	低阶ast飞行综合	1	fight_20301F	moveA	forward2backward						
662	低阶ast飞行综合	1	fight_20301F	moveB	backward2forward						
663	低阶ast飞行综合	1	fight_20301F	stand	forward						
664	低阶ast飞行综合	1	fight_20301F	moveC	backward						
665	低阶ast飞行综合	1	fight_20301F	stand	move						
666	低阶ast飞行综合	1	fight_20301F	dieA	die						
667	低阶ast飞行综合	1	fight_20301F	dieB	fall						
668	高阶ast飞行综合	1	fight_20601F	moveA	forward2backward						
669	高阶ast飞行综合	1	fight_20601F	moveB	backward2forward						
670	高阶ast飞行综合	1	fight_20601F	stand	move						
671	高阶ast飞行综合	1	fight_20601F	stand	forward						
672	高阶ast飞行综合	1	fight_20601F	moveC	backward						
673	高阶ast飞行综合	1	fight_20601F	dieA	die						
674	高阶ast飞行综合	1	fight_20601F	dieB	fall						
675	日下部燎子飞行	1	fight_30201F	moveA	forward2backward						
676	日下部燎子飞行	1	fight_30201F	moveB	backward2forward						
677	日下部燎子飞行	1	fight_30201F	stand	forward						
678	日下部燎子飞行	1	fight_30201F	moveC	backward						
679	日下部燎子飞行	1	fight_30201F	stand	move						
680	日下部燎子飞行	1	fight_30201F	die	die						
681	日下部燎子飞行	1	fight_30201F	float	fall						
682	2号BOSS	1	fight_30202	die1	die1						
683	2号BOSS	1	fight_30202	die2	die2						
684	2号BOSS	1	fight_30202	move1	move						
685	2号BOSS	1	fight_30202	born	born	effect0	root				
686	2号BOSS	1	fight_30202	stand	stand						
687	2号BOSS	2	fight_30202	die1_b	die1	effect0	root	effects_30202_die	die		
688	2号BOSS	2	fight_30202	die1_b	die2						
689	2号BOSS	2	fight_30202	move2	move						
690	2号BOSS	2	fight_30202	stand_b	stand						
691	3号BOSS	1	fight_30301	die	die1						
692	3号BOSS	1	fight_30301	die	die2						
693	3号BOSS	1	fight_30301	move	move						
694	3号BOSS	1	fight_30301	born	born						
695	3号BOSS	1	fight_30301	stand	stand						
696	3号BOSS	2	fight_30301	F_die	die1						
697	3号BOSS	2	fight_30301	F_die	die2						
698	3号BOSS	2	fight_30301	F_move	move						
699	3号BOSS	2	fight_30301	F_stand	stand						
