ID	所属技能	名字	包含特效	技能类型	动作ID	动作基础速度（基础为10000表示100%正常速度）	动作是否受攻速加成（0不受，1受）	帧事件触发	帧事件触发技能	自动动作	动作是否霸体	检测方向键	检测高度	动作循环	循环结束时间判定（0根据动作循环时间，1位移结束）	动作循环时间（毫秒）	位移方式（0固定位移，1摇杆位移，2向目标位移）	位移开始帧事件	位移XY类型（0允许XY任意位移，1只能做X位移，2只能做Y位移）	动作位移XY	动作位移Z高度	位移速度	目标（1：友方，2：敌方）	目标位置偏移（XZ值，Y值影子位置默认会保持一致）	目标选择范围（以自身为基点，配置x_y_w_h。来确定一个矩形范围。xy为矩形起点坐标，wh为框大小）	目标选择条件（0无，1最近，2最远，6随机）	修正摄像机位置（[[时间，镜头参数],[时间，镜头参数]……]。-1表示随动作时间）	招架方向(0无效，1前方，2后方，3前后两方)	招架触发技能（直接配置技能ID）
5157	100570	琴里-炮-2级-普攻2	50161-50171	1	PskillA_2	10000	1	next1_down_5158				1	0	0	0			move	1	-10		300	2		0_-25_500_50				
5158	100570	琴里-炮-2级-普攻3	50162-50172	1	PskillA_3	10000	1					1	0	0	0			move	1	-30		300	2		0_-25_500_50		[[-1,50]]		
5159	100570	琴里-炮-3级-普攻1	50160-50175	1	PskillA_1	10000	1	next1_down_5160				1	0	0	0			move	1	-10		300	2		0_-25_500_50				
5160	100570	琴里-炮-3级-普攻2	50161-50176	1	PskillA_2	10000	1	next1_down_5161				1	0	0	0			move	1	-10		300	2		0_-25_500_50				
5161	100570	琴里-炮-3级-普攻3	50162-50177	1	PskillA_3	10000	1					1	0	0	0			move	1	-30		300	2		0_-25_500_50		[[-1,50]]		
5170	100581	琴里-炮-技能1-火焰光束-0级	50180	1	PskillB_1	10000					1	1	0	0	0				1	-50		300	2		0_-25_500_50		[[-1,150]]		
5171	100581	琴里-炮-技能1-火焰光束-1级	50182	1	PskillB_2	10000					1	1	0	0	0				1	-50		300	2		0_-25_500_50		[[-1,150]]		
5172	100581	琴里-炮-技能1-火焰光束-2级	50184	1	PskillB_3	10000					1	1	0	0	0				1	-50		300	2		0_-25_500_50		[[-1,150]]		
5173	100581	琴里-炮-技能1-火焰光束-3级	50186	1	PskillB_3	10000					1	1	0	0	0				1	-50		300	2		0_-25_500_50		[[-1,150]]		
5180	100582	琴里-炮-技能1-聚能火球-0级	50200-50201	1	extra_PskillB_1	10000					1	1	0	0	0				1	-50		300	2		0_-25_500_50		[[-1,150]]		
5181	100582	琴里-炮-技能1-聚能火球-1级	50204-50205	1	extra_PskillB_1	10000					1	1	0	0	0				1	-50		300	2		0_-25_500_50		[[-1,150]]		
5182	100582	琴里-炮-技能1-聚能火球-2级	50208-50209	1	extra_PskillB_2	10000					1	1	0	0	0				1	-50		300	2		0_-25_500_50		[[-1,150]]		
5183	100582	琴里-炮-技能1-聚能火球-3级	50212-50213	1	extra_PskillB_2	10000					1	1	0	0	0				1	-50		300	2		0_-25_500_50		[[-1,150]]		
5190	100580	琴里-炮-必杀-0级	50230-50231	1	PskillC_1	10000					1	1	0	0	0			move	1	-100		900	2		0_-25_500_50		[[-1,200]]		
5191	100580	琴里-炮-必杀-1级	50233-50234	1	PskillC_1	10000					1	1	0	0	0			move	1	-100		900	2		0_-25_500_50		[[-1,200]]		
5192	100580	琴里-炮-必杀-2级	50237-50238	1	PskillC_1	10000					1	1	0	0	0			move	1	-100		900	2		0_-25_500_50		[[-1,200]]		
5193	100580	琴里-炮-必杀-3级	50241-50242	1	PskillC_2	10000					1	1	0	0	0			move	1	-50		900	2		0_-25_500_50		[[-1,200]]		
5200	100591	琴里-炮-闪避	50310	1	Pdodge	10000						1	1	0	0			move		-250		800	2		0_-25_500_50				
5210	100592	琴里-炮-下落		1	Pstand	10000					1	1	1	0	0			move		-200		700	2		0_-25_500_50				
5220	100590	琴里-炮-觉醒	50300	1	PskillD	10000					1	1	0	0	0					0		0	2		0_-25_500_50				
																													
6001	100610	崇宫真那-普攻1	60010	1	skillA_1	10000	1	next1_down_6002				1	0	0	0				1	30		300	2		0_-25_500_50				
6002	100610	崇宫真那-普攻2	60020	1	skillA_2	10000	1	next1_down_6003				1	0	0	0				1	50		300	2		0_-25_500_50				
6003	100610	崇宫真那-普攻3	60030	1	skillA_3	10000	1					1	0	0	0				1	80		250	2		0_-25_500_50				
6004	100610	崇宫真那-普攻4	60040	1	skillA_4	10000	1					1	0	0	0		0	move	1	300		1000	2		0_-25_500_50				
6005	100610	崇宫真那-普攻5	60050	1	skillA_5	10000	1					1	0	0	0					0		0	2		0_-25_500_50				
6020	100620	崇宫真那-技能1-0级	60200	1	skillB_0	10000	1					1	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
6021	100620	崇宫真那-技能1-1级	60210	1	skillB_1	10000	1			6022		1	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
6022	100620	崇宫真那-技能1-1级	60220	1	skillB_2_1	10000	1					1	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
6023	100620	崇宫真那-技能1-2级	60230	1	skillB_1	10000	1			6024		1	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
6024	100620	崇宫真那-技能1-2级	60240	1	skillB_2	10000	1			6025		1	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
6025	100620	崇宫真那-技能1-2级	60250-60251-60252	1	skillB_3	10000	1					1	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
6026	100620	崇宫真那-技能1-3级	60260	1	skillB_1	10000	1			6027		1	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
6027	100620	崇宫真那-技能1-3级	60270	1	skillB_2	10000	1			6028		1	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
6028	100620	崇宫真那-技能1-3级	60280-60281-60282	1	skillB_3	10000	1					1	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
6030	100630	崇宫真那-觉醒	60120-60130	1	skillD	10000					1	1	0	0	0			move		200		800	2		0_-25_500_50		[[-1,150]]		
6035	100635	崇宫真那-觉醒（猫娘）	66120-66130	1	skillD	10000					1	1	0	0	0			move		200		800	2		0_-25_500_50		[[-1,150]]		
6040	100640	崇宫真那-闪避	60140	1	dodge	10000						1	1	1	1				0	250		1200	2		0_-25_500_50				
6041	100640	崇宫真那-闪避-闪电穿梭	60141	1	dodge2	10000						1	1	0	0					350		1200	2		0_-25_500_50				
6050	100650	崇宫真那-出场-闪电聚集	60150-60160	1	skillF	10000					1	1	0	0	0					100		500	2		0_-25_500_50		[[-1,100]]		
6060	100660	崇宫真那—下落	60180	1	dodge	10000					1	0	1	1	1					250		900	1		0_-25_500_50				
6070	100670	崇宫真那-技能2-0级	60700	1	extra_skillB_0	10000	0			6071		1	0	0	0		0	move	1	500		3000	2		0_-25_500_50		[[-1,20]]		
6071	100670	崇宫真那-技能2-0级	60710	1	extra_skillB_0_1	10000	0					0	0	0	0		0	move	1	-500		3600	2		0_-25_500_50		[[-1,20]]		
6072	100670	崇宫真那-技能2-1级	60720	1	extra_skillB_1	10000	0			6073		1	0	0	0		0	move	1	500		3000	2		0_-25_500_50		[[-1,20]]		
6073	100670	崇宫真那-技能2-1级	60730	1	extra_skillB_1_1	10000	0			6074		0	0	0	0		0		1	-500		9750	2		0_-25_500_50		[[-1,20]]		
6074	100670	崇宫真那-技能2-1级	60740	1	extra_skillB_1_2	10000	0			6075		0	0	0	0		0		1	500		3545	2		0_-25_500_50		[[-1,20]]		
6075	100670	崇宫真那-技能2-1级	60750	1	extra_skillB_1_3	10000	0					0	0	0	0		0		1	-500		3000	2		0_-25_500_50		[[-1,20]]		
6170	100670	崇宫真那-技能2-2级	60720	1	extra_skillB_1	10000	0			6171		1	0	0	0		0	move	1	500		3000	2		0_-25_500_50		[[-1,20]]		
6171	100670	崇宫真那-技能2-2级	60730	1	extra_skillB_1_1	10000	0			6172		0	0	0	0		0		1	-500		9750	2		0_-25_500_50		[[-1,20]]		
6172	100670	崇宫真那-技能2-2级	60740	1	extra_skillB_1_2	10000	0			6173		0	0	0	0		0		1	500		3000	2		0_-25_500_50		[[-1,20]]		
6173	100670	崇宫真那-技能2-2级	60750	1	extra_skillB_1_4	10000	0			6174		0	0	0	0		0	move	1	-500		13000	2		0_-25_500_50		[[-1,20]]		
6174	100670	崇宫真那-技能2-2级	60760	1	extra_skillB_2	10000	0					0	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
6175	100670	崇宫真那-技能2-3级	60720	1	extra_skillB_1	10000	0			6176		1	0	0	0		0	move	1	500		3000	2		0_-25_500_50		[[-1,20]]		
6176	100670	崇宫真那-技能2-3级	60730	1	extra_skillB_1_1	10000	0			6177		0	0	0	0		0		1	-500		9750	2		0_-25_500_50		[[-1,20]]		
6177	100670	崇宫真那-技能2-3级	60740	1	extra_skillB_1_2	10000	0			6178		0	0	0	0		0		1	500		3000	2		0_-25_500_50		[[-1,20]]		
6178	100670	崇宫真那-技能2-3级	60750	1	extra_skillB_1_4	10000	0			6179		0	0	0	0		0		1	-500		13000	2		0_-25_500_50		[[-1,20]]		
6179	100670	崇宫真那-技能2-3级	60770	1	extra_skillB_3	10000	0					0	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
6080	100680	崇宫真那-必杀-0级	60800-60801-60802	1	skillC	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
6081	100680	崇宫真那-必杀-1级	60810-60811-60812	1	skillC	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
6082	100680	崇宫真那-必杀-2级	60820-60821-60822	1	skillC_1	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
6083	100680	崇宫真那-必杀-3级	60830-60831-60832	1	skillC_1	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,120]]		
7000	100710	耶俱矢-普攻1	70010	1	skillA_1a	13000	1	next1_down_7001				1	0	0	0				1	30		300	2		0_-25_500_50				
7001	100710	耶俱矢-普攻2	70011	1	skillA_2a	13000	1	next1_down_7002				1	0	0	0				1	50		300	2		0_-25_500_50				
7002	100710	耶俱矢-普攻3	70012	1	skillA_3a	10000	1					1	0	0	0				1	30		250	2		0_-25_500_50				
7003	100710	耶俱矢-普攻4	70013	1	skillA_4a	13000	1					1	0	0	0			move	1	80		600	2		0_-25_500_50				
7004	100710	耶俱矢-普攻5	70014	1	skillA_5a	10000	1					1	0	0	0			move	1	100		800	2		0_-25_500_50				
7005	100710	耶俱矢-3级-普攻1	70020	1	skillA_1a	13000	1	next1_down_7006				1	0	0	0				1	30		300	2		0_-25_500_50				
7006	100710	耶俱矢-3级-普攻2	70021	1	skillA_2a	13000	1	next1_down_7007				1	0	0	0				1	50		300	2		0_-25_500_50				
7007	100710	耶俱矢-3级-普攻3	70022	1	skillA_3a	10000	1	next1_down_7008				1	0	0	0				1	30		250	2		0_-25_500_50				
7008	100710	耶俱矢-3级-普攻4	70023	1	skillA_4a	13000	1	next1_down_7009				1	0	0	0			move	1	80		600	2		0_-25_500_50				
7009	100710	耶俱矢-3级-普攻5	70024	1	skillA_5a	10000	1					1	0	0	0			move	1	100		1000	2		0_-25_500_50				
7010	100770	耶俱矢-技能1-0级-直接发射	70060	1	skillB_2	10000	1				1	1	0	0	0			move		-80		1000	2		0_-25_500_50		[[-1,80]]		
7011	100770	耶俱矢-技能1-1级-抬手		1	skillB_2+a	10000	1			7012	1	1	0	0	0					0			2		0_-25_500_50		[[-1,80]]		
7012	100770	耶俱矢-技能1-1级-循环1	70066	1	skillB_2+b	10000	1	next1_up_7015-next2_up_7015-next3_up_7015-next4_up_7015-next5_up_7015		7013	1	1	0	1	0	1000				0			2		0_-25_500_50		[[-1,80]]		
7013	100770	耶俱矢-技能1-1级-循环2	70067	1	skillB_2+b	10000	1	next1_up_7016-next2_up_7016-next3_up_7016-next4_up_7016-next5_up_7016		7017	1	1	0	1	0	1000				0			2		0_-25_500_50		[[-1,80]]		
7014	100770	耶俱矢-技能1-2、3级-循环3	70068	1	skillB_2+b	10000	1	next1_up_7017-next2_up_7017-next3_up_7017-next4_up_7017-next5_up_7017		7018	1	1	0	1	0	1000				0			2		0_-25_500_50		[[-1,80]]		
7015	100770	耶俱矢-技能1-1级-发射0段	70061	1	skillB_2+d	10000	1				1	1	0	0	0			move		-80		1000	2		0_-25_500_50		[[-1,80]]		
7016	100770	耶俱矢-技能1-1级-发射1段	70062	1	skillB_2+d	10000	1				1	1	0	0	0			move		-80		1000	2		0_-25_500_50		[[-1,80]]		
7017	100770	耶俱矢-技能1-1级-发射2段	70063	1	skillB_2+d	10000	1				1	1	0	0	0			move		-80		1000	2		0_-25_500_50		[[-1,80]]		
7018	100770	耶俱矢-技能1-2级-发射3段	70064	1	skillB_2+d	10000	1				1	1	0	0	0			move		-100		1000	2		0_-25_500_50		[[-1,80]]		
7019	100770	耶俱矢-技能1-3级-发射3段+	70065	1	skillB_2+c	10000	1				1	1	0	0	0			move		-120		1000	2		0_-25_500_50		[[-1,80]]		
7020	100720	耶俱矢-大招0级	71010	1	skillC_4_1	10000					1	1	0	0	0			move	1	150		700	2		0_-25_500_50		[[-1,120]]		
7021	100720	耶俱矢-大招1级	71011-71012	1	skillC_3_2	10000					1	1	0	0	0				1	0		0	2		0_-25_500_50		[[-1,120]]		
7022	100720	耶俱矢-大招2级	71013-71014	1	skillC_3_2	10000					1	1	0	0	0				1	0		0	2		0_-25_500_50		[[-1,120]]		
7023	100720	耶俱矢-大招3级	71015-71016	1	skillC_3_2	10000					1	1	0	0	0				1	0		0	2		0_-25_500_50		[[-1,120]]		
7030	100730	耶俱矢-觉醒	72010-72011-72012-72013-72014	1	skillD	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[1500,180]]		
7040	100740	耶俱矢-闪避	74010	1	dodge_1	10000						1	1	1	1				0	250		900	2		0_-25_500_50				
7050	100750	耶俱矢-出场	75010	1	skillF	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
7060	100760	耶俱矢-闪避-下落		1	dodge_1	10000					1	1	1	1	1					250		900	2		0_-25_500_50				
7070	100780	耶俱矢-技能2-旋风0级	70080-70081	1	extra_skillB	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,80]]		
7071	100780	耶俱矢-技能2-旋风1级	70080-70084	1	extra_skillB	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,80]]		
7072	100780	耶俱矢-技能2-旋风2级	70080-70087	1	extra_skillB	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,80]]		
7073	100780	耶俱矢-技能2-旋风3级	70080-70091	1	extra_skillB	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,80]]		
8001	100810	夕弦-普攻1	80010	1	skillA_new_1	10000	1	next1_down_8002				1	0	0	0				1	10		200	2		0_-25_500_50				
8002	100810	夕弦-普攻2	80020	1	skillA_new_2	10000	1	next1_down_8003				1	0	0	0				1	10		200	2		0_-25_500_50				
8003	100810	夕弦-普攻3	80030	1	skillA_new_3	10000	1					1	0	0	0					0		0	2		0_-25_500_50				
8004	100810	夕弦-普攻4	80040	1	skillA_new_4	10000	1					1	0	0	0					0		0	2		0_-25_500_50				
8005	100810	夕弦-普攻5	80050	1	skillA_new_5	8000	1					1	0	0	0					0		0	2		0_-25_500_50				
8020	100820	夕弦-大招-0级-出现	80201	1	skillC_new_1	10000				8021	1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,150]]		
8021	100820	夕弦-大招-0级-循环	80202-80203	1	skillC_new_2	10000				8022	1	1	0	1	0	1000			1	200		400	2		0_-25_500_50		[[-1,150]]		
8022	100820	夕弦-大招-0级-消失	80204	1	skillC_new_3	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,150]]		
8120	100820	夕弦-大招-1级-出现	81201	1	skillC_new_1	10000				8121	1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,150]]		
8121	100820	夕弦-大招-1级-循环	81202-81203	1	skillC_new_2	10000				8122	1	1	0	1	0	3000	1	move	0	20		300	2		0_-25_500_50		[[-1,150]]		
8122	100820	夕弦-大招-1级-消失	81204	1	skillC_new_3	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,150]]		
8220	100820	夕弦-大招-2级-出现	82201	1	skillC_new_1	10000				8221	1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,150]]		
8221	100820	夕弦-大招-2级-循环	82202-82203	1	skillC_new_2	10000				8222	1	1	0	1	0	5000	1	move	0	20		300	2		0_-25_500_50		[[-1,150]]		
8222	100820	夕弦-大招-2级-消失	82204	1	skillC_new_3	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,150]]		
8320	100820	夕弦-大招-3级-出现	83201	1	skillC_new_1	10000				8321	1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,150]]		
8321	100820	夕弦-大招-3级-循环	83202-83203	1	skillC_new_2	10000				8322	1	1	0	1	0	5000	1	move	0	20		300	2		0_-25_500_50		[[-1,150]]		
8322	100820	夕弦-大招-3级-消失	83204	1	skillC_new_3	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,150]]		
8030	100830	夕弦-觉醒	83010-83011-83012	1	skillD	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,170]]		
8040	100840	夕弦-闪避	84010	1	dodge	10000						1	1	1	1				0	300		1200	2		0_-25_500_50				
8050	100850	夕弦-出场	85010	1	skillF	10000					1	1	0	0	0					0		0	2		0_-25_500_50		[[-1,100]]		
8060	100860	夕弦-闪避-下落		1	stand	10000					1	1	1	1	1					250		800	2		0_-25_500_50				
8070	100870	夕弦-技能1-0级	87010	1	skillB_new	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,80]]		
8071	100870	夕弦-技能1-1级	87011	1	skillB_new	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,80]]		
8072	100870	夕弦-技能1-2级	87012	1	skillB_new	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,80]]		
8073	100870	夕弦-技能1-3级	87014	1	skillB_new	10000						1	0	0	0					0		0	2		0_-25_500_50		[[-1,80]]		
8080	100880	夕弦-技能2-0级	88010	1	extra_skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
8081	100880	夕弦-技能2-1级	88110	1	extra_skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
8082	100880	夕弦-技能2-2级	88210	1	extra_skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
8083	100880	夕弦-技能2-3级	88310	1	extra_skillB	10000						1	0	0	0					0		0	2		0_-25_500_50				
9011	100910	艾伦-普攻1	90010	1	skillA_1	10000	1	next1_down_9012				1	0	0	0			move	1	10		400	2		0_-25_500_50				
9012	100910	艾伦-普攻2	90011	1	skillA_2	10000	1	next1_down_9013				1	0	0	0				1	25		300	2		0_-25_500_50				
9013	100910	艾伦-普攻3	90012	1	skillA_3	10000	1					1	0	0	0			move	1	30		400	2		0_-25_500_50		[[-1,50]]		
9014	100910	艾伦-普攻4	90013	1	skillA_4	10000	1					1	0	0	0			move	1	10		400	2		0_-25_500_50				
9015	100910	艾伦-普攻5	90014	1	skillA_5	10000	1					1	0	0	0			move	1	30		400	2		0_-25_500_50		[[-1,50]]		
9016	100910	艾伦-普攻1+	90020	1	skillA_1	10000	1	next1_down_9017				1	0	0	0			move	1	10		400	2		0_-25_500_50				
9017	100910	艾伦-普攻2+	90021	1	skillA_2	10000	1	next1_down_9018				1	0	0	0				1	25		300	2		0_-25_500_50				
9018	100910	艾伦-普攻3+	90022	1	skillA_3	10000	1	next1_down_9019				1	0	0	0			move	1	30		400	2		0_-25_500_50		[[-1,50]]		
9019	100910	艾伦-普攻4+	90023	1	skillA_4	10000	1	next1_down_9020				1	0	0	0			move	1	10		400	2		0_-25_500_50				
9020	100910	艾伦-普攻5+	90024	1	skillA_5	10000	1					1	0	0	0			move	1	30		400	2		0_-25_500_50		[[-1,50]]		
9021	100920	艾伦-技能1-连斩0级	90060	1	skillF_1_1	10000	1			9022		1	0	0	0			move	1	30		400	2		0_-25_500_50		[[-1,80]]		
9022	100920	艾伦-技能1-连斩0级	90061	1	skillF_2	10000	1					1	0	0	0			move	1	10		400	2		0_-25_500_50		[[-1,80]]		
9023	100920	艾伦-技能1-连斩1级	90060	1	skillF_1_1	10000	1			9024		1	0	0	0			move	1	30		400	2		0_-25_500_50		[[-1,80]]		
9024	100920	艾伦-技能1-连斩1级	90063	1	skillF_2	10000	1					1	0	0	0			move	1	10		400	2		0_-25_500_50		[[-1,80]]		
9025	100920	艾伦-技能1-连斩2级	90060	1	skillF_1_1	10000	1			9026		1	0	0	0			move	1	30		400	2		0_-25_500_50		[[-1,80]]		
9026	100920	艾伦-技能1-连斩2级	90063	1	skillF_4	10000	1			9027		1	0	0	0			move	1	10		400	2		0_-25_500_50		[[-1,80]]		
9027	100920	艾伦-技能1-连斩2级	90064	1	skillF_3	10000	1					1	0	0	0			move	1	30		400	2		0_-25_500_50		[[-1,80]]		
9028	100920	艾伦-技能1-连斩3级	90070	1	skillF_1_1	10000	1			9029		1	0	0	0			move	1	30		400	2		0_-25_500_50		[[-1,80]]		
9029	100920	艾伦-技能1-连斩3级	90071	1	skillF_4	10000	1			9030		1	0	0	0			move	1	10		400	2		0_-25_500_50		[[-1,80]]		
9030	100920	艾伦-技能1-连斩3级	90072	1	skillF_3	10000	1					1	0	0	0			move	1	30		400	2		0_-25_500_50		[[-1,80]]		
9031	100930	艾伦-技能2-招架	90090	1	skillG_a	10000	1				1	1	0	1	0	1000			1	0		200	2		0_-25_500_50			1	100931
9032	100931	艾伦-技能2-0级-闪	90100-90093	1	skillG_b1	10000	1					0	0	0	0			move	1	500		8000	2		0_-25_500_50		[[-1,50]]		
9033	100931	艾伦-技能2-1级-斩	90101-90093	1	skillG_b2	10000	1			9034		0	0	0	0				1	0		1500	2		0_-25_500_50		[[-1,100]]		
9034	100931	艾伦-技能2-1级-斩后闪	90102	1	skillG_b3	10000	1					0	0	0	0			move	1	500		8000	2		0_-25_500_50		[[-1,50]]		
9035	100931	艾伦-技能2-3级-斩	90103-90093	1	skillG_b2	10000	1			9036		0	0	0	0				1	0		1500	2		0_-25_500_50		[[-1,100]]		
9036	100931	艾伦-技能2-3就-斩后闪收招	90104-90105	1	skillG_b4	10000	1					0	0	0	0			move	1	500		8000	2		0_-25_500_50		[[-1,50]]		
9041	100940	艾伦-必杀-0级-冲出	90110-90120-90121-90122	1	skillC_1_1	10000	1			9042	1	1	0	0	0			move	1	100		2500	2		0_-25_500_50		[[-1,100]]		
9042	100940	艾伦-必杀-0级-冲回		1	skillC_2	10000	1					0	0	0	0				1	-60		4000	2		0_-25_500_50				
9043	100940	艾伦-必杀-1级-冲出	90110-90130-90131-90132-90133-90134	1	skillC_1	10000	1			9044	1	1	0	0	0			move	1	100		2500	2		0_-25_500_50		[[-1,100]]		
9044	100940	艾伦-必杀-1级-冲回		1	skillC_2	10000	1					0	0	0	0				1	-60		4000	2		0_-25_500_50				
9045	100940	艾伦-必杀-2级-冲出	90110-90130-90131-90132-90133-90134	1	skillC_1	10000	1			9046	1	1	0	0	0			move	1	150		2500	2		0_-25_500_50		[[-1,100]]		
9046	100940	艾伦-必杀-2级-冲回	90170	1	skillC_2	10000	1					0	0	0	0				1	-150		4000	2		0_-25_500_50				
9047	100940	艾伦-必杀-3级-冲出	90110-90130-90131-90132-90133-90134	1	skillC_1	10000	1			9048	1	1	0	0	0			move	1	150		2500	2		0_-25_500_50		[[-1,100]]		
9048	100940	艾伦-必杀-3级-冲回3闪	90171	1	skillC_3	10000	1					0	0	0	0				1	-150		4000	2		0_-25_500_50				
9050	100950	艾伦-闪避	90180	1	quickmove	10000	1					1	1	1	1				0	280		1400	2		0_-25_500_50				
9060	100960	艾伦-觉醒1	90190-90191-90192-90194	1	skillD_1	10000	1			9061		1	0	0	0				1	0		200	2		0_-25_500_50		[[-1,150]]		
9061	100960	艾伦-觉醒2	90193-90195	1	skillD_2-2	10000	1					1	0	0	0				1	0		200	2		0_-25_500_50		[[-1,150]]		
9070	100970	艾伦-下落		1	stand	10000						1	0	0	0					20		500	2		0_-25_500_50				
9080	100980	艾伦-登场技能	90200	1	skillH	10000						1	0	0	0					20		500	2		0_-25_500_50		[[-1,-50]]		
																													
10011	101010	美九-普攻1	100011	1	skillA1	10000	1	next1_down_10012				1	0	0	0				1	25		200	2		0_-25_500_50				
10012	101010	美九-普攻2	100012	1	skillA2	10000	1	next1_down_10013				1	0	0	0				1	25		200	2		0_-25_500_50				
10013	101010	美九-普攻3	100013	1	skillA3	10000	1					1	0	0	0				1	15		200	2		0_-25_500_50				
10014	101010	美九-普攻4	100014	1	skillA4	10000	1					1	0	0	0				1	20		200	2		0_-25_500_50		[[-1,50]]		
10015	101010	美九-普攻1+	100015	1	skillA1	10000	1	next1_down_10016				1	0	0	0				1	25		200	2		0_-25_500_50				
10016	101010	美九-普攻2+	100016	1	skillA2	10000	1	next1_down_10017				1	0	0	0				1	25		200	2		0_-25_500_50				
10017	101010	美九-普攻3+	100017	1	skillA3	10000	1	next1_down_10018				1	0	0	0				1	15		200	2		0_-25_500_50				
10018	101010	美九-普攻4+	100019	1	skillA4	10000	1					1	0	0	0				1	20		200	2		0_-25_500_50		[[-1,50]]		
10020	101020	美九-技能1-0级-音波球	100021-100022	1	skillB	10000						1	0	0	0					0		500	2		0_-25_500_50				
10021	101020	美九-技能1-1级-音波球	100021-100025	1	skillB	10000						1	0	0	0					0		500	2		0_-25_500_50				
10022	101020	美九-技能1-2级-音波球	100021-100028	1	skillB	10000						1	0	0	0					0		500	2		0_-25_500_50				
10023	101020	美九-技能1-3级-音波球	100021-100031	1	skillB	10000						1	0	0	0					0		500	2		0_-25_500_50				
10030	101030	美九-技能2-0级-舞蹈前进	100040	1	extra_skillB1	10000						1	0	0	0				1	300		300	2		0_-25_500_50		[[-1,80]]		
10031	101030	美九-技能2-1级-舞蹈前进	100041	1	extra_skillB1	10000						1	0	0	0				1	300		300	2		0_-25_500_50		[[-1,80]]		
10032	101030	美九-技能2-2级-舞蹈前进-音符	100042-100043	1	extra_skillB2	10000						1	0	0	0				1	300		300	2		0_-25_500_50		[[-1,80]]		
10033	101030	美九-技能2-3级-持续音符	100042-100043-100044	1	extra_skillB2	10000						1	0	0	0				1	300		300	2		0_-25_500_50		[[-1,80]]		
10040	101040	美九-0级-必杀	100050	1	skillC	10000	1					1	0	0	0				1	25		200	2		0_-25_500_50		[[-1,100]]		
10041	101040	美九-1级-必杀	100051-100052-100053	1	skillC	10000	1					1	0	0	0				1	25		200	2		0_-25_500_50		[[-1,100]]		
10042	101040	美九-2级-必杀	100054-100055-100056	1	skillC	10000	1					1	0	0	0				1	25		200	2		0_-25_500_50		[[-1,100]]		
10043	101040	美九-3级-必杀	100057-100058-100059	1	skillC	10000	1					1	0	0	0				1	25		200	2		0_-25_500_50		[[-1,100]]		
10050	101050	美九-闪避	100071	1	dodge	10000						1	1	1	1		0		0	300		800	2		0_-25_500_50				
10060	101060	美九-觉醒	100081-100082-100083	1	skillD	10000						1	0	0	0					20		500	2		0_-25_500_50		[[-1,-50]]		
10070	101070	美九-下落		1	stand	10000						1	0	0	0					20		500	2		0_-25_500_50				
10080	101080	美九-登场技能		1	entrance	10000				10081		1	0	0	0					20		500	2		0_-25_500_50				
10081	101080	美九-登场技能	100090	1	skillF	10000						1	0	0	0					20		500	2		0_-25_500_50				
																													
10110	101110	反转十香-普攻1	110010	1	skillA_1	10000	1	next1_down_10111				1	0	0	0				1	15		200							
10111	101110	反转十香-普攻2	110011	1	skillA_2	10000	1	next1_down_10112				1	0	0	0				1	15		200							
10112	101110	反转十香-普攻3	110012	1	skillA_3	10000	1					1	0	0	0				1	15		200					[[-1,50]]		
