id	阶段	是否使用中	阶段跳转	事件类型（0地点1角色2信息3功能）	绑定类型（0地点1角色）	地点事件图标（地点）	人物事件图标（地点）	人物事件图标（人物）	地点	地点（策划看）	角色	角色（策划看）	角色位置	角色动作	剧本	开始节点id	信息	调用功能	完成规则	是否隐藏	隐藏显示条件（拥有）	条件组合（0且1或）	隐藏显示条件（不拥有）	消耗时间	限制时间	强制推动时间	完成删除
102010702	1020107	1	1020108	1	1		ui/newCity/state/faver_zhuxian_1.png	ui/newCity/state/faver_zhuxian_2.png	111	住宅	410205	折纸（休闲装）			102010702	140600201				1	{"muchVariable":{102102:18}}	0	{}		20:30:00-21:00:00	21:15:00	1
102010811	1020108	1		0	0	ui/newCity/state/faver_zhixian_2.png			105	豪华餐厅					102010811	140701101				0	{}	0	{}	15	21:15:00-21:45:00		1
102010812	1020108	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	108	街道	410104	十香校服			102010812	140701201				0	{}	0	{}	15	21:15:00-21:45:00		1
102010802	1020108	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	111	住宅	410205	折纸（休闲装）			102010801	140701301				1	{"ownItem":{543142:1,543143:1}}	0	{}		21:30:00-22:45:00		1
102010803	1020108	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	111	住宅	410205	折纸（休闲装）			102010802	140701401				1	{"ownItem":{543144:1}}	0	{}		21:30:00-22:45:00		1
102010801	1020108	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	111	住宅	410205	折纸（休闲装）			102010803	140701501				0	{}	0	{}		21:30:00-22:45:00		1
																											
105010000	1050100	1	1050101												105010000	130000001				0	{}	0	{}		07:00:00-07:30:00	07:30:00	1
105010111	1050101	1		0	0	ui/newCity/state/faver_zhixian_2.png			111	住宅					105010111	130101101				0	{}	0	{}	30	07:30:00-07:30:00		1
105010112	1050101	1		0	0	ui/newCity/state/faver_zhixian_2.png			106	面包店					105010112	130101201				0	{"ownSign":[101]}	0	{}	15	08:00:00-08:40:00		1
105010113	1050101	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	105	豪华餐厅	420102	令音			105010113	130101301				0	{"ownSign":[101]}	0	{}	15	08:00:00-08:40:00		1
105010114	1050101	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	107	饮品店	420103	宏人			105010114	130101401				0	{"ownSign":[101]}	0	{}	15	08:15:00-08:40:00		1
105010115	1050101	1		2	0	ui/newCity/state/faver_jiaoyi_2.png			201	超市							105010115			0	{"ownSign":[101]}	0	{}	0	08:30:00-08:40:00		1
105010117	1050101	1		0	0	ui/newCity/state/faver_zhixian_2.png			111	住宅					105010117	130101701				0	{"ownSign":[101]}	0	{}	0	08:30:00-09:00:00		1
105010118	1050101	1		0	0	ui/newCity/state/faver_zhixian_2.png			111	住宅					105010118	130101801				1	{"ownSign":[101]}	0	{}		08:30:00-09:00:00		0
105010116	1050101	1		0	0	ui/newCity/state/faver_zhixian_2.png			108	精灵公寓1F	410104	十香校服			105010116	130101601				0	{}	0	{}	15	08:30:00-09:00:00		1
105010101	1050101	1	1050102	1	1		ui/newCity/state/faver_zhuxian_1.png	ui/newCity/state/faver_zhuxian_2.png	111	住宅	410505	琴里			105010101	130100001				1	{"ownSign":[103]}	0	{}		08:00:00-09:00:00	09:00:00	1
105010102	1050101	1	1050102	1	1		ui/newCity/state/faver_zhuxian_1.png	ui/newCity/state/faver_zhuxian_2.png	111	住宅	410505	琴里			105010102	130100201				1	{"ownSign":[102]}	0	{}		08:00:00-09:00:00	09:00:00	1
105010211	1050102	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	206	公园	420105	亚衣			105010211	130201101				0	{}	0	{}	30	09:00:00-11:29:00		1
105010212	1050102	1		0	0	ui/newCity/state/faver_zhixian_2.png			106	面包店					105010212	130201201				0	{}	0	{}	30	09:00:00-11:29:00		1
105010213	1050102	1		0	0	ui/newCity/state/faver_zhixian_2.png			102	饰品店					105010213	130201301				0	{}	0	{}	30	09:00:00-11:29:00		1
105010214	1050102	1		0	0	ui/newCity/state/faver_zhixian_2.png			105	豪华餐厅					105010214	130201401				0	{}	0	{}	30	09:00:00-11:29:00		1
105010215	1050102	1		0	0	ui/newCity/state/faver_zhixian_2.png			201	超市					105010215	130201501				0	{}	0	{}	30	09:00:00-11:29:00		1
105010216	1050102	1		0	0	ui/newCity/state/faver_zhixian_2.png			107	饮品店					105010216	130201601				0	{}	0	{}	30	11:00:00-11:29:00		1
105010201	1050102	1	1050103	1	1		ui/newCity/state/faver_zhuxian_1.png	ui/newCity/state/faver_zhuxian_2.png	111	住宅	410505	琴里			105010201	130200001				1	{"ownItem":{543117:1}}	0	{}		11:00:00-12:00:00	12:30:00	1
105010311	1050103	1		0	0	ui/newCity/state/faver_zhixian_2.png			111	住宅					105010311	130301101				0	{}	0	{}	30	12:00:00-14:29:00		1
105010312	1050103	1		0	0	ui/newCity/state/faver_zhixian_2.png			205	体育馆					105010312	130301201				0	{"ownSign":[301]}	0	{}	15	12:30:00-14:29:00		1
105010313	1050103	1		0	0	ui/newCity/state/faver_zhixian_2.png			203	学校1F					105010313	130301301				0	{"ownSign":[302]}	0	{}	30	12:30:00-14:29:00		1
105010314	1050103	1		0	0	ui/newCity/state/faver_zhixian_2.png			104	花店					105010314	130301401				0	{"ownSign":[103]}	0	{}	30	12:30:00-14:29:00		1
105010315	1050103	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	111	住宅	420101	神无月			105010315	130301501				1	{"ownSign":[301,302]}	0	{}	30	12:30:00-14:29:00		1
105010316	1050103	1		0	0	ui/newCity/state/faver_zhixian_2.png			111	住宅					105010316	130301601				0	{}	0	{}	30	12:30:00-14:29:00		1
105010317	1050103	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	208	游乐场	420103	宏人			105010317	130301701				0	{}	0	{}	15	12:30:00-14:29:00		1
105010318	1050103	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	102	饰品店	410104	十香			105010318	130301801				0	{}	0	{}	0	14:00:00-15:00:00		1
105010301	1050103	1	1050104	1	1		ui/newCity/state/faver_zhuxian_1.png	ui/newCity/state/faver_zhuxian_2.png	111	住宅	410505	琴里			105010301	130300001				0	{"ownSign":[204]}	0	{}		13:00:00-15:00:00	15:00:00	1
105010302	1050103	1	1050104	1	1		ui/newCity/state/faver_zhuxian_1.png	ui/newCity/state/faver_zhuxian_2.png	111	住宅	410505	琴里			105010302	130302001				1	{"ownSign":[204]}	0	{}		13:00:00-15:00:00	15:00:00	1
105010411	1050104	1		0	0	ui/newCity/state/faver_zhixian_2.png			105	豪华餐厅					105010411	130401101				0	{}	0	{}	20	15:00:00-16:39:00		1
105010412	1050104	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	206	公园	410505	琴里			105010412	130401201				1	{"ownItem":{543123:1}}	0	{}	20	15:20:00-16:39:00		1
105010418	1050104	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	206	公园	410505	琴里			105010418	130401801				0	{"ownItem":{543123:1}}	0	{}	20	15:20:00-16:39:00		1
105010413	1050104	1		0	0	ui/newCity/state/faver_zhixian_2.png			107	饮品店					105010413	130401301				0	{}	0	{}	20	15:20:00-16:39:00		1
105010414	1050104	1		0	0	ui/newCity/state/faver_zhixian_2.png			106	面包店					105010414	130401401				0	{}	0	{}	20	15:20:00-16:39:00		1
105010415	1050104	1		0	0	ui/newCity/state/faver_zhixian_2.png			103	玩偶店					105010415	130401501				0	{}	0	{}	20	15:20:00-16:39:00		1
105010416	1050104	1		0	0	ui/newCity/state/faver_zhixian_2.png			203	学校1F					105010416	130401601				0	{}	0	{}	20	15:20:00-16:39:00		1
105010417	1050104	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	201	超市	410104	十香			105010417	130401701				0	{}	0	{}	0	16:20:00-17:00:00		1
105010401	1050104	1	1050105	0	0	ui/newCity/state/faver_zhuxian_2.png			207	神社					105010401	130400001				0	{}	0	{}		16:20:00-17:00:00	17:00:00	1
105010511	1050105	1		0	0	ui/newCity/state/faver_zhixian_2.png			207	神社					105010511	130501101				0	{"muchVariable":{105101:10,105102:10}}	0	{}	25	17:00:00-19:04:00		1
105010512	1050105	1		0	0	ui/newCity/state/faver_zhixian_2.png			205	体育馆					105010512	130501201				0	{}	0	{}	25	17:00:00-19:04:00		1
105010513	1050105	1		0	0	ui/newCity/state/faver_zhixian_2.png			207	神社					105010513	130501301				0	{}	0	{}	25	17:20:00-19:04:00		1
105010514	1050105	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	205	体育馆	420103	宏人			105010514	130501401				1	{"ownSign":[109]}	0	{}	25	17:00:00-19:04:00		1
105010515	1050105	1		0	0	ui/newCity/state/faver_zhixian_2.png			206	公园					105010515	130501501				0	{}	0	{}	25	17:00:00-19:04:00		1
105010516	1050105	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	111	住宅	410104	十香			105010516	130501601				0	{}	0	{}	25	18:30:00-19:30:00		1
105010501	1050105	1	1050106	0	0	ui/newCity/state/faver_zhuxian_2.png			108	精灵公寓1F					105010501	130501701				0	{}	0	{}		18:30:00-19:30:00	19:30:00	1
105010611	1050106	1		0	0	ui/newCity/state/faver_zhixian_2.png			112	度假沙滩					105010611	130601101				1	{"ownSign":[601]}	0	{}	20	19:30:00-21:39:00		1
105010612	1050106	1		0	0	ui/newCity/state/faver_zhixian_2.png			208	游乐场					105010612	130601201				0	{}	0	{}	20	19:30:00-21:39:00		1
105010613	1050106	1		0	0	ui/newCity/state/faver_zhixian_2.png			108	精灵公寓1F					105010613	130601301				0	{}	0	{}	20	19:30:00-21:39:00		1
105010614	1050106	1		0	0	ui/newCity/state/faver_zhixian_2.png			102	饰品店					105010614	130601401				1	{"ownSign":[603]}	0	{}	20	19:30:00-21:39:00		1
105010616	1050106	1		0	0	ui/newCity/state/faver_zhixian_2.png			106	面包店					105010616	130601601				1	{"ownSign":[604]}	0	{}	20	19:30:00-21:39:00		1
105010618	1050106	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	112	度假沙滩	410505	琴里			105010618	130601801				1	{"ownSign":[605]}	0	{}	20	19:30:00-21:39:00		1
105010619	1050106	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	112	度假沙滩	410505	琴里			105010619	130601901				1	{"ownSign":[606]}	0	{}	20	19:30:00-21:39:00		1
105010617	1050106	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	108	精灵公寓1F	410104	十香			105010617	130601701				0	{"muchVariable":{105104:4}}	0	{}	20	21:00:00-21:39:00		1
105010601	1050106	1		0	0	ui/newCity/state/faver_zhixian_2.png			111	住宅					105010601	130600101				0	{"ownSign":[501]}	0	{}		20:20:00-22:00:00		1
105010602	1050106	1		0	0	ui/newCity/state/faver_zhixian_2.png			111	住宅					105010602	130600201				1	{"ownSign":[501]}	0	{}		20:20:00-22:00:00		1
																											
103010000	1030100	1	1030101												103010000	145100001				0	{}	0	{}		06:30:00-07:00:00	07:00:00	1
103010111	1030101	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	208	游乐场	410104	十香（校服）			103010111	145101101				0	{}	0	{}	10	07:00:00-09:00:00		1
103010112	1030101	1		0	0	ui/newCity/state/faver_zhixian_2.png			208	水上乐园					103010112	145101201				0	{}	0	{}	10	07:00:00-09:00:00		1
103010113	1030101	1		0	0	ui/newCity/state/faver_zhixian_2.png	ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	206	公园					103010113	145101301				0	{}	0	{}	10	07:00:00-09:00:00		1
103010114	1030101	1		0	0	ui/newCity/state/faver_zhixian_2.png			111	天空舰					103010114	145101401				0	{}	0	{}	10	07:00:00-09:00:00		1
103010115	1030101	1		0	0	ui/newCity/state/faver_zhixian_2.png			208	水上乐园					103010115	145101501				0	{}	0	{}	10	07:00:00-09:00:00		1
103010116	1030101	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	207	神社	420104	冈峰珠惠			103010116	145101601				1	{"muchVariable":{103101:8}}	0	{}	10	07:00:00-09:00:00		1
103010117	1030101	1		0	0	ui/newCity/state/faver_zhixian_2.png			103	玩偶店					103010117	145101701				0	{}	0	{}	10	07:00:00-09:00:00		1
103010118	1030101	1		0	0	ui/newCity/state/faver_zhixian_2.png			201	车站外景					103010118	145101801				1	{"ownSign":[101]}	0	{}	10	07:00:00-09:00:00		1
103010101	1030101	1	1030102	1	1		ui/newCity/state/faver_zhuxian_1.png	ui/newCity/state/faver_zhuxian_2.png	206	公园	410303	四糸乃（休闲装）			103010101	145100901				0	{}	0	{}		07:00:00-09:00:00	09:00:00	1
103010211	1030102	1		0	0	ui/newCity/state/faver_zhixian_2.png			105	豪华餐厅					103010211	145201101				1	{"ownSign":[103]}	0	{}	10	09:00:00-11:00:00		1
103010212	1030102	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	111	客厅	410104	十香（校服）			103010212	145201201				0	{}	0	{}	10	09:00:00-11:00:00		1
103010213	1030102	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	111	浴室	410505	琴里（指挥官）			103010213	145201301				0	{}	0	{}	10	09:00:00-11:00:00		1
103010214	1030102	1		0	0	ui/newCity/state/faver_zhixian_2.png			205	体育馆					103010214	145201401				1	{}	0	{}	10	09:00:00-11:00:00		1
103010215	1030102	1		0	0	ui/newCity/state/faver_zhixian_2.png			104	花店					103010215	145201501				1	{"ownSign":[102]}	0	{}	10	09:00:00-11:00:00		1
103010216	1030102	1		0	0	ui/newCity/state/faver_zhixian_2.png			203	学校					103010216	145201601				0	{}	0	{}	10	09:00:00-11:00:00		1
103010217	1030102	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	206	森林	410204	折纸（校服）			103010217	145201701				1	{}	0	{}	10	09:00:00-11:00:00		1
103010218	1030102	1		0	0	ui/newCity/state/faver_zhixian_2.png			112	小岛海边					103010218	145201801				0	{}	0	{}	10	09:00:00-11:00:00		1
103010201	1030102	1	1030103	1	1		ui/newCity/state/faver_zhuxian_1.png	ui/newCity/state/faver_zhuxian_2.png	203	学校	410303	四糸乃（休闲装）			103010201	145200901				0	{}	0	{}		09:00:00-11:00:00	11:00:00	1
103010311	1030103	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	202	学校走廊	410505	琴里（指挥官）			103010311	145301101				1	{"ownSign":[201]}	0	{}	10	11:00:00-13:00:00		1
103010312	1030103	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	204	学校天台	420103	殿町宏人			103010312	145301201				1	{}	0	{}	10	11:00:00-13:00:00		1
103010313	1030103	1		0	0	ui/newCity/state/faver_zhixian_2.png			111	客厅					103010313	145301301				0	{}	0	{}	10	11:00:00-13:00:00		1
103010314	1030103	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	111	客厅	410505	琴里（指挥官）			103010314	145301401				0	{}	0	{}	10	11:00:00-13:00:00		1
103010315	1030103	1		0	0	ui/newCity/state/faver_zhixian_2.png			206	森林					103010315	145301501				0	{}	0	{}	10	11:00:00-13:00:00		1
103010316	1030103	1		0	0	ui/newCity/state/faver_zhixian_2.png			207	神社					103010316	145301601				1	{"ownSign":[202]}	0	{}	10	11:00:00-13:00:00		1
103010317	1030103	1		0	0	ui/newCity/state/faver_zhixian_2.png			104	商业街					103010317	145301701				1	{"ownSign":[204]}	0	{}	10	11:00:00-13:00:00		1
103010318	1030103	1		0	0	ui/newCity/state/faver_zhixian_2.png			208	水族馆					103010318	145301801				1	{"muchVariable":{103101:20}}	0	{}	10	11:00:00-13:00:00		1
103010301	1030103	1	1030104	1	1		ui/newCity/state/faver_zhuxian_1.png	ui/newCity/state/faver_zhuxian_2.png	201	超市	410303	四糸乃（休闲装）			103010301	145300901				0	{}	0	{}		11:00:00-13:00:00	13:00:00	1
103010411	1030104	1		0	0	ui/newCity/state/faver_zhixian_2.png			102	购物中心					103010411	145401101				1	{"ownSign":[303]}	0	{}	10	13:00:00-15:00:00		1
103010412	1030104	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	105	美食街	410104	十香（校服）			103010412	145401201				0	{}	0	{}	10	13:00:00-15:00:00		1
103010413	1030104	1		0	0	ui/newCity/state/faver_zhixian_2.png			201	车站外景					103010413	145401301				1	{"muchVariable":{103101:24}}	0	{}	10	13:00:00-15:00:00		1
103010414	1030104	1		0	0	ui/newCity/state/faver_zhixian_2.png			111	街角					103010414	145401401				1	{"ownSign":[304],"muchVariable":{103102:22}}	0	{}	10	13:00:00-15:00:00		1
103010415	1030104	1		0	0	ui/newCity/state/faver_zhixian_2.png			208	游乐场					103010415	145401501				0	{}	0	{}	10	13:00:00-15:00:00		1
103010416	1030104	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	203	教室	410204	折纸（校服）			103010416	145401601				0	{}	0	{}	10	13:00:00-15:00:00		1
103010417	1030104	1		0	0	ui/newCity/state/faver_zhixian_2.png			201	内衣店					103010417	145401701				1	{"ownSign":[301]}	0	{}	10	13:00:00-15:00:00		1
103010418	1030104	1		0	0	ui/newCity/state/faver_zhixian_2.png			206	森林					103010418	145401801				1	{"ownSign":[302]}	0	{}	10	13:00:00-15:00:00		1
103010401	1030104	1	1030105	1	1		ui/newCity/state/faver_zhuxian_1.png	ui/newCity/state/faver_zhuxian_2.png	206	公园	410303	四糸乃（休闲装）			103010401	145400901				0	{}	0	{}		13:00:00-15:00:00	15:00:00	1
103010511	1030105	1		0	0	ui/newCity/state/faver_zhixian_2.png			205	体育馆					103010511	145501101				0	{}	0	{}	10	15:00:00-17:00:00		1
103010512	1030105	1		0	0	ui/newCity/state/faver_zhixian_2.png			103	玩偶店					103010512	145501201				0	{}	0	{}	10	15:00:00-17:00:00		1
103010513	1030105	1		0	0	ui/newCity/state/faver_zhixian_2.png			204	学校天台					103010513	145501301				1	{"ownSign":[203]}	0	{}	10	15:00:00-17:00:00		1
103010514	1030105	1		0	0	ui/newCity/state/faver_zhixian_2.png			208	水上乐园					103010514	145501401				1	{"ownSign":[402]}	0	{}	10	15:00:00-17:00:00		1
103010515	1030105	1		0	0	ui/newCity/state/faver_zhixian_2.png			105	豪华餐厅					103010515	145501501				1	{"ownSign":[405]}	0	{}	10	15:00:00-17:00:00		1
103010516	1030105	1		0	0	ui/newCity/state/faver_zhixian_2.png			201	内衣店					103010516	145501601				1	{"ownSign":[403]}	0	{}	10	15:00:00-17:00:00		1
103010517	1030105	1		0	0	ui/newCity/state/faver_zhixian_2.png			107	饮品店					103010517	145501701				0	{}	0	{}	10	15:00:00-17:00:00		1
103010518	1030105	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	111	浴室	410505	琴里（指挥官）			103010518	145501801				1	{"muchVariable":{103103:20}}	0	{}	10	15:00:00-17:00:00		1
103010501	1030105	1	1030106	1	1		ui/newCity/state/faver_zhuxian_1.png	ui/newCity/state/faver_zhuxian_2.png	201	超市	410303	四糸乃（休闲装）			103010501	145500901				0	{}	0	{}		15:00:00-17:00:00	17:00:00	1
103010611	1030106	1		0	0	ui/newCity/state/faver_zhixian_2.png			101	黄昏浴场					103010611	145601101				1	{"ownSign":[502]}	0	{}	10	17:00:00-19:00:00		1
103010612	1030106	1		0	0	ui/newCity/state/faver_zhixian_2.png			111	天空舰					103010612	145601201				0	{}	0	{}	10	17:00:00-19:00:00		1
103010613	1030106	1		0	0	ui/newCity/state/faver_zhixian_2.png			107	黄昏街道					103010613	145601301				0	{}	0	{}	10	17:00:00-19:00:00		1
103010614	1030106	1		0	0	ui/newCity/state/faver_zhixian_2.png			104	商业街					103010614	145601401				1	{"ownSign":[401]}	0	{}	10	17:00:00-19:00:00		1
103010615	1030106	1		0	0	ui/newCity/state/faver_zhixian_2.png			104	花店					103010615	145601501				1	{"ownSign":[503]}	0	{}	10	17:00:00-19:00:00		1
103010616	1030106	1		1	1		ui/newCity/state/faver_zhixian_1.png	ui/newCity/state/faver_zhixian_2.png	206	夜晚街道	410303	四糸乃（休闲装）			103010616	145601601				1	{"ownSign":[603],"muchVariable":{103102:28}}	0	{}	10	17:00:00-19:00:00		1
103010617	1030106	1		0	0	ui/newCity/state/faver_zhixian_2.png			201	超市					103010617	145601701				0	{}	0	{}	10	17:00:00-19:00:00		1
103010618	1030106	1		0	0	ui/newCity/state/faver_zhixian_2.png			112	夜晚沙滩					103010618	145601801				1	{"muchVariable":{103103:24}}	0	{}	10	17:00:00-19:00:00		1
103010601	1030106	1		0	0	ui/newCity/state/faver_zhixian_2.png			111	住宅					103010601	145600101				1	{"ownSign":[603],"muchVariable":{103102:18}}	0	{}		17:00:00-19:00:00		1
103010602	1030106	1		0	0	ui/newCity/state/faver_zhixian_2.png			208	游乐场					103010602	145600201				1	{"ownSign":[504],"muchVariable":{103101:16}}	0	{}		17:00:00-19:00:00		1
103010603	1030106	1		0	0	ui/newCity/state/faver_zhixian_2.png			111	住宅					103010603	145600301				0	{}	0	{}		17:00:00-19:00:00		1
