刷怪ID	关卡备注（策划看）	关卡备注（策划看）	怪物ID	朝向	怪池ID(怪池ID+怪池刷出怪物数量)	等级（通过skillEffect触发的怪物等级跟随召唤者）	波次	刷怪器类型(1-常规，即现有类型；2-循环，3-定时，4-极限)	刷怪轮数(以所有波次刷完为1轮)	定时(循环刷怪，极限刷怪的下一轮怪刷出的等待时间；定时刷怪刷出下一轮怪的间隔时间)	刷怪暂停条件类型(1-击杀能力检测，2-数量上限检测)	刷怪暂停条件类型参数(击杀能力检测填间隔时间，单位秒；数量上限检测填存活怪物数量上限)	刷怪位置（1随机刷新，2地图中心刷新，3地图左侧刷新，4地图右侧刷新）	是否预警	助战角色是否出现（0或不配时不刷新助战角色。1刷新助战角色）
511062		困难s5l13波4	3100-3100-3100-3120-3130-3140	4		35	1	1	1				1	0	1
															
511063		困难s5l14波1	2100-2100-2100-2110	2		35	1	1	1				1	0	
511064		困难s5l14波2	2100-2100-2110-2140	2		35	1	1	1				1	0	
511065		困难s5l14波3	2100-2100-2120-2120	4		35	1	1	1				1	0	
511066		困难s5l14波4	2100-2100-2120-2120-2130-2140	4		35	1	1	1				1	0	1
															
511067		困难s5l15波1	2100-2100-2110	2		35	1	1	1				1	0	
511068		困难s5l15波2	2100-2100-2120-2120	2		35	1	1	1				1	0	
511069		困难s5l15波3	2100-2100-2120-2150	4		35	1	1	1				1	0	
511070		困难s5l15波4	2100-2100-2110-2120-2130-2150	4		35	1	1	1				1	0	1
															
511071		困难s5l16波1	1110-1110-1110-1180	2		38	1	1	1				1	0	
511072		困难s5l16波2	1110-1110-1110-1120	2		38	1	1	1				1	0	
511073		困难s5l16波3	1110-1110-1150-1160-1180	4		38	1	1	1				1	0	
511074		困难s5l16波4	1110-1110-1110-1120-1160-1180	4		38	1	1	1				1	0	1
511075		困难s5l17波1	2100-2100-2100-2110	2		38	1	1	1				1	0	
511076		困难s5l17波2	2100-2100-2110-2150	2		38	1	1	1				1	0	
511077		困难s5l17波3	2100-2100-2100-2110-2130	4		38	1	1	1				1	0	
511078		困难s5l17波4	2100-2100-2100-2120-2130-2140	4		38	1	1	1				1	0	1
511079		困难s5l18波1	3100-3100-3100-3150	2		38	1	1	1				1	0	
511080		困难s5l18波2	3100-3100-3100-3110	2		38	1	1	1				1	0	
511081		困难s5l18波3	3100-3100-3120-3130-3150	4		38	1	1	1				1	0	
511082		困难s5l18波4	3100-3100-3100-3110-3130-3150	4		38	1	1	1				1	0	1
511083		困难s5l19波1	1110-1110-1110-1120-1160	2		38	1	1	1				1	0	
511084		困难s5l19波2	1110-1110-1150-1170-1120	2		38	1	1	1				1	0	
511085		困难s5l19波3	1110-1110-1120-1120-1160	4		38	1	1	1				1	0	1
511086		困难s5l19波4	1110-1110-1120-1120-1160-1170	4		38	1	1	1				1	0	
511087		困难s5l20波1	2100-2100-2100-2110	2		38	1	1	1				1	0	
511088		困难s5l20波2	2100-2100-2120-2140	2		38	1	1	1				1	0	
511089		困难s5l20波3	2100-2100-2110-2110-2130	4		38	1	1	1				1	0	
511090		困难s5l20波4	2100-2100-2110-2110-2130-2140	4		38	1	1	1				1	0	1
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
512011	第五章噩梦	噩梦5-1简单波1	2210-2210-2210-2250-2250	2		32	1	1	1				1	0	
512012		噩梦5-1简单波2	2230-2230-2230-2210-2210	2		32	1	1	1				1	0	
512013		噩梦5-1简单波3	2240-2240-2220-2220-2230	2		32	1	1	1				1	0	1
512014		噩梦5-1简单波4	2210-2210-2230-2230-2240-2220	2		32	1	1	1				1	0	
															
512016		噩梦5-2简单波1	1210-1210-1270-1270-1270	2		32	1	1	1				1	0	
512017		噩梦5-2简单波2	1260-1260-1250-1250-1280	2		32	1	1	1				1	0	
512018		噩梦5-2简单波3	1260-1260-1210-1270-1250-1210	2		32	1	1	1				1	0	
512019		噩梦5-2简单波4	1260-1260-1260-1250-1250-1220	2		32	1	1	1				1	0	1
															
512020		噩梦5-3简单波1	2240-2240-1220-1220	2		32	1	1	1				1	0	
512021		噩梦5-3简单波2	2230-2230-2210-2210-2210	2		32	1	1	1				1	0	
512022		噩梦5-3简单波3	1260-1260-1250-1250-1270	2		32	1	1	1				1	0	
512023		噩梦5-3简单波4	2240-2240-1270-1270-1220	2		32	1	1	1				1	0	
512024		噩梦5-3简单波5	2250-2250-2210-2210-2240	2		32	1	1	1				1	0	1
															
522011		噩梦5-4简单波1	1210-1210-1270-1280-1210-1280	2		34	1	1	1				1	0	
522012		噩梦5-4简单波2	1260-1260-1220-1220-1260-1250	2		34	1	1	1				1	0	
522013		噩梦5-4简单波3	1260-1260-1270-1210-1220-1210	2		34	1	1	1				1	0	
522014		噩梦5-4简单波4	1260-1270-1280-1250-1210-1210	2		34	1	1	1				1	0	1
															
522016		噩梦5-5简单波1	1260-1260-1260-1220-1220	2		34	1	1	1				1	0	
522017		噩梦5-5简单波2	2240-2240-2200-2200-2220	2		34	1	1	1				1	0	
522018		噩梦5-5简单波3	2230-2230-1270-1270-1250	2		34	1	1	1				1	0	
522019		噩梦5-5简单波4	2250-2250-1210-1210-1210	2		34	1	1	1				1	0	
522020		噩梦5-5简单波5	1280-1270-2230-2200-2200	2		34	1	1	1				1	0	1
															
522022		噩梦5-6简单波1	2210-2210-2220-2240-2240-2250	2		34	1	1	1				1	0	
522023		噩梦5-6简单波2	2230-2230-2230-2200-2200-2210	2		34	1	1	1				1	0	
522024		噩梦5-6简单波3	2240-2240-2220-2220-2230-2200	2		34	1	1	1				1	0	
522025		噩梦5-6简单波4	2210-2210-2230-2250-2250-2220	2		34	1	1	1				1	0	1
															
532011		噩梦5-7简单波1	3200-3200-3200	2		37	1	1	1				1	0	
532012		噩梦5-7简单波2	3230-3230-3230	2		37	1	1	1				1	0	
532013		噩梦5-7简单波3	3230-3240-3250	2		37	1	1	1				1	0	
532014		噩梦5-7简单波4	3240-3240-3230	2		37	1	1	1				1	0	1
															
532016		噩梦5-8简单波1	3230-3230-3230-3210-3210	2		37	1	1	1				1	0	
532017		噩梦5-8简单波2	3240-3240-3200-3220-3220	2		37	1	1	1				1	0	
532018		噩梦5-8简单波3	3230-3240-3250-3200-3210-3220	2		37	1	1	1				1	0	
532019		噩梦5-8简单波4	3200-3200-3230-3220-3240-3250	2		37	1	1	1				1	0	1
															
532021		噩梦5-9简单波1	2200-2200-2200-3240-3240-3250	2		37	1	1	1				1	0	
532022		噩梦5-9简单波2	2240-2240-2230-3210-3210-3220	2		37	1	1	1				1	0	
532023		噩梦5-9简单波3	2210-2210-2220-3230-3230-3250	2		37	1	1	1				1	0	
532024		噩梦5-9简单波4	2230-2230-2200-3240-3240-3250	2		37	1	1	1				1	0	1
															
542011		噩梦5-10简单波1	1210-1210-3240-3250-3210	2		39	1	1	1				1	0	
542012		噩梦5-10简单波2	3200-3200-1270-3240-3240	2		39	1	1	1				1	0	
542013		噩梦5-10简单波3	3250-3250-1210-1210-1220	2		39	1	1	1				1	0	1
542014		噩梦5-10简单波4	3210-3210-3240-3240-3250	2		39	1	1	1				1	0	
542015		噩梦5-10简单波5	1260-1260-3220-3210-3210	2		39	1	1	1				1	0	
															
542017		噩梦5-11简单波1	1260-1260-2220-2220	2		39	1	1	1				1	0	
542018		噩梦5-11简单波2	2240-2240-1250-1250-2230	2		39	1	1	1				1	0	
542019		噩梦5-11简单波3	2230-2230-2230-1220-1050	2		39	1	1	1				1	0	
542020		噩梦5-11简单波4	2210-2210-1260-1260-1260	2		39	1	1	1				1	0	
542021		噩梦5-11简单波5	2240-2230-2250-1210-1210-1220	2		39	1	1	1				1	0	1
															
542023		噩梦5-12简单波1	3230-3240-3250-3200-3210-3220	2		39	1	1	1				1	0	
542024		噩梦5-12简单波2	3200-3200-3200-3240-3240-3250	2		39	1	1	1				1	0	
542025		噩梦5-12简单波3	640301-3240-3240	2		39	1	1	1				1	0	1
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
100001		召唤地雷	10002	2											
100002		高阶能量远程	4010	2											
				2											
				2											
				2											
				2											
1	测试关卡		24001	2		1	1	1	1				4	0	
2	测试关卡		25001	2		1	1	1	1				4	1	
3	测试关卡		26001	2		1	1	1	1				4	1	
4	测试关卡		27001	2		1	1	1	1				4	0	
5	测试关卡		28001	2		1	1	1	1				4	0	
6	测试关卡		1050	2		1	1	1	1				4	0	
7	测试关卡		1060	2		1	1	1	1				4	0	
8	测试关卡		1070	2		1	1	1	1				4	0	
9	测试关卡		1080-1010-1010-1010	2		1	1	1	1				4	1	
				2											
				2											
				2											
				2											
				2											
2000010		经验1	2101-2101-2121-2121	2		10	1	1	1				1	0	
2000011		经验1	2101-2101-2101-2131-2140-2140	2		10	1	1					1	0	
2000012		经验1	2121-2121-2161	2		10	1	1					4	1	
2000013		经验2	2101-2101-2131-2131	2		20	1	1	1				1	0	
2000014		经验2	2121-2121-2140-2140	2		20	1	1					1	0	
2000015		经验2	2151-2151-2201-2201-2161	2		20	1-1-1-1-2	1					4	0-0-0-0-1	
2000016		经验3	2131-2131-2221-2221	2		33	1	1	1				1	0	
2000017		经验3	2221-2201-2131	2		33	1	3	2	1000			1	0	
2000018		经验3	2240-2240-2201-2201-2261	2		33	1	1					4	1	
2000019		经验4	2231-2231-2231-2231-2221-2221	2		44	1	1	1				1	0	
2000020		经验4	2240-2240-2221-2221	2		44	1	4	1	1250			1	0	
2000021		经验4	2201-2201-2251-2251-2261	2		44	1	1					4	1	
2000022		金币1	3111-3111-3101-3101	2		14	1	1	1				1	0	
2000023		金币1	3101-3101-3131-3131-3121-3121	2		14	1	1					1	0	
2000024		金币1	3131-3131-3121-3121-2161	2		14	1	1					4	1	
2000025		金币2	3111-3111-3131-3131-3101-3101	2		23	1	1	1				1	0	
2000026		金币2	3121-3121-3131-3131	2		23	1	1					1	0	
2000027		金币2	3101-3101-3221-3221-2161	2		23	1-1-1-1-2	1					4	0-0-0-0-1	
2000028		金币3	3131-3111	2		36	1	3	2	1000			1	0	
2000029		金币3	3211-3211-3201-3201	2		36	1	4	2	1250			1	0	
2000030		金币3	3221-3221-3231-3231-2261	2		36	1	1					4	1	
2000031		金币4	3231-3231-3211-3211-3201-3201	2		48	1	1	1				1	0	
2000032		金币4	3221-3221-3231-3231	2		48	1	4	1	1250			1	0	
2000033		金币4	3221-3221-3231-3231-2261	2		48	1	1					4	1	
2000034		资源1	1111-1111-1161-1161	2		18	1	1	1				1	0	
2000035		资源1	1111-1111-1171-1181	2		18	1	1					1	0	
2000036		资源1	1181-1171-1161-1161-20101	2		18	1	1					4	1	
2000037		资源2	1121-1151-1161-1161-1111-1111	2		29	1	1	1				1	0	
2000038		资源2	1181-1181-1211-1211	2		29	1	1					1	0	
2000039		资源2	1161-1161-1221-1221-20101	2		29	1-1-1-1-2	1					4	0-0-0-0-1	
2000040		资源3	1181-1181-1211-1211	2		40	1	1	1				1	0	
2000041		资源3	1211-1261-1271	2		40	1	3	2	1000			1	0	
2000042		资源3	1171-1171-1211-1211-20201	2		40	1	1					4	1	
2000043		资源4	1251-1221-1261-1261	2		55	1	1	1				1	0	
2000044		资源4	1271-1281-1261-1261-1211-1211	2		55	1	4	1	1250			1	0	
2000045		资源4	1281-1281-1261-1261-20201	2		55	1	1					4	1	
2000101		质点周一1	1111-1111-1121-1121	2		16	1	1	1				1	0	
2000102		质点周一1	1181-1181-2101-2101	2		16	1	1					1	0	
2000103		质点周一1	1161-1161-2121-2121-50401	2		16	1	1					4	1	
2000104		质点周一2	2140-2140-1121-1121	2		27	1	1	1				1	0	
2000105		质点周一2	1161-1161-2121-2121	2		27	1	1					1	0	
2000106		质点周一2	1251-1251-2131-2131-50402	2		27	1	1					4	1	
2000107		质点周一3	1161-1161-2131-2131	2		38	1	1	1				1	0	
2000108		质点周一3	1221-2140-2140	2		38	1	3	2	1000			1	0	
2000109		质点周一3	2221-2221-1281-1281-50403	2		38	1	1					4	1	
2000110		质点周一4	1271-1271-2201-2201-2231-2231	2		51	1	1	1				1	0	
2000111		质点周一4	1261-1261-2251-2251	2		51	1	4	1	1250			1	0	
2000112		质点周一4	2240-2240-1281-1271-50404	2		51	1	1					4	1	
2000113		质点周二1	3131-3131-3111-3111	2		16	1	1	1				1	0	
2000114		质点周二1	3101-3101-2151-2151	2		16	1	4	1	1250			1	0	
2000115		质点周二1	2131-2131-3121-3121-50501	2		16	1	1					4	1	
2000116		质点周二2	3101-3101-2140-2140	2		27	1	1	1				1	0	
2000117		质点周二2	2131-2131-3111-3111	2		27	1	4	1	1250			1	0	
2000118		质点周二2	3221-3221-50502	2		27	1	1					4	1	
2000119		质点周二3	2131-2131-2251-2221	2		38	1	1	1				1	0	
2000120		质点周二3	3131-3131-2221	2		38	1	3	2	1000			1	0	
2000121		质点周二3	2231-2231-3211-3211-50503	2		38	1	1					4	1	
2000122		质点周二4	2240-2240-3221-3221	2		51	1	1	1				1	0	
2000123		质点周二4	3231-3231-2251-2251	2		51	1	4	1	1250			1	0	
2000124		质点周二4	2231-2231-3211-3211-50504	2		51	1	1					4	1	
2000125		质点周三1	1111-1111-1171-1171	2		16	1	1	1				1	0	
2000126		质点周三1	3131-3131-3111-3111	2		16	1	1					1	0	
2000127		质点周三1	1181-1181-3101-3101-50101	2		16	1	1					4	1	
2000128		质点周三2	1171-1171-3101-3101	2		27	1	1	1				1	0	
2000129		质点周三2	1161-1161-3111-3111	2		27	1	4	1	1250			1	0	
2000130		质点周三2	3131-3131-1181-1181-50102	2		27	1	1					4	1	
2000131		质点周三3	3221-3221-3131-3131	2		38	1	1	1				1	0	
2000132		质点周三3	1171-1211-1261	2		38	1	3	2	1000			1	0	
2000133		质点周三3	3211-3211-3231-3231-50103	2		38	1	1					4	1	
2000134		质点周三4	3231-3231-1281-1281	2		51	1	1	1				1	0	
2000135		质点周三4	3221-3221-1261-1261	2		51	1	4	1	1250			1	0	
2000136		质点周三4	3231-3231-1271-1271-50104	2		51	1	1					4	1	
2000137		质点周四1	3101-3101-1181-1181	2		16	1	1	1				1	0	
2000138		质点周四1	3111-3111-1161-1161	2		16	1	4	1	1250			1	0	
2000139		质点周四1	3131-3131-3121-3121-50601	2		16	1	1					4	1	
2000140		质点周四2	3111-1161	2		27	1	3	2	750			1	0	
2000141		质点周四2	3131-3131-3121-3121	2		27	1	1					1	0	
2000142		质点周四2	1161-1161-1271-1271-50602	2		27	1-1-1-1-2	1					4	0-0-0-0-1	
2000143		质点周四3	3201-3201-1181-1181	2		38	1	1	1				1	0	
2000144		质点周四3	1221-3231	2		38	1	3	2	750			1	0	
2000145		质点周四3	1261-1261-3211-3211-50603	2		38	1	1					4	1	
2000146		质点周四4	1281-1281-1261-1261	2		51	1	1	1				1	0	
2000147		质点周四4	3231-3231-3211-3211	2		51	1	4	1	1250			1	0	
2000148		质点周四4	1271-1271-3231-3231-50604	2		51	1	1					4	1	
2000149		质点周五1	2131-2131-2101-2101-2121-2121	2		16	1	1	1				1	0	
2000150		质点周五1	3131-3131-3111-3111	2		16	1	1					1	0	
2000151		质点周五1	3121-3121-2140-2140-50201	2		16	1	1					4	1	
2000152		质点周五2	3101-3101-2151-2151	2		27	1	1	1				1	0	
2000153		质点周五2	3111-2131	2		27	1	3	2	750			1	0	
2000154		质点周五2	3221-3221-50202	2		27	1	1					4	1	
2000155		质点周五3	2140-2140-3211-3211	2		38	1	1	1				1	0	
2000156		质点周五3	3221-2231-2201	2		38	1	3	2	1250			1	0	
2000157		质点周五3	2251-2251-3101-3101-50203	2		38	1	1					4	1	
2000158		质点周五4	3231-3231-2231-2231	2		51	1	1	1				1	0	
2000159		质点周五4	2240-2240-2251-2251	2		51	1	4	1	1250			1	0	
2000160		质点周五4	3221-3221-3201-3201-50204	2		51	1	1					4	1	
2000161		质点周六七1	2101-2101-2101-2101-1171-1171	2		16	1	1	1				1	0	
2000162		质点周六七1	2151-2151-1111-1111	2		16	1	1					1	0	
2000163		质点周六七1	2140-2140-1181-1181-50701	2		16	1	1					4	1	
2000164		质点周六七2	2121-2121-1161-1161	2		27	1	1	1				1	0	
2000165		质点周六七2	2131-2131	2		27	1	3	3	1500			1	0	
2000166		质点周六七2	1281-1281-50702	2		27	1	1					4	1	
2000167		质点周六七3	2131-2131-1221-1221	2		38	1	1	1				1	0	
2000168		质点周六七3	1181-2221	2		38	1	3	2	750			1	0	
2000169		质点周六七3	2240-2240-1271-1271-50703	2		38	1	1					4	1	
2000170		质点周六七4	1271-2231-2231	2		51	1	3	2	1000			1	0	
2000171		质点周六七4	2251-2251-1261-1261	2		51	1	1					1	0	
2000172		质点周六七4	2240-2240-1281-1281-50704	2		51	1	1					4	1	
				2											
				2											
				2											
				2											
				2											
				2											
				2											
				2											
				2											
1001001	1001	第1章简单	1010-1010-1020	2		7	1	1	1				1	0	
1001002	1001	第1章简单	1010-1010-1020-1050	2		7	1	1	1				1	1	
1001003	1002	第1章简单	1020-1020-1010-1010	2		7	1	1	1				1	0	
1001004	1002	第1章简单	1050-1050-1010-1060	2		7	1	1	1				1	1	
1001005	1003	第1章简单	1010-1010-1020-1070	2		7	1	1	1				1	0	
1001006	1003	第1章简单	1060-1011-1050	2		7	1	2	2	1250			1	0	
1001007	1003	第1章简单	1060-1010-1080-1020-1010	2		7	1	1	1				1	1	
1001008	1004	第1章简单	1011-1011-1020-1080-1050-1061-1011	2		8	1-1-1-2-2-2-2	2	100	1250			1	0	
1001009	1004	第1章简单		2		8	1	1	1				1	1	
1001010	1005	第1章简单	1060-1011-1011-1050-1020	2		8	1	1	1				1	0	
1001011	1005	第1章简单	1060-1060-1051-1050	2		8	1	1	1				1	0	
1001012	1005	第1章简单	1081-1070-1011-1010-20001	2		8	1-1-1-1-2	1	1				4	0-0-0-0-1	
1001013	1006	第1章简单	2000-2000-2001-2030	2		8	1	1	1				1	0	
1001014	1006	第1章简单	2030-2030-2020-2020-2021	2		8	1	1	1				1	1	
1001015	1007	第1章简单	2000-2000-2040-2040	2		8	1	1	1				1	0	
1001016	1007	第1章简单	2001-2001-2020-2050	2		8	1	1	1				1	0	
1001017	1007	第1章简单	2000-2001-2020-2000-2001-2040-2040	2		8	1-1-1-2-2-2-2	1	1				1	0-0-0-1-1-1-1	
1001018	1008	第1章简单	2000-2000-2020-2050	2		8	1	1	1				1	0	
1001019	1008	第1章简单	2030-2001	2		8	1	3	3	1250			1	0	
1001020	1008	第1章简单	2000-2000-2001-2040-2020-2050	2		8	1	1	1				1	1	
1001021	1009	第1章简单	2002-2002-2032-2021-2051	2		8	1	4	100	1750			1	0	
1001022	1009	第1章简单		2		8	1	1	1				1	1	
1001023	1010	第1章简单	2000-2000-2001-2040-2040	2		9	1	1	1				1	0	
1001024	1010	第1章简单	2000-2001-2031-2050-2060	2		9	1-1-1-1-2	1	1				4	0-0-0-0-1	
1001025	1011	第1章简单		2		0	1	1	1				1	0	
1001026	1011	第1章简单		2		0	1	1	1				1	1	
1001027	1012	第1章简单		2		0	1	1	1				1	0	
1001028	1012	第1章简单		2		0	1	1	1				1	1	
1001029	1013	第1章简单		2		0	1	1	1				1	0	
1001030	1013	第1章简单		2		0	1	1	1				1	1	
1001031	1014	第1章简单		2		0	1	1	1				1	0	
1001032	1014	第1章简单		2		0	1	1	1				1	0	
1001033	1014	第1章简单		2		0	1	1	1				1	1	
1001034	1015	第1章简单		2		0	1	1	1				1	0	
1001035	1015	第1章简单		2		0	1	1	1				1	0	
1001036	1015	第1章简单		2		0	1	1	1				4	1	
1101001	1001	第1章困难	1110-1110-1170-1170	2		16	1	1	1				1	0	
1101002	1001	第1章困难	1110-1110-1111-1180-1180	2		16	1	1	1				1	1	
1101003	1002	第1章困难	1110-1110-1170-1170	2		17	1	1	1				1	0	
1101004	1002	第1章困难	1160-1160-1150-1150-1111-1111-1170-1170	2		17	1-1-1-1-2-2-2-2	1	1				1	0-0-0-0-1-1-1-1	
1101005	1003	第1章困难	1110-1110-1121-1121	2		17	1	1	1				1	0	
1101006	1003	第1章困难	1180-1111	2		17	1	3	2	1250			1	0	
1101007	1003	第1章困难	1163-1163-1121-1121	2		17	1	1	1				1	1	
1101008	1004	第1章困难	1110-1150-1160-1180	2		18	1	4	2	1250			1	0	
1101009	1004	第1章困难	1111-1111-1170-1180	2		18	1	4	2	1250			1	1	
1101010	1005	第1章困难	1160-1110-1120-1170	2		18	1	1	1				1	0	
1101011	1005	第1章困难	1160-1110-1111-1111-1180-1180	2		18	1	1	1				1	0	
1101012	1005	第1章困难	1110-1160-1120-1170-50202	2		18	1-1-1-1-2	1	1				4	0-0-0-0-1	
1101013	1006	第1章困难	2100-2100-2100-2130-2150-2150	2		18	1	1	1				1	0	
1101014	1006	第1章困难	2140-2140-2120-2120	2		18	1	4	1	1500			1	1	
1101015	1007	第1章困难	2102-2102-2121	2		18	1	3	100	2750	2	4	1	0	
1101016	1007	第1章困难		2		18	1	1	1				1	0	
1101017	1007	第1章困难		2		18	1	1	1				1	1	
1101018	1008	第1章困难	2140-2140-2100-2100	2		18	1	1	1				1	0	
1101019	1008	第1章困难	2130-2100-2150-2120	2		18	1	1	1				1	0	
1101020	1008	第1章困难	2140-2140-2120-2120	2		18	1	4	1	1500			1	1	
1101021	1009	第1章困难	2130-2120	2		18	1	3	3	1250			1	0	
1101022	1009	第1章困难	2100-2100-2101-2130-2140-2140	2		18	1	1	1				1	1	
1101023	1010	第1章困难	2100-2100-2150-2150	2		19	1	1	1				1	0	
1101024	1010	第1章困难	2140-2140-2120-2120-2160	2		19	1-1-1-1-1-2	1	1				4	0-0-0-0-0-1	
1101025	1011	第1章困难		2		0	1	1	1				1	0	
1101026	1011	第1章困难		2		0	1	1	1				1	1	
1101027	1012	第1章困难		2		0	1	1	1				1	0	
1101028	1012	第1章困难		2		0	1	1	1				1	1	
1101029	1013	第1章困难		2		0	1	1	1				1	0	
1101030	1013	第1章困难		2		0	1	1	1				1	1	
1101031	1014	第1章困难		2		0	1	1	1				1	0	
1101032	1014	第1章困难		2		0	1	1	1				1	0	
1101033	1014	第1章困难		2		0	1	1	1				1	1	
1101034	1015	第1章困难		2		0	1	1	1				1	0	
1101035	1015	第1章困难		2		0	1	1	1				1	0	
1101036	1015	第1章困难		2		0	1	1	1				4	1	
1201001	1001	第1章地狱	1213-1213-1271-1271	2		27	1	4	2	1250			1	0	
1201002	1001	第1章地狱	1263-1263-1251-1251	2		27	1	2	2	1250			1	1	
1201003	1002	第1章地狱	1210-1260-1220-1280-1280	2		27	1	1	1				1	0	
1201004	1002	第1章地狱	1210-1260-1270-1250-1280	2		27	1	1	1				1	1	
1201005	1003	第1章地狱	1210-1260-1220-1270	2		27	1	1	1				1	0	
1201006	1003	第1章地狱	1210-1260-1250-1280	2		27	1	4	2	1250			1	0	
1201007	1003	第1章地狱	1210-1210-1270-1280	2		27	1	1	1				1	1	
1201008	1004	第1章地狱	1211-1261-1280	2		28	1	3	100	2750	2	4	1	0	
1201009	1004	第1章地狱		2		28	1	1	1				1	1	
1201010	1005	第1章地狱	1260-1260-1221-1221	2		28	1	1	1				1	0	
1201011	1005	第1章地狱	1211-1211-1280-1280	2		28	1	1	1				1	0	
1201012	1005	第1章地狱	1260-1260-1250-1250-1270-1270-50203	2		28	1-1-1-1-2-2-2	1	1				1	0-0-0-0-1-1-1	
1201013	1006	第1章地狱	2230-2230-2200-2200	2		28	1	1	1				1	0	
1201014	1006	第1章地狱	2240-2240-2220-2220	2		28	1	1	1				1	1	
1201015	1007	第1章地狱	2200-2200-2250-2250	2		30	1	1	1				1	0	
1201016	1007	第1章地狱	2200-2200-2240-2240	2		30	1	1	1				1	0	
1201017	1007	第1章地狱	2230-2230-2220-2220	2		30	1	4	1	1250			1	1	
1201018	1008	第1章地狱	2232-2232-2202-2202	2		30	1	1	1				1	0	
1201019	1008	第1章地狱	2240-2240-2221-2221	2		30	1	2	100	2750			1	0	
1201020	1008	第1章地狱		2		30	1	1	1				1	1	
1201021	1009	第1章地狱	2202-2202-2251-2251	2		30	1	1	1				1	0	
1201022	1009	第1章地狱	2202-2202-2240-2240	2		30	1	4	100	1250			1	1	
1201023	1010	第1章地狱	2230-2230-2220-2220	2		31	1	1	1				1	0	
1201024	1010	第1章地狱	2201-2201-2250-2250-2240-2240-2260	2		31	1-1-1-1-2-2-2	1	1				1	0-0-0-0-1-1-1	
1201025	1011	第1章地狱		2		0	1	1	1				1	0	
1201026	1011	第1章地狱		2		0	1	1	1				1	1	
1201027	1012	第1章地狱		2		0	1	1	1				1	0	
1201028	1012	第1章地狱		2		0	1	1	1				1	1	
1201029	1013	第1章地狱		2		0	1	1	1				1	0	
1201030	1013	第1章地狱		2		0	1	1	1				1	1	
1201031	1014	第1章地狱		2		0	1	1	1				1	0	
1201032	1014	第1章地狱		2		0	1	1	1				1	0	
1201033	1014	第1章地狱		2		0	1	1	1				1	1	
1201034	1015	第1章地狱		2		0	1	1	1				1	0	
1201035	1015	第1章地狱		2		0	1	1	1				1	0	
1201036	1015	第1章地狱		2		0	1	1	1				1	1	
1002001	2001	第2章简单	40101	2		9	1	1	1				1	0	
1002002	2001	第2章简单	2040-2040-2021-2021	2		9	1	1	1				1	0	
1002003	2001	第2章简单	2000-2001-2030	2		9	1	3	2	1250			1	1	
1002004	2002	第2章简单	40009	2		9	1	1	1				1	0	
1002005	2002	第2章简单	1010-1010-1060-1021-1051	2		9	1	1	1				1	0	
1002006	2002	第2章简单	1010-1010-1011-1070-1081	2		9	1	1	1				1	1	
1002007	2003	第2章简单	1010-1060-1061-1021-1050	2		10	1	1	1				1	0	
1002008	2003	第2章简单	2000-2000-2020-2050	2		10	1	4	2	1250			1	1	
1002009	2004	第2章简单	2000-2000-2001-2040-2040	2		10	1	1	1				1	0	
1002010	2004	第2章简单	1010-1010-1020-1051	2		10	1	1	1				1	0	
1002011	2004	第2章简单	1010-1010-1011-1060-1021-1080	2		10	1	1	1				1	1	
1002012	2005	第2章简单	2002-2002-2041-2041	2		10	1	1	1				1	0	
1002013	2005	第2章简单	1010-1011-1070-1080	2		10	1	3	2	5250			1	1	
1002014	2006	第2章简单	1010-1011-1060-1070-1050	2		11	1	1	1				1	0	
1002015	2006	第2章简单	2000-2000-2001-2030-2020-2051	2		11	1	1	1				1	1	
1002016	2007	第2章简单	1011-1011-1061-1020-1080	2		11	1	4	100	1250			1	0	
1002017	2007	第2章简单	1011-1011-1060-1070-1050	2		11	1	1	1				1	1	
1002018	2008	第2章简单	2000-2001-2040-2040-2020-2021	2		11	1	1	1				1	0	
1002019	2008	第2章简单	1060-1060-1020-1021-1011-1011-1080-1081	2		11	1-1-1-1-2-2-2-2	1	1				1	0-0-0-0-1-1-1-1	
1002020	2009	第2章简单	2000-2001-2040-2041	2		12	1	1	1				1	0	
1002021	2009	第2章简单	2001-2030-2020-2050	2		12	1	1	1				1	0	
