	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	额外奖励
145100922	103010101	1	{}		100	四糸奈	说起这个，%s小哥，对于新家我们什么都不知道呢。	1	{}				{}					145100923				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145100923	103010101	1	{}		100	四糸乃	确实不知道……但是，我，我不感觉害怕。	1	{}				{}					145100924				1			id_normal_12						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145100924	103010101	1	{}		100	四糸奈	喔，%s小哥是好人啦，四糸乃不担心是正确的哦。	1	{}				{}					145100925				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145100925	103010101	1	{}		100	1	放心吧，你一定会喜欢这个家的！	1	{}				{}					145100926				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100926	103010101	1	{}		100		 	1	{}				{}					145100927						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145100927	103010101	1	{}		100		我们正闲聊着，琴里忽然打来了电话。	1	{}				{}					145100928													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100928	103010101	1	{}		100		 	1	{}				{}					145100929													{}											{}											{}							scene/bg/bg_jietou2.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145100929	103010101	1	{}		100	五河琴里	都已经快9点了，还没把四糸乃送回家吗？	1	{}				{}					145100930													{}											{}											{}				effect/dianhua/dianhua	dianhua	1				1.3	15	{"x":170,"y":0}	sound/bgm/date_002.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145100930	103010101	1	{}		100	1	现在应该是商场附近吧……	1	{}				{}					145100931													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100931	103010101	1	{}		100	五河琴里	你怎么这么慢，不怕上学迟到吗？	1	{}				{}					145100932													{}											{}											{}				effect/dianhua/dianhua	dianhua	1						{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145100932	103010101	1	{}		100	1	抱歉啊，路上耽搁了一下。	1	{}				{}					145100933													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100933	103010101	1	{}		100	五河琴里	没办法的话，只好这样了……	1	{}				{}					145100934													{}											{}											{}				effect/dianhua/dianhua	dianhua	1						{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145100934	103010101	1	{}		100	五河琴里	笨蛋老哥，你把电话交给神无月吧。	1	{}				{}				1	145100935													{}											{}											{}				effect/dianhua/dianhua	dianhua	1						{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145100935	103010101	1	{}		100		 	1	{}				{}					145100936-145100940-145100946	5												{}											{}											{}							scene/bg/bg_jietou2.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145100936	103010101	1	{}		100		于是，我将电话贴在了神无月先生的耳旁。	1	{}				{}					145100937	1												{}											{}											{}							scene/bg/bg_jietou2.png				-1	{}	sound/bgm/date_002.mp3																{}	{}					{}	{"quality":{103101:4}}		{}					{}	{}	{}	{}
145100937	103010101	1	{}		100	神无月恭平	好的司令，有什么吩咐。	1	{}				{}					145100938													{}											{}											{}												{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145100938	103010101	1	{}		100	神无月恭平	用那个办法倒是没问题，但作为奖励的话……	1	{}				{}					145100939													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100939	103010101	1	{}		100	神无月恭平	哟嚯！竟然答应了吗！为了能看到司令诱人的泳装，我一定会完成任务的。	1	{}				{}					145100953													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100940	103010101	1	{}		100	1	你要让神无月先生干什么。	1	{}				{}					145100941	1												{}											{}											{}							scene/bg/bg_jietou2.png				-1	{}																	{}	{}					{}	{"quality":{103101:2,103102:2}}		{}					{}	{}	{}	{}
145100941	103010101	1	{}		100	五河琴里	哈？当然是让他准时送你去学校了。	1	{}				{}					145100942													{}											{}											{}				effect/dianhua/dianhua	dianhua	1						{}	sound/bgm/date_002.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145100942	103010101	1	{}		100	1	啊？该不会要用什么奇怪的办法吧？	1	{}				{}					145100943													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100943	103010101	1	{}		100	五河琴里	啰嗦！我直打给他好了。	1	{}				{}					145100944													{}											{}											{}				effect/dianhua/dianhua	dianhua	1						{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145100944	103010101	1	{}		100		这时候，神无月的电话响了起来，在说了几句话后，他就激动了起来。	1	{}				{}					145100945													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100945	103010101	1	{}		100	神无月恭平	当然，司令的命令，赴汤蹈火，在所不辞。	1	{}				{}					145100953													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100946	103010101	1	{}		100	1	嗯？难道神无月先生有让我准时到达学校的办法？	1	{}				{}					145100947	1												{}											{}											{}							scene/bg/bg_jietou2.png				-1	{}																	{}	{}					{}	{"quality":{103102:2,103103:2}}		{}					{}	{}	{}	{}
145100947	103010101	1	{}		100	五河琴里	没错，所以快把电话给他吧。	1	{}				{}					145100948													{}											{}											{}				effect/dianhua/dianhua	dianhua	1						{}	sound/bgm/date_002.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145100948	103010101	1	{}		100		于是，我把电话递给了神无月先生。	1	{}				{}					145100949													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100949	103010101	1	{}		100	神无月恭平	是司令说的哦，无论付出什么代价。	1	{}				{}					145100950													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100950	103010101	1	{}		100	神无月恭平	但作为奖励的话……	1	{}				{}					145100951													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100951	103010101	1	{}		100	神无月恭平	哟嚯！竟然答应了吗！这样就可以看到司令完美的一面了，冲呀！	1	{}				{}					145100952													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100952	103010101	1	{}		100	1	冷静一点，神无月先生！	1	{}				{}					145100953													{}											{}											{}		0.1-7-12-5-0.028	4									{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100953	103010101	1	{}		100		似乎是受到了极大的激励，神无月忽然就变得无比激动起来。	1	{}				{}					145100954													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100954	103010101	1	{}		100	神无月恭平	来吧%s，安全带要绑紧了，后面的二位也要抓牢哟！	1	{}				{}					145100955													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100955	103010101	1	{}		100		 	1	{}				{}					145100956													{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145100956	103010101	1	{}		100		 	1	{}				{}					145100957													{}											{}											{}							scene/bg/bg_jietou2.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145100957	103010101	1	{}		100		神无月幅度夸张地踩住了油门，然后我感觉到汽车的速度开始飙升。	1	{}				{}					145100958													{}											{}											{}										1.3	15	{"x":170,"y":0}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145100958	103010101	1	{}		100	1	呜哇——	1	{}				{}					145100959													{}											{}											{}		0.1-7-12-5-0.028	4									{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100959	103010101	1	{}		100		我整个人被惯性牢牢钉死在座位上，动弹不得。	1	{}				{}					145100960													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100960	103010101	1	{}		100	1	神无月先生！这也太快了吧！	1	{}				{}					145100961													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100961	103010101	1	{}		100		嘴唇被吹成波浪形的我，连忙把窗户摇了上去。	1	{}				{}					145100962													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100962	103010101	1	{}		100	神无月恭平	按照计算，只有保持这个速度，才能在送完四糸乃到家后，准时赶到学校。	1	{}				{}					145100963													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100963	103010101	1	{}		100		他认真地操纵着方向盘，不时有路人的惊呼出现，但很快就被远远甩在身后。	1	{}				{}					145100964													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100964	103010101	1	{}		100	神无月恭平	起步的时间还拖慢了几秒，等会需要用加速度来补足。	1	{}				{}					145100965													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100965	103010101	1	{}		100	1	这个计算能力，好厉害……	1	{}				{}					145100966													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100966	103010101	1	{}		100	神无月恭平	这些算得了什么，坐稳了，快到了。	1	{}				{}					145100967													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100967	103010101	1	{}		100		 	1	{}				{}					145100968													{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145100968	103010101	1	{}		100		 	1	{}				{}					145100969													{}											{}											{}							scene/bg/bg_jietou2.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145100969	103010101	1	{}		100		难得看到正经起来的神无月先生，一下子有些无法接受。	1	{}				{}					145100970													{}											{}											{}												{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145100970	103010101	1	{}		100	1	哦哦……	1	{}				{}					145100971													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100971	103010101	1	{}		100	神无月恭平	还有37秒到达正门门口。	1	{}				{}					145100972													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100972	103010101	1	{}		100		神无月冷静地报时，身边的街道已经开始变得很熟悉了。	1	{}				{}					145100973													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100973	103010101	1	{}		100		 	1	{}				{}					145100974													{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145100974	103010101	1	{}		100	1	四糸乃，等会儿下车自己敲门好吗？	1	{}				{}					145100975													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100975	103010101	1	{}		100	四糸乃	喔……好……	1	{}				{}					145100976				10303	3		id_normal_6					2	{}	1.3										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145100976	103010101	1	{}		100	1	家里可以随便逛，但是不要出门，等我回来，好吗？	1	{}				{}					145100977				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100977	103010101	1	{}		100	四糸乃	好……	1	{}				{}					145100978				1			id_normal_6						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145100978	103010101	1	{}		100	1	四糸奈，四糸乃就拜托你了！	1	{}				{}					145100979				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100979	103010101	1	{}		100	四糸奈	包在我身上吧！	1	{}				{}					145100980				1			id1_tuzi						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145100980	103010101	1	{}		100		帮四糸乃卸下行李，我快速地上了神无月先生的车。	1	{}				{}					145100981				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100981	103010101	1	{}		100		 	1	{}				{}					145100982						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145100982	103010101	1	{}		100		一路疾驰，我成功在迟到前一分钟冲进了教室。	1	{}				{}					145100983													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100983	103010101	1	{}		100		 	1	{}				{}					145100984													{}											{}											{}							scene/bg/bg_jiaoshi.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145100984	103010101	1	{}		100	殿町宏人	哟，%s今天很准时哟。	1	{}				{}					145100985													{}											{}											{}												{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145100985	103010101	1	{}		100	1	嗯？宏人……教室里怎么就你一个人？	1	{}				{}					145100986													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100986	103010101	1	{}		100	殿町宏人	很遗憾，虽然今天你难得的没有迟到，但是好几位老师因为身体不适而请假，所以……	1	{}				{}					145100987													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100987	103010101	1	{}		100	1	好几位老师生病了？是严重的事态吗？	1	{}				{}					145100988													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100988	103010101	1	{}		100	殿町宏人	应该没有大碍吧，因为互相传染的流感之类的。	1	{}				{}					145100989													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100989	103010101	1	{}		100	1	呃……所以今天的课程……	1	{}				{}					145100990													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100990	103010101	1	{}		100	殿町宏人	这些老师的课程都改成了社会实践课哦，不过不要掉以轻心，虽然不用坐在教室，但心得还是要写的。	1	{}				{}					145100991													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100991	103010101	1	{}		100	1	这样啊……那太好了。	1	{}				{}				1	145100992													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145100992	103010101	1	{}		100		看样子可以抽时间回去看看四糸乃了！	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
145201101	103010211	1	{}		100		 	1	{}				{}					145201102	4												{}											{}											{}							scene/bg/bg_xicanting.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145201102	103010211	1	{}		100		趁着实践课的时机，琴里把我从学校里叫了出来。	1	{}				{}					145201103													{}											{}											{}												{}	sound/bgm/date_007.mp3																{}	{}					{}	{}		{}					{}	{}	{}	{}
145201103	103010211	1	{}		100	1	又是豪华餐厅……为什么有种不好的预感？	1	{}				{}					145201104													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201104	103010211	1	{}		100	夜刀神十香	唔姆，是不是琴里请我们吃饭呀？	1	{}				{}					145201106				10104	3		id_pose_11		id_look_3			2	{}	1.3										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201106	103010211	1	{}		100	五河琴里	啊老板，给这位小可爱上一份冰饮，至于旁边那位就不用了。	1	{}				{}					145201107				1									{}		10504	3							1	{}	1.3										{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201107	103010211	1	{}		100	夜刀神十香	小可爱……是在说我？	1	{}				{}					145201108				1			id_pose_12		id_look_4				{}		1									{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201108	103010211	1	{}		100	五河琴里	当然啦，总不可能是旁边那个笨蛋吧！	1	{}				{}					145201109				1									{}		1			id_favor3_1						{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201109	103010211	1	{}		100	1	我说……	1	{}				{}					145201110				1			id_pose_1		id_look_1				{}		1									{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201110	103010211	1	{}		100	五河琴里	好啦，十香，你去那边先喝冰饮吧。	1	{}				{}					145201111				1									{}		1			id_favor1						{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201111	103010211	1	{}		100	夜刀神十香	呼呼，好哒~	1	{}				{}					145201112				1			id_pose_12		id_look_4				{}		1									{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201112	103010211	1	{}		100		 	1	{}				{}					145201113						3							{}				3							{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145201113	103010211	1	{}		100	五河琴里	那么我们说回正题，关于新的作战计划。	1	{}				{}					145201114				10504	3		id_pose_7		id_look_1			2	{}	1.3										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201114	103010211	1	{}		100	1	计划是？	1	{}				{}					145201115				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201115	103010211	1	{}		100	五河琴里	成功封印了灵力是一回事，但是后续精灵的心情值稳定，也需要重视。	1	{}				{}					145201116				1			id_favor1						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201116	103010211	1	{}		100	五河琴里	而现在四糸乃的心情值，处于很不稳定的状态。	1	{}				{}					145201117				1			id_normal_9						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201117	103010211	1	{}		100	1	那么，我们应该怎么做？	1	{}				{}					145201118				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201118	103010211	1	{}		100	五河琴里	鉴于它对世界的了解程度有限，我们将其列为正常状态。	1	{}				{}					145201119				1			id_normal_9						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201119	103010211	1	{}		100	五河琴里	但现在还不能放松。	1	{}				{}					145201120				1			id_pose_7		id_look_1				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201120	103010211	1	{}		100	1	所以，我之后要让她的心情值稳定下来吗？	1	{}				{}					145201121				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201121	103010211	1	{}		100	五河琴里	没错，再出现灵力回流的话，重新封印就很难了。	1	{}				{}					145201122				1			id_normal_9						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201122	103010211	1	{}		100	1	嗯，为了四糸乃，请吩咐我吧！	1	{}				{}					145201123				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201123	103010211	1	{}		100	五河琴里	就等你这句话了……之后我会好好吩咐你的。	1	{}				{}				1	145201125				1			id_normal_6						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201125	103010211	1	{}		100		 	1	{}				{}								103			3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{"sign":[201]}	{}	{}	{}
																																																																																																			
145201201	103010212	1	{}		100		 	1	{}				{}					145201202	4												{}											{}											{}							scene/bg/bg_keting.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145201202	103010212	1	{}		100	四糸乃	呜呜呜……	1	{}				{}					145201203				10303	3		id_favor3_2					4	{}	1.3										{}											{}												{}	sound/bgm/date_013.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201203	103010212	1	{}		100	1	四糸乃，你怎么了？	1	{}				{}					145201204				1								4	{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201204	103010212	1	{}		100		四糸乃哭着跑回来，刚好撞上午休回来查探情况的我。	1	{}				{}					145201205				1			id_favor3_2					4	{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201205	103010212	1	{}		100	四糸奈	太过分了啦十香，你这个笨蛋。	1	{}				{}					145201206				1			id1_tuzi					4	{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201206	103010212	1	{}		100		 	1	{}				{}					145201207				1			id_pose_1		id_look_1			4	{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145201207	103010212	1	{}		100	1	诶？发生什么事了？	1	{}				{}					145201208				1								4	{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201208	103010212	1	{}		100	夜刀神十香	给我等一下啊！	1	{}				{}					145201209				1								4	{}		10104	3		id_normal_4					5	{}	1.3										{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201209	103010212	1	{}		100	四糸乃	%s，好可怕……	1	{}				{}					145201210				1			id_normal_2					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201210	103010212	1	{}		100	夜刀神十香	四糸乃，不要跑那么快！	1	{}				{}					145201211				1								4	{}		1			id_normal_4					5	{}											{}		0.1-7-12-5-0.028	4									{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201211	103010212	1	{}		100	1	十香，你们在干什么啊？	1	{}				{}					145201212				1			id_pose_1		id_look_1			4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201212	103010212	1	{}		100	夜刀神十香	四糸乃不愿意跟人打交道，我只想帮助她。	1	{}				{}				1	145201213				1								4	{}		1			id_pose_1		id_look_4			5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201213	103010212	1	{}		100	四糸奈	%s小哥，我们不需要她的帮助！	1	{}				{}					145201214-145201215-145201218	5			1			id1_tuzi					4	{}		1								5	{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201214	103010212	1	{}		100	1	这种事情急不来的。	1	{}				{}					145201219	1			10303	3	3						4	{}	1.3	10104	3	3	id_pose_1	1	id_look_1			5	{}	1.3										{}							scene/bg/bg_keting.png				-1	{}																	{}	{}					{}	{"quality":{103101:2},"sign":[202]}		{}					{}	{}	{}	{}
145201215	103010212	1	{}		100	1	十香也是一片好意。	1	{}				{}					145201216	1			10303	3							4	{}	1.3	10104	3							5	{}	1.3										{}							scene/bg/bg_keting.png				-1	{}	sound/bgm/date_013.mp3																{}	{}					{}	{"quality":{103102:2},"sign":[202]}		{}					{}	{}	{}	{}
145201216	103010212	1	{}		100	四糸奈	可是这种行为明明是在强迫啊。	1	{}				{}					145201217				1			id1_tuzi					4	{}		1								5	{}											{}												{}	sound/bgm/date_013.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201217	103010212	1	{}		100	1	诶？十香这么暴力吗？	1	{}				{}					145201219				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201218	103010212	1	{}		100	1	十香，不要胡闹了。	1	{}				{}					145201219	1			10303	3	3						4	{}	1.3	10104	3	3						5	{}	1.3										{}							scene/bg/bg_keting.png				-1	{}																	{}	{}					{}	{"quality":{103103:2},"sign":[202]}		{}					{}	{}	{}	{}
145201219	103010212	1	{}		100	夜刀神十香	唔姆……%s你也觉得我做得不对吗？	1	{}				{}					145201220				1								4	{}		1			id_pose_12		id_look_2			5	{}											{}												{}	sound/bgm/date_013.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201220	103010212	1	{}		100		十香似乎是受到了什么打击，如遭雷击般后退一步。	1	{}				{}					145201221				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201221	103010212	1	{}		100	1	没有没有！不是你想的那样，十香！	1	{}				{}				1	145201222				1								4	{}		1			id_pose_12		id_look_2			5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201222	103010212	1	{}		100		我正准备叫住十香，但她已经先一步冲出了家门。	1	{}				{}									1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
																																																																																																			
145201301	103010213	1	{}		100		 	1	{}				{}					145201302	4												{}											{}											{}							scene/bg/bg_keting.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	{}
145201302	103010213	1	{}		100	五河琴里	笨……笨蛋老哥。	1	{}				{}					145201303				10504	3		id_normal_2					2	{}	1.3										{}											{}												{}	sound/bgm/date_013.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201303	103010213	1	{}		100		琴里怯生生地叫住我，平时她很少露出这种表情。	1	{}				{}					145201304				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201304	103010213	1	{}		100	1	怎么啦琴里，遇到什么难关了吗？	1	{}				{}					145201306				1			id_normal_2						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201306	103010213	1	{}		100	五河琴里	就是，问你要不要现在去洗澡。	1	{}				{}					145201307				1			id_pose_2		id_look_11				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201307	103010213	1	{}		100		琴里转动着棒棒糖的尾端，视线移向别处。	1	{}				{}					145201308				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201308	103010213	1	{}		100	1	哈，这种时候洗什么澡？	1	{}				{}					145201309				1			id_pose_1		id_look_1				{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201309	103010213	1	{}		100	五河琴里	因为刚刚放出了热水，不洗的话很浪费。	1	{}				{}					145201310				1			id_pose_7		id_look_1				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201310	103010213	1	{}		100	1	嗯？为什么要先放热水？	1	{}				{}					145201311				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201311	103010213	1	{}		100	五河琴里	哎呀，烦死了，你进去就是了。	1	{}				{}					145201312				1			id_normal_12						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
145201312	103010213	1	{}		100		琴里拖着我的衣角，把我强行拉往浴室。	1	{}				{}					145201313				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201313	103010213	1	{}		100	1	果然……我就知道。	1	{}				{}					145201314				1			id_normal_2						{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201314	103010213	1	{}		100		在浴室的衣物架上，正堆着四糸乃的衣服。	1	{}				{}					145201315				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	{}
145201315	103010213	1	{}		100	五河琴里	哼……要是早听我的话说不定就能赶上了。	1	{}				{}				1	145201316				1			id_favor3_1						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	{}
